#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol
O15111	O95163	1	IL1	13	physical	CHUK	IKBKAP
O15111	O14920	1	IL1	13	physical	CHUK	IKBKB
O15111	Q9Y6K9	1	IL1	13	physical	CHUK	IKBKG
O15111	Q99558	1	IL1	13	physical	CHUK	MAP3K14
O15111	Q9Y2U5	1	IL1	13	physical	CHUK	MAP3K2
O15111	Q99759	1	IL1	13	physical	CHUK	MAP3K3
O15111	O43318	1	IL1	13	physical	CHUK	MAP3K7
O15111	P25963	1	IL1	13	physical	CHUK	NFKBIA
O15111	Q15653	1	IL1	13	physical	CHUK	NFKBIB
O15111	Q04206	1	IL1	13	physical	CHUK	RELA
O15111	Q9NYJ8	1	IL1	13	physical	CHUK	TAB2
O15111	Q9Y4K3	1	IL1	13	physical	CHUK	TRAF6
Q9BQ95	Q9Y4K3	1	IL1	13	physical	ECSIT	TRAF6
Q969U6	O43318	1	IL1	13	physical	FBXW5	MAP3K7
O95163	O15111	1	IL1	13	physical	IKBKAP	CHUK
O95163	O43318	1	IL1	13	physical	IKBKAP	MAP3K7
O14920	O15111	1	IL1	13	physical	IKBKB	CHUK
O14920	Q99704	1	IL1	13	Phosphorylation	IKBKB	DOK1
O14920	Q9Y2U5	1	IL1	13	physical	IKBKB	MAP3K2
O14920	Q99759	1	IL1	13	physical	IKBKB	MAP3K3
O14920	P25963	1	IL1	13	physical	IKBKB	NFKBIA
O14920	Q15653	1	IL1	13	physical	IKBKB	NFKBIB
O14920	Q04206	1	IL1	13	Phosphorylation	IKBKB	RELA
O14920	Q04206	1	IL1	13	physical	IKBKB	RELA
Q9Y6K9	O15111	1	IL1	13	physical	IKBKG	CHUK
P01583	P14778	1	IL1	13	physical	IL1A	IL1R1
P01583	P27930	1	IL1	13	physical	IL1A	IL1R2
P01583	Q9NPH3	1	IL1	13	physical	IL1A	IL1RAP
P01583	Q9NWZ3	1	IL1	13	physical	IL1A	IRAK4
P01583	Q99836	1	IL1	13	physical	IL1A	MYD88
P01584	P14778	1	IL1	13	physical	IL1B	IL1R1
P01584	P27930	1	IL1	13	physical	IL1B	IL1R2
P01584	Q9NPH3	1	IL1	13	physical	IL1B	IL1RAP
P14778	P01583	1	IL1	13	physical	IL1R1	IL1A
P14778	P01584	1	IL1	13	physical	IL1R1	IL1B
P14778	Q9NPH3	1	IL1	13	physical	IL1R1	IL1RAP
P14778	P18510	1	IL1	13	physical	IL1R1	IL1RN
P14778	P51617	1	IL1	13	physical	IL1R1	IRAK1
P14778	O43187	1	IL1	13	physical	IL1R1	IRAK2
P14778	Q9NWZ3	1	IL1	13	physical	IL1R1	IRAK4
P14778	Q99836	1	IL1	13	physical	IL1R1	MYD88
P14778	P27986	1	IL1	13	physical	IL1R1	PIK3R1
P14778	O00459	1	IL1	13	physical	IL1R1	PIK3R2
P14778	Q9H0E2	1	IL1	13	physical	IL1R1	TOLLIP
P14778	Q9Y4K3	1	IL1	13	physical	IL1R1	TRAF6
P27930	P01583	1	IL1	13	physical	IL1R2	IL1A
P27930	P01584	1	IL1	13	physical	IL1R2	IL1B
P27930	Q9NPH3	1	IL1	13	physical	IL1R2	IL1RAP
P27930	P18510	1	IL1	13	physical	IL1R2	IL1RN
Q9NPH3	P01583	1	IL1	13	physical	IL1RAP	IL1A
Q9NPH3	P01584	1	IL1	13	physical	IL1RAP	IL1B
Q9NPH3	P14778	1	IL1	13	physical	IL1RAP	IL1R1
Q9NPH3	P27930	1	IL1	13	physical	IL1RAP	IL1R2
Q9NPH3	P51617	1	IL1	13	physical	IL1RAP	IRAK1
Q9NPH3	Q9NWZ3	1	IL1	13	physical	IL1RAP	IRAK4
Q9NPH3	Q99836	1	IL1	13	physical	IL1RAP	MYD88
Q9NPH3	P78324	1	IL1	13	physical	IL1RAP	SIRPA
Q9NPH3	Q9H0E2	1	IL1	13	physical	IL1RAP	TOLLIP
P18510	P14778	1	IL1	13	physical	IL1RN	IL1R1
P18510	P27930	1	IL1	13	physical	IL1RN	IL1R2
P51617	P14778	1	IL1	13	physical	IRAK1	IL1R1
P51617	Q9NPH3	1	IL1	13	physical	IRAK1	IL1RAP
P51617	O43187	1	IL1	13	Phosphorylation	IRAK1	IRAK2
P51617	Q9Y616	1	IL1	13	Phosphorylation	IRAK1	IRAK3
