#node1	node2	node1type	node2type	relation_type
P55211	P42574	gene	gene	activation
Q14790		gene	gene	activation
O43318	P27361|P28482	gene	gene	activation|indirect effect|phosphorylation
P04899|P08754|P09471|P63096	P48736|Q5UE93|Q8WYR1	gene	gene	activation|indirect effect
O43318	P45983|P45984|P53779	gene	gene	activation|indirect effect|phosphorylation
P48736|Q5UE93|Q8WYR1	O15530	gene	gene	activation|compound
P46734|P52564	O15264|P53778|Q15759|Q16539	gene	gene	activation|phosphorylation
O15530	P31749|P31751|Q9Y243	gene	gene	activation|phosphorylation
O43318	P46734|P52564	gene	gene	activation|phosphorylation
P31749|P31751|Q9Y243	Q92934	gene	gene	inhibition|phosphorylation
Q9Y4K3	O43318	gene	group	activation
P29965	P25942	gene	gene	binding/association
P25942	P29965	gene	gene	binding/association
P51617|Q9NWZ3		gene	gene	activation
P30405	P51681	gene	gene	activation
Q99836	P51617|Q9NWZ3	gene	gene	activation
	P04899|P08754|P09471|P63096	gene	gene	activation
O15524	O60674|P23458	gene	gene	binding/association|inhibition
P42224	P33076	gene	gene	activation
O43318	O14920|O15111|Q9Y6K9	gene	gene	activation|phosphorylation
O14920|O15111|Q9Y6K9	P25963|Q15653	gene	gene	activation|phosphorylation
O60674|P23458		gene	gene	activation|phosphorylation
P99999		gene	gene	activation
P22301	Q08334|Q13651	gene	gene	binding/association
Q08334|Q13651	P22301	gene	gene	binding/association
P15260|P38484	O60674|P23458	gene	gene	binding/association
O60674|P23458	P15260|P38484	gene	gene	binding/association
P19438	Q14790	gene	gene	activation|indirect effect
Q08334|Q13651	P23458|P29597	gene	gene	binding/association
P23458|P29597	Q08334|Q13651	gene	gene	binding/association
P23458|P29597	P40763	gene	gene	activation|phosphorylation
P01375		gene	gene	binding/association
	P01375	gene	gene	binding/association
A4D0S4|O15230|P07942|P11047|P24043|P25391|P55268|Q13751|Q13753|Q16363|Q16787|Q9Y6N6	P05556|P23229	gene	gene	binding/association
P05556|P23229	A4D0S4|O15230|P07942|P11047|P24043|P25391|P55268|Q13751|Q13753|Q16363|Q16787|Q9Y6N6	gene	gene	binding/association
P98170|Q13489|Q13490|Q96CA5		gene	gene	inhibition
O60603	Q99836	gene	gene	activation
P0DMV8|P0DMV9|P11142|P17066|P34931|P54652		gene	gene	binding/association
	P0DMV8|P0DMV9|P11142|P17066|P34931|P54652	gene	gene	binding/association
O00206		gene	gene	activation
P01579	P15260|P38484	gene	gene	binding/association
P15260|P38484	P01579	gene	gene	binding/association
Q9Y6Y9	O00206	gene	gene	binding/association
O00206	Q9Y6Y9	gene	gene	binding/association
P25963|Q15653	P19838|Q04206	gene	gene	dissociation
P19838|Q04206	P25963|Q15653	gene	gene	dissociation
