#node1	node2	edge_expansion:relation_type
A6NHP3	P06493	mult_mapping_expansion:activation
A6NHP3	P24941	mult_mapping_expansion:activation
A6NIY4	P06493	mult_mapping_expansion:activation
A6NIY4	P24941	mult_mapping_expansion:activation
A6NKU9	P06493	mult_mapping_expansion:activation
A6NKU9	P24941	mult_mapping_expansion:activation
A6NLX3	P06493	mult_mapping_expansion:activation
A6NLX3	P24941	mult_mapping_expansion:activation
O00329	P31749	mult_mapping_expansion:compound
O00329	P31751	mult_mapping_expansion:compound
O00329	Q9Y243	mult_mapping_expansion:compound
O00459	P31749	mult_mapping_expansion:compound
O00459	P31751	mult_mapping_expansion:compound
O00459	Q9Y243	mult_mapping_expansion:compound
O14965	Q17RY0	mult_mapping_expansion:activation|phosphorylation
O14965	Q7Z5Q1	mult_mapping_expansion:activation|phosphorylation
O14965	Q8NE35	mult_mapping_expansion:activation|phosphorylation
O14965	Q9BZB8	mult_mapping_expansion:activation|phosphorylation
O43306	P17612	mult_mapping_expansion:compound
O43306	P22612	mult_mapping_expansion:compound
O43306	P22694	mult_mapping_expansion:compound
O43683	Q13257	mult_mapping_expansion:indirect effect
O43683	Q9UI95	mult_mapping_expansion:indirect effect
O43683	Q9Y6D9	mult_mapping_expansion:indirect effect
O60266	P17612	mult_mapping_expansion:compound
O60266	P22612	mult_mapping_expansion:compound
O60266	P22694	mult_mapping_expansion:compound
O60503	P17612	mult_mapping_expansion:compound
O60503	P22612	mult_mapping_expansion:compound
O60503	P22694	mult_mapping_expansion:compound
O95622	P17612	mult_mapping_expansion:compound
O95622	P22612	mult_mapping_expansion:compound
O95622	P22694	mult_mapping_expansion:compound
P00540	Q02750	one_to_one_mapping:activation|phosphorylation
P04899	O43306	mult_mapping_expansion:inhibition
P04899	O60266	mult_mapping_expansion:inhibition
P04899	O60503	mult_mapping_expansion:inhibition
P04899	O95622	mult_mapping_expansion:inhibition
P04899	P40145	mult_mapping_expansion:inhibition
P04899	P51828	mult_mapping_expansion:inhibition
P04899	Q08462	mult_mapping_expansion:inhibition
P04899	Q08828	mult_mapping_expansion:inhibition
P04899	Q8NFM4	mult_mapping_expansion:inhibition
P06401	O00329	mult_mapping_expansion:activation
P06401	O00459	mult_mapping_expansion:activation
P06401	O15264	mult_mapping_expansion:activation
P06401	P27986	mult_mapping_expansion:activation
P06401	P42336	mult_mapping_expansion:activation
