#node1	node2	edge_expansion:relation_type
A8MW95	Q8NEB9	mult_mapping_expansion:activation
A8MW95	Q96F24	mult_mapping_expansion:activation
O14654	O00329	mult_mapping_expansion:activation
O14654	O00459	mult_mapping_expansion:activation
O14654	P27986	mult_mapping_expansion:activation
O14654	P42336	mult_mapping_expansion:activation
O14654	P42338	mult_mapping_expansion:activation
O14654	Q92569	mult_mapping_expansion:activation
O14807	O15530	mult_mapping_expansion:activation|indirect effect
O14807	P04049	mult_mapping_expansion:activation
O15519	Q9NT62	one_to_one_mapping:inhibition
O15530	P31749	mult_mapping_expansion:activation|phosphorylation
O15530	P31751	mult_mapping_expansion:activation|phosphorylation
O15530	Q9Y243	mult_mapping_expansion:activation|phosphorylation
O43293	A8MW95	mult_mapping_expansion:activation|phosphorylation
O43293	Q14457	mult_mapping_expansion:activation|phosphorylation
O43318	P54646	mult_mapping_expansion:activation|phosphorylation
O43318	Q13131	mult_mapping_expansion:activation|phosphorylation
O75143	Q674R7	mult_mapping_expansion:activation
O75143	Q7Z3C6	mult_mapping_expansion:activation
O75143	Q8TDY2	one_to_one_mapping:binding/association
O75385	A8MW95	mult_mapping_expansion:activation|phosphorylation
O75385	O75143	mult_mapping_expansion:activation|phosphorylation
O75385	Q14457	mult_mapping_expansion:activation|phosphorylation
O75385	Q2TAZ0	mult_mapping_expansion:activation|phosphorylation
O75385	Q8TDY2	mult_mapping_expansion:activation|phosphorylation
O75385	Q8TEV9	mult_mapping_expansion:activation|phosphorylation
O75385	Q96BY7	mult_mapping_expansion:activation|phosphorylation
O75385	Q9BSB4	mult_mapping_expansion:binding/association
O75460	P45983	mult_mapping_expansion:activation|indirect effect
O75460	P45984	mult_mapping_expansion:activation|indirect effect
O75460	P53779	mult_mapping_expansion:activation|indirect effect
O94817	O95166	mult_mapping_expansion:activation|indirect effect
O94817	P60520	mult_mapping_expansion:activation|indirect effect
O94817	Q676U5	mult_mapping_expansion:binding/association
