#node1	node2	edge_expansion:relation_type
O14494	O95470	mult_mapping_expansion:compound
O14494	P04062	mult_mapping_expansion:compound
O14494	Q13510	mult_mapping_expansion:compound
O14494	Q5QJU3	mult_mapping_expansion:compound
O14494	Q6ZMG9	mult_mapping_expansion:compound
O14494	Q8N5B7	mult_mapping_expansion:compound
O14494	Q8TDN7	mult_mapping_expansion:compound
O14494	Q9HCG7	mult_mapping_expansion:compound
O14494	Q9NR71	mult_mapping_expansion:compound
O14494	Q9NRA0	mult_mapping_expansion:compound
O14494	Q9NUN7	mult_mapping_expansion:compound
O14494	Q9NYA1	mult_mapping_expansion:compound
O14495	O95470	mult_mapping_expansion:compound
O14495	P04062	mult_mapping_expansion:compound
O14495	Q13510	mult_mapping_expansion:compound
O14495	Q5QJU3	mult_mapping_expansion:compound
O14495	Q6ZMG9	mult_mapping_expansion:compound
O14495	Q8N5B7	mult_mapping_expansion:compound
O14495	Q8TDN7	mult_mapping_expansion:compound
O14495	Q9HCG7	mult_mapping_expansion:compound
O14495	Q9NR71	mult_mapping_expansion:compound
O14495	Q9NRA0	mult_mapping_expansion:compound
O14495	Q9NUN7	mult_mapping_expansion:compound
O14495	Q9NYA1	mult_mapping_expansion:compound
O15121	O14494	mult_mapping_expansion:compound
O15121	O14495	mult_mapping_expansion:compound
O15121	O15121	mult_mapping_expansion:compound
O15121	O43688	mult_mapping_expansion:compound
O15121	O60906	mult_mapping_expansion:compound
O15121	P04062	mult_mapping_expansion:compound
O15121	P17405	mult_mapping_expansion:compound
O15121	P27544	mult_mapping_expansion:compound
O15121	Q13510	mult_mapping_expansion:compound
O15121	Q5QJU3	mult_mapping_expansion:compound
O15121	Q6QHC5	mult_mapping_expansion:compound
O15121	Q6UWV6	mult_mapping_expansion:compound
O15121	Q6ZMG9	mult_mapping_expansion:compound
O15121	Q8IU89	mult_mapping_expansion:compound
O15121	Q8N5B7	mult_mapping_expansion:compound
O15121	Q8TDN7	mult_mapping_expansion:compound
O15121	Q96G23	mult_mapping_expansion:compound
O15121	Q9HA82	mult_mapping_expansion:compound
O15121	Q9HCG7	mult_mapping_expansion:compound
O15121	Q9NR71	mult_mapping_expansion:compound
O15121	Q9NRA0	mult_mapping_expansion:compound
O15121	Q9NXE4	mult_mapping_expansion:compound
O15121	Q9NY59	mult_mapping_expansion:compound
O15121	Q9NYA1	mult_mapping_expansion:compound
O43688	O95470	mult_mapping_expansion:compound
O43688	P04062	mult_mapping_expansion:compound
O43688	Q13510	mult_mapping_expansion:compound
O43688	Q5QJU3	mult_mapping_expansion:compound
O43688	Q6ZMG9	mult_mapping_expansion:compound
O43688	Q8N5B7	mult_mapping_expansion:compound
O43688	Q8TDN7	mult_mapping_expansion:compound
O43688	Q9HCG7	mult_mapping_expansion:compound
O43688	Q9NR71	mult_mapping_expansion:compound
O43688	Q9NRA0	mult_mapping_expansion:compound
O43688	Q9NUN7	mult_mapping_expansion:compound
O43688	Q9NYA1	mult_mapping_expansion:compound
O60906	O14494	mult_mapping_expansion:compound
O60906	O14495	mult_mapping_expansion:compound
O60906	O43688	mult_mapping_expansion:compound
O60906	P04062	mult_mapping_expansion:compound
O60906	P27544	mult_mapping_expansion:compound
O60906	Q13510	mult_mapping_expansion:compound
O60906	Q5QJU3	mult_mapping_expansion:compound
O60906	Q6ZMG9	mult_mapping_expansion:compound
O60906	Q8IU89	mult_mapping_expansion:compound
O60906	Q8N5B7	mult_mapping_expansion:compound
O60906	Q8TDN7	mult_mapping_expansion:compound
O60906	Q96G23	mult_mapping_expansion:compound
O60906	Q9HA82	mult_mapping_expansion:compound
O60906	Q9HCG7	mult_mapping_expansion:compound
O60906	Q9NR71	mult_mapping_expansion:compound
P04062	Q13510	mult_mapping_expansion:compound
P04062	Q5QJU3	mult_mapping_expansion:compound
P04062	Q6ZMG9	mult_mapping_expansion:compound
P04062	Q8N5B7	mult_mapping_expansion:compound
P04062	Q8TDN7	mult_mapping_expansion:compound
P04062	Q9NR71	mult_mapping_expansion:compound
P04062	Q9UBX8	mult_mapping_expansion:compound
P06280	Q99999	one_to_one_mapping:compound
P16278	P04062	mult_mapping_expansion:compound
P16278	Q9HCG7	mult_mapping_expansion:compound
P17405	O14494	mult_mapping_expansion:compound
P17405	O14495	mult_mapping_expansion:compound
P17405	O43688	mult_mapping_expansion:compound
P17405	P04062	mult_mapping_expansion:compound
P17405	P27544	mult_mapping_expansion:compound
P17405	Q13510	mult_mapping_expansion:compound
P17405	Q5QJU3	mult_mapping_expansion:compound
P17405	Q6ZMG9	mult_mapping_expansion:compound
P17405	Q8IU89	mult_mapping_expansion:compound
P17405	Q8N5B7	mult_mapping_expansion:compound
P17405	Q8TDN7	mult_mapping_expansion:compound
P17405	Q96G23	mult_mapping_expansion:compound
P17405	Q9HA82	mult_mapping_expansion:compound
P17405	Q9HCG7	mult_mapping_expansion:compound
P17405	Q9NR71	mult_mapping_expansion:compound
P27544	O14494	mult_mapping_expansion:compound
P27544	O14495	mult_mapping_expansion:compound
P27544	O15121	mult_mapping_expansion:compound
P27544	O43688	mult_mapping_expansion:compound
P27544	P04062	mult_mapping_expansion:compound
P27544	Q6QHC5	mult_mapping_expansion:compound
P27544	Q86VZ5	mult_mapping_expansion:compound
P27544	Q8NHU3	mult_mapping_expansion:compound
P27544	Q9HCG7	mult_mapping_expansion:compound
P27544	Q9NRA0	mult_mapping_expansion:compound
P27544	Q9NYA1	mult_mapping_expansion:compound
P54803	P15289	one_to_one_mapping:compound
Q06136	Q9NUN7	one_to_one_mapping:compound
Q13510	O14494	mult_mapping_expansion:compound
Q13510	O14495	mult_mapping_expansion:compound
Q13510	O15121	mult_mapping_expansion:compound
Q13510	O43688	mult_mapping_expansion:compound
Q13510	Q6QHC5	mult_mapping_expansion:compound
Q13510	Q86VZ5	mult_mapping_expansion:compound
Q13510	Q8NHU3	mult_mapping_expansion:compound
Q13510	Q9NRA0	mult_mapping_expansion:compound
Q13510	Q9NYA1	mult_mapping_expansion:compound
Q16739	Q9UBX8	one_to_one_mapping:compound
Q5QJU3	Q86VZ5	mult_mapping_expansion:compound
Q5QJU3	Q8NHU3	mult_mapping_expansion:compound
Q5QJU3	Q9NRA0	mult_mapping_expansion:compound
Q5QJU3	Q9NYA1	mult_mapping_expansion:compound
Q6QHC5	O14494	mult_mapping_expansion:compound
Q6QHC5	O14495	mult_mapping_expansion:compound
Q6QHC5	O15121	mult_mapping_expansion:compound
Q6QHC5	O43688	mult_mapping_expansion:compound
Q6QHC5	O60906	mult_mapping_expansion:compound
Q6QHC5	P04062	mult_mapping_expansion:compound
Q6QHC5	P17405	mult_mapping_expansion:compound
Q6QHC5	P27544	mult_mapping_expansion:compound
Q6QHC5	Q13510	mult_mapping_expansion:compound
Q6QHC5	Q5QJU3	mult_mapping_expansion:compound
Q6QHC5	Q6QHC5	mult_mapping_expansion:compound
Q6QHC5	Q6UWV6	mult_mapping_expansion:compound
Q6QHC5	Q6ZMG9	mult_mapping_expansion:compound
Q6QHC5	Q8IU89	mult_mapping_expansion:compound
Q6QHC5	Q8N5B7	mult_mapping_expansion:compound
Q6QHC5	Q8TDN7	mult_mapping_expansion:compound
Q6QHC5	Q96G23	mult_mapping_expansion:compound
Q6QHC5	Q9HA82	mult_mapping_expansion:compound
Q6QHC5	Q9HCG7	mult_mapping_expansion:compound
Q6QHC5	Q9NR71	mult_mapping_expansion:compound
Q6QHC5	Q9NRA0	mult_mapping_expansion:compound
Q6QHC5	Q9NXE4	mult_mapping_expansion:compound
Q6QHC5	Q9NY59	mult_mapping_expansion:compound
Q6QHC5	Q9NYA1	mult_mapping_expansion:compound
Q6UWV6	O14494	mult_mapping_expansion:compound
Q6UWV6	O14495	mult_mapping_expansion:compound
Q6UWV6	O43688	mult_mapping_expansion:compound
Q6UWV6	P04062	mult_mapping_expansion:compound
Q6UWV6	P27544	mult_mapping_expansion:compound
Q6UWV6	Q13510	mult_mapping_expansion:compound
Q6UWV6	Q5QJU3	mult_mapping_expansion:compound
Q6UWV6	Q6ZMG9	mult_mapping_expansion:compound
Q6UWV6	Q8IU89	mult_mapping_expansion:compound
Q6UWV6	Q8N5B7	mult_mapping_expansion:compound
Q6UWV6	Q8TDN7	mult_mapping_expansion:compound
Q6UWV6	Q96G23	mult_mapping_expansion:compound
Q6UWV6	Q9HA82	mult_mapping_expansion:compound
Q6UWV6	Q9HCG7	mult_mapping_expansion:compound
