#node1	node2	node1type	node2type	relation_type
O15519	Q14790	gene	gene	inhibition
O00220|O14763	Q13158	gene	gene	activation
P48023	P25445	gene	gene	activation
	Q13158	gene	gene	activation
Q13158		gene	gene	activation
Q13158	Q92851	gene	gene	activation
	Q9UER7	gene	gene	activation
Q9UER7	Q99683	gene	gene	activation
P07384|P17655	Q6UXS9	gene	gene	activation
P01375	P19438	gene	gene	activation
	Q13158|Q15628	gene	group	activation
	Q12933|Q13546|Q15628	gene	group	activation
Q92934	P10415	gene	gene	inhibition
Q12933	Q5VWQ8	gene	gene	activation
Q13158|Q15628		group	gene	activation
		gene	gene	activation|inhibition
	Q99558	gene	gene	activation
P10144	A6NHL2|P0DPH7|P0DPH8|P68363|P68366|Q6PEY2|Q71U36|Q9BQE3|Q9NY65	gene	gene	inhibition
	P45983|P45984|P53779	gene	gene	activation|phosphorylation
P10144	Q07820	gene	gene	inhibition
	P02545|P20700|Q03252	gene	gene	inhibition
Q9NZJ5	P05198	gene	gene	activation|phosphorylation
	P18848	gene	gene	activation
	P09874|Q9UGN5|Q9UKK3|Q9Y6F1	gene	gene	inhibition
	O00273	gene	gene	inhibition
O75460|Q12933		group	gene	activation
P50591	O00220|O14763	gene	gene	activation
P42574	P02549|Q13813	gene	gene	inhibition
P55212	P02545|P20700|Q03252	gene	gene	inhibition
P42574	P09874|Q9UGN5|Q9UKK3|Q9Y6F1	gene	gene	inhibition
P55210	P09874|Q9UGN5|Q9UKK3|Q9Y6F1	gene	gene	inhibition
P35638		gene	gene	indirect effect|inhibition
P55211	P09874|Q9UGN5|Q9UKK3|Q9Y6F1	gene	gene	inhibition
P04629	O00329|O00459|P27986|P42336|P42338|Q92569	gene	gene	activation|indirect effect
P42574	O00273	gene	gene	inhibition
P31749|P31751|Q9Y243		gene	gene	inhibition|phosphorylation
O43521		gene	gene	inhibition
P55212	P60709|P63261	gene	gene	inhibition
	P60709|P63261	gene	gene	inhibition
P55210	P60709|P63261	gene	gene	inhibition
Q13315	P04637	gene	gene	activation|phosphorylation
	P55210	gene	gene	activation
P45983|P45984|P53779	P05412	gene	gene	activation|phosphorylation
P26951|P32927	O00329|O00459|P27986|P42336|P42338|Q92569	gene	gene	activation|indirect effect
Q6UXS9		gene	gene	activation
P45983|P45984|P53779	P01100	gene	gene	activation|phosphorylation
Q6UXS9	P55210	gene	gene	activation
P99999	O14727	gene	gene	binding/association
O14727	P99999	gene	gene	binding/association
	P55212	gene	gene	activation
P04629	P01111|P01112|P01116	gene	gene	activation|indirect effect
P55211	P55212	gene	gene	activation
O15392|P98170|Q13489|Q13490		gene	gene	inhibition
P31749|P31751|Q9Y243	O14920|O15111|Q9Y6K9	gene	gene	activation|phosphorylation
	P55957	gene	gene	activation
P35638	Q07817	gene	gene	indirect effect|inhibition
P36507|Q02750	P27361|P28482	gene	gene	activation|phosphorylation
O43521	Q07812	gene	gene	activation
P04049	P36507|Q02750	gene	gene	activation|phosphorylation
Q13794		gene	gene	inhibition
O15530	P31749|P31751|Q9Y243	gene	gene	activation|phosphorylation
O60911|P07339|P07711|P07858|P09668|P25774|P43234|P43235|P53634|P56202|Q9UBR2|Q9UBX1	P55957	gene	gene	activation
P01111|P01112|P01116	P04049	gene	gene	activation
P26951|P32927	P01111|P01112|P01116	gene	gene	activation
O60911|P07339|P07711|P07858|P09668|P25774|P43234|P43235|P53634|P56202|Q9UBR2|Q9UBX1	O15392|P98170|Q13489|Q13490	gene	gene	inhibition
P08700	P26951|P32927	gene	gene	activation
O43464	O15392|P98170|Q13489|Q13490	gene	gene	inhibition
P01138	P04629	gene	gene	activation
Q8NEP4	O15392|P98170|Q13489|Q13490	gene	gene	inhibition
P25963	P19838|Q04206	gene	gene	dissociation
P19838|Q04206	P25963	gene	gene	dissociation
Q9NR28	O15392|P98170|Q13489|Q13490	gene	gene	inhibition
O14920|O15111|Q9Y6K9	P25963	gene	gene	activation|phosphorylation
P42575|Q9HB75	P55957	group	gene	activation
Q99558	O14920|O15111|Q9Y6K9	gene	gene	activation|phosphorylation
	Q16611	gene	gene	inhibition
P45983|P45984|P53779		gene	gene	activation|inhibition|phosphorylation
P45983|P45984|P53779	P55957	gene	gene	activation
Q96PG8|Q9BXH1		gene	gene	inhibition
Q07820		gene	gene	inhibition
O60911|P07339|P07711|P07858|P09668|P25774|P43234|P43235|P53634|P56202|Q9UBR2|Q9UBX1		gene	gene	inhibition
