#node1	node2	node1type	node2type	relation_type
P05129|P05771|P17252	P42574	gene	gene	inhibition
P23219|P35354	O95622	gene	gene	indirect effect|inhibition
P28223|P28335|P41595	O60840|Q01668|Q13698|Q13936	gene	gene	activation
P01111|P01112|P01116	P04049|P10398|P15056	gene	gene	activation
P28223|P28335|P41595	P50148	gene	gene	activation
P04049|P10398|P15056	Q02750	gene	gene	activation
P50148	Q00722|Q01970|Q15147|Q9NQ66	gene	gene	activation
P50148	P0C869|P47712|Q3MJ16|Q68DD2|Q86XP0|Q9UP65	gene	gene	activation
O14610|O14775|O60262|P04899|P08754|P09471|P16520|P50150|P50151|P59768|P61952|P62873|P62879|P63096|P63211|P63215|P63218|Q9HAV0|Q9P2W3|Q9UBI6|Q9UK08	P48051|P48544|P48549|Q92806	gene	gene	activation
O14610|O14775|O60262|P04899|P08754|P09471|P16520|P50150|P50151|P59768|P61952|P62873|P62879|P63096|P63211|P63215|P63218|Q9HAV0|Q9P2W3|Q9UBI6|Q9UK08	O95622	gene	gene	inhibition
P34969|P50406|Q13639	O95467|P63092	gene	gene	activation
P27361|P28482	P05129|P05771|P17252	gene	gene	activation
O95467|P63092	O95622	gene	gene	activation
Q02750	P27361|P28482	gene	gene	activation|phosphorylation
P28562	P27361|P28482	gene	gene	dephosphorylation|inhibition
P08908|P28221|P28222|P28566|P30939	O14610|O14775|O60262|P04899|P08754|P09471|P16520|P50150|P50151|P59768|P61952|P62873|P62879|P63096|P63211|P63215|P63218|Q9HAV0|Q9P2W3|Q9UBI6|Q9UK08	gene	gene	activation
P47898	O14610|O14775|O60262|P04899|P08754|P09471|P16520|P50150|P50151|P59768|P61952|P62873|P62879|P63096|P63211|P63215|P63218|Q9HAV0|Q9P2W3|Q9UBI6|Q9UK08	gene	gene	activation
O14610|O14775|O60262|P04899|P08754|P09471|P16520|P50150|P50151|P59768|P61952|P62873|P62879|P63096|P63211|P63215|P63218|Q9HAV0|Q9P2W3|Q9UBI6|Q9UK08	Q00722|Q01970|Q15147|Q9NQ66	gene	gene	activation
O14610|O14775|O60262|P04899|P08754|P09471|P16520|P50150|P50151|P59768|P61952|P62873|P62879|P63096|P63211|P63215|P63218|Q9HAV0|Q9P2W3|Q9UBI6|Q9UK08	O00555|Q00975	gene	gene	inhibition
