#node1	node2	node1type	node2type	relation_type
Q06124	Q07889|Q07890	gene	gene	activation
Q14289	P61586	gene	gene	activation
Q07889|Q07890	O14807|P01111|P01112|P01116|P10301|P62070	gene	gene	activation
	O14939|Q13393	gene	gene	activation
O14807|P01111|P01112|P01116|P10301|P62070	Q12967	gene	gene	activation
O00222|O15303|P25024|P25025|P25116|P30518|P30556|P37288|P41594|P43088|P43657|P47901|Q13255|Q14416|Q14831|Q14832|Q14833|Q92633|Q99677|Q9H1C0|Q9HBW0|Q9UBY5	Q14344	gene	gene	activation
Q12967	P11233|P11234	gene	gene	activation
Q14344	P48736|Q5UE93|Q8WYR1	gene	gene	activation
P12319|P30273|Q01362	P06241	gene	gene	activation
P11233|P11234	O14939|Q13393	gene	gene	activation
P12319|P30273|Q01362	P43405	gene	gene	activation
P00533|P06213|P09619|P10721|P16234	O00329|O00459|P27986|P42336|P42338|Q92569	gene	gene	activation
P06241	Q9UQC2	gene	gene	activation|phosphorylation
O43739|Q15438|Q99418|Q9UIA0	P84077	gene	gene	activation
P43405		gene	gene	activation|phosphorylation
P84077	O14939|Q13393	gene	gene	activation
Q15382	P42345	gene	gene	activation
O00222|O15303|P25024|P25025|P25116|P30518|P30556|P37288|P41594|P43088|P43657|P47901|Q13255|Q14416|Q14831|Q14832|Q14833|Q92633|Q99677|Q9H1C0|Q9HBW0|Q9UBY5	O95467|P63092	gene	gene	activation
P31749|P31751|Q9Y243	P49815|Q92574	gene	gene	inhibition|phosphorylation
P01133	P00533|P06213|P09619|P10721|P16234	gene	gene	activation
O95467|P63092	O43306|O60266|O60503|O95622|P40145|P51828|Q08462|Q08828|Q8NFM4	gene	gene	activation
P49815|Q92574		gene	gene	inhibition
P01127|P04085|Q9GZP0|Q9NRA1	P00533|P06213|P09619|P10721|P16234	gene	gene	activation
P17252	O14939|Q13393	gene	gene	activation
P21583	P00533|P06213|P09619|P10721|P16234	gene	gene	activation
P01185	O00222|O15303|P25024|P25025|P25116|P30518|P30556|P37288|P41594|P43088|P43657|P47901|Q13255|Q14416|Q14831|Q14832|Q14833|Q92633|Q99677|Q9H1C0|Q9HBW0|Q9UBY5	gene	gene	activation
P62330|P84077	O14939|Q13393	gene	gene	activation
O95398|Q8WZA2	P10301|P62070	gene	gene	activation
P01308	P00533|P06213|P09619|P10721|P16234	gene	gene	activation
P10301|P62070	O14939|Q13393	gene	gene	activation
P00533|P06213|P09619|P10721|P16234	P62993	gene	gene	activation
P61586	O14939|Q13393	gene	gene	activation
O00222|O15303|P25024|P25025|P25116|P30518|P30556|P37288|P41594|P43088|P43657|P47901|Q13255|Q14416|Q14831|Q14832|Q14833|Q92633|Q99677|Q9H1C0|Q9HBW0|Q9UBY5	Q03113	gene	gene	activation
	O00329|O00459|P27986|P42336|P42338|Q92569	gene	gene	activation
P00533|P06213|P09619|P10721|P16234	P29353|P98077|Q6S5L8|Q92529	gene	gene	activation
P00533|P06213|P09619|P10721|P16234	Q13480|Q9UQC2	gene	gene	activation
P10145	O00222|O15303|P25024|P25025|P25116|P30518|P30556|P37288|P41594|P43088|P43657|P47901|Q13255|Q14416|Q14831|Q14832|Q14833|Q92633|Q99677|Q9H1C0|Q9HBW0|Q9UBY5	gene	gene	activation
P00734	O00222|O15303|P25024|P25025|P25116|P30518|P30556|P37288|P41594|P43088|P43657|P47901|Q13255|Q14416|Q14831|Q14832|Q14833|Q92633|Q99677|Q9H1C0|Q9HBW0|Q9UBY5	gene	gene	activation
P00533|P06213|P09619|P10721|P16234	Q06124	gene	gene	activation
O00222|O15303|P25024|P25025|P25116|P30518|P30556|P37288|P41594|P43088|P43657|P47901|Q13255|Q14416|Q14831|Q14832|Q14833|Q92633|Q99677|Q9H1C0|Q9HBW0|Q9UBY5	Q00722|Q01970|Q15147|Q9NQ66	gene	gene	activation|indirect effect
Q03113		gene	gene	activation
P01019	O00222|O15303|P25024|P25025|P25116|P30518|P30556|P37288|P41594|P43088|P43657|P47901|Q13255|Q14416|Q14831|Q14832|Q14833|Q92633|Q99677|Q9H1C0|Q9HBW0|Q9UBY5	gene	gene	activation
P62993	Q07889|Q07890	gene	gene	activation
Q13480|Q9UQC2	Q07889|Q07890	gene	gene	activation
P04049	P36507|Q02750	gene	gene	activation|phosphorylation
P29353|P98077|Q6S5L8|Q92529	Q07889|Q07890	gene	gene	activation
P36507|Q02750	P27361|P28482	gene	gene	activation|phosphorylation
