#node1	node2	edge_expansion:relation_type
P00325	P21397	mult_mapping_expansion:compound
P00325	P21964	mult_mapping_expansion:compound
P00325	P27338	mult_mapping_expansion:compound
P00325	Q8WZ04	mult_mapping_expansion:compound
P00326	P21397	mult_mapping_expansion:compound
P00326	P21964	mult_mapping_expansion:compound
P00326	P27338	mult_mapping_expansion:compound
P00326	Q8WZ04	mult_mapping_expansion:compound
P00505	P07101	mult_mapping_expansion:compound
P00505	P14174	mult_mapping_expansion:compound
P00505	P14679	mult_mapping_expansion:compound
P00505	P20711	mult_mapping_expansion:compound
P07101	P17735	one_to_one_mapping:compound
P07202	Q96RQ9	one_to_one_mapping:compound
P07327	P21397	mult_mapping_expansion:compound
P07327	P21964	mult_mapping_expansion:compound
P07327	P27338	mult_mapping_expansion:compound
P07327	Q8WZ04	mult_mapping_expansion:compound
P08319	P21397	mult_mapping_expansion:compound
P08319	P21964	mult_mapping_expansion:compound
P08319	P27338	mult_mapping_expansion:compound
P08319	Q8WZ04	mult_mapping_expansion:compound
P09172	O75106	mult_mapping_expansion:compound
P09172	P21397	mult_mapping_expansion:compound
P09172	P21964	mult_mapping_expansion:compound
P09172	P27338	mult_mapping_expansion:compound
P09172	Q16853	mult_mapping_expansion:compound
P09172	Q8WZ04	mult_mapping_expansion:compound
P11086	P09172	one_to_one_mapping:compound
P11766	P21397	mult_mapping_expansion:compound
P11766	P21964	mult_mapping_expansion:compound
P11766	P27338	mult_mapping_expansion:compound
P11766	Q8WZ04	mult_mapping_expansion:compound
P14679	P20711	one_to_one_mapping:compound
P16930	Q6P587	one_to_one_mapping:compound
P17174	P07101	mult_mapping_expansion:compound
P17174	P14174	mult_mapping_expansion:compound
P17174	P14679	mult_mapping_expansion:compound
P17174	P20711	mult_mapping_expansion:compound
P20711	P14679	one_to_one_mapping:compound
P21397	P00325	mult_mapping_expansion:compound
P21397	P00326	mult_mapping_expansion:compound
P21397	P07327	mult_mapping_expansion:compound
P21397	P08319	mult_mapping_expansion:compound
P21397	P11766	mult_mapping_expansion:compound
P21397	P21964	mult_mapping_expansion:compound
P21397	P28332	mult_mapping_expansion:compound
P21397	P30838	mult_mapping_expansion:compound
P21397	P40394	mult_mapping_expansion:compound
P21397	P43353	mult_mapping_expansion:compound
P21397	Q8WZ04	mult_mapping_expansion:compound
P21964	O75106	mult_mapping_expansion:compound
P21964	P09172	mult_mapping_expansion:compound
P21964	P21397	mult_mapping_expansion:compound
P21964	P27338	mult_mapping_expansion:compound
P21964	P30838	mult_mapping_expansion:compound
P21964	P43353	mult_mapping_expansion:compound
P21964	Q16853	mult_mapping_expansion:compound
P27338	P00325	mult_mapping_expansion:compound
P27338	P00326	mult_mapping_expansion:compound
P27338	P07327	mult_mapping_expansion:compound
P27338	P08319	mult_mapping_expansion:compound
P27338	P11766	mult_mapping_expansion:compound
P27338	P21964	mult_mapping_expansion:compound
P27338	P28332	mult_mapping_expansion:compound
P27338	P30838	mult_mapping_expansion:compound
P27338	P40394	mult_mapping_expansion:compound
P27338	P43353	mult_mapping_expansion:compound
P27338	Q8WZ04	mult_mapping_expansion:compound
P28332	P21397	mult_mapping_expansion:compound
P28332	P21964	mult_mapping_expansion:compound
P28332	P27338	mult_mapping_expansion:compound
P28332	Q8WZ04	mult_mapping_expansion:compound
P30838	O75106	mult_mapping_expansion:compound
P30838	P00325	mult_mapping_expansion:compound
P30838	P00326	mult_mapping_expansion:compound
P30838	P07327	mult_mapping_expansion:compound
P30838	P08319	mult_mapping_expansion:compound
P30838	P11766	mult_mapping_expansion:compound
P30838	P21397	mult_mapping_expansion:compound
P30838	P21964	mult_mapping_expansion:compound
P30838	P27338	mult_mapping_expansion:compound
P30838	P28332	mult_mapping_expansion:compound
P30838	P40394	mult_mapping_expansion:compound
P30838	Q16853	mult_mapping_expansion:compound
P30838	Q8WZ04	mult_mapping_expansion:compound
P40126	P17643	one_to_one_mapping:compound
P40394	P21397	mult_mapping_expansion:compound
P40394	P21964	mult_mapping_expansion:compound
P40394	P27338	mult_mapping_expansion:compound
P40394	Q8WZ04	mult_mapping_expansion:compound
P43353	O75106	mult_mapping_expansion:compound
P43353	P00325	mult_mapping_expansion:compound
P43353	P00326	mult_mapping_expansion:compound
P43353	P07327	mult_mapping_expansion:compound
P43353	P08319	mult_mapping_expansion:compound
P43353	P11766	mult_mapping_expansion:compound
P43353	P21397	mult_mapping_expansion:compound
P43353	P21964	mult_mapping_expansion:compound
P43353	P27338	mult_mapping_expansion:compound
P43353	P28332	mult_mapping_expansion:compound
P43353	P40394	mult_mapping_expansion:compound
P43353	Q16853	mult_mapping_expansion:compound
P43353	Q8WZ04	mult_mapping_expansion:compound
Q8WZ04	O75106	mult_mapping_expansion:compound
Q8WZ04	P09172	mult_mapping_expansion:compound
Q8WZ04	P21397	mult_mapping_expansion:compound
Q8WZ04	P27338	mult_mapping_expansion:compound
Q8WZ04	P30838	mult_mapping_expansion:compound
Q8WZ04	P43353	mult_mapping_expansion:compound
Q8WZ04	Q16853	mult_mapping_expansion:compound
Q93099	P32754	one_to_one_mapping:compound
