#node1	node2	edge_expansion:relation_type
O14841	Q8WUX2	mult_mapping_expansion:compound
O14841	Q9BUX1	mult_mapping_expansion:compound
O14880	O75715	mult_mapping_expansion:compound
O14880	O95881	mult_mapping_expansion:compound
O14880	P07203	mult_mapping_expansion:compound
O14880	P18283	mult_mapping_expansion:compound
O14880	P19440	mult_mapping_expansion:compound
O14880	P22352	mult_mapping_expansion:compound
O14880	P30041	mult_mapping_expansion:compound
O14880	P36269	mult_mapping_expansion:compound
O14880	P36969	mult_mapping_expansion:compound
O14880	P59796	mult_mapping_expansion:compound
O14880	Q6P531	mult_mapping_expansion:compound
O14880	Q8TED1	mult_mapping_expansion:compound
O14880	Q96SL4	mult_mapping_expansion:compound
O14880	Q9UJ14	mult_mapping_expansion:compound
O15217	O75715	mult_mapping_expansion:compound
O15217	O95881	mult_mapping_expansion:compound
O15217	P07203	mult_mapping_expansion:compound
O15217	P18283	mult_mapping_expansion:compound
O15217	P19440	mult_mapping_expansion:compound
O15217	P22352	mult_mapping_expansion:compound
O15217	P30041	mult_mapping_expansion:compound
O15217	P36269	mult_mapping_expansion:compound
O15217	P36969	mult_mapping_expansion:compound
O15217	P59796	mult_mapping_expansion:compound
O15217	Q6P531	mult_mapping_expansion:compound
O15217	Q8TED1	mult_mapping_expansion:compound
O15217	Q96SL4	mult_mapping_expansion:compound
O15217	Q9UJ14	mult_mapping_expansion:compound
O60760	O75715	mult_mapping_expansion:compound
O60760	O95881	mult_mapping_expansion:compound
O60760	P07203	mult_mapping_expansion:compound
O60760	P18283	mult_mapping_expansion:compound
O60760	P19440	mult_mapping_expansion:compound
O60760	P22352	mult_mapping_expansion:compound
O60760	P30041	mult_mapping_expansion:compound
O60760	P36269	mult_mapping_expansion:compound
O60760	P36969	mult_mapping_expansion:compound
O60760	P59796	mult_mapping_expansion:compound
O60760	Q6P531	mult_mapping_expansion:compound
O60760	Q8TED1	mult_mapping_expansion:compound
O60760	Q96SL4	mult_mapping_expansion:compound
O60760	Q9UJ14	mult_mapping_expansion:compound
O75223	O14841	one_to_one_mapping:compound
O75223	P19440	mult_mapping_expansion:compound
O75223	P36269	mult_mapping_expansion:compound
O75223	Q6P531	mult_mapping_expansion:compound
O75223	Q8WUX2	mult_mapping_expansion:compound
O75223	Q9BUX1	mult_mapping_expansion:compound
O75223	Q9UJ14	mult_mapping_expansion:compound
P00390	O14880	mult_mapping_expansion:compound
P00390	O15217	mult_mapping_expansion:compound
P00390	O60760	mult_mapping_expansion:compound
P00390	P08263	mult_mapping_expansion:compound
P00390	P09210	mult_mapping_expansion:compound
P00390	P09211	mult_mapping_expansion:compound
P00390	P09488	mult_mapping_expansion:compound
P00390	P0CG29	mult_mapping_expansion:compound
P00390	P0CG30	mult_mapping_expansion:compound
P00390	P10620	mult_mapping_expansion:compound
P00390	P21266	mult_mapping_expansion:compound
P00390	P28161	mult_mapping_expansion:compound
P00390	P30711	mult_mapping_expansion:compound
P00390	P46439	mult_mapping_expansion:compound
P00390	P78417	mult_mapping_expansion:compound
P00390	Q03013	mult_mapping_expansion:compound
P00390	Q16772	mult_mapping_expansion:compound
P00390	Q7RTV2	mult_mapping_expansion:compound
P00390	Q99735	mult_mapping_expansion:compound
P00390	Q9H4Y5	mult_mapping_expansion:compound
P00390	Q9Y2Q3	mult_mapping_expansion:compound
P08263	O75715	mult_mapping_expansion:compound
P08263	O95881	mult_mapping_expansion:compound
P08263	P07203	mult_mapping_expansion:compound
P08263	P18283	mult_mapping_expansion:compound
P08263	P19440	mult_mapping_expansion:compound
P08263	P22352	mult_mapping_expansion:compound
P08263	P30041	mult_mapping_expansion:compound
P08263	P36269	mult_mapping_expansion:compound
P08263	P36969	mult_mapping_expansion:compound
P08263	P59796	mult_mapping_expansion:compound
P08263	Q6P531	mult_mapping_expansion:compound
P08263	Q8TED1	mult_mapping_expansion:compound
P08263	Q96SL4	mult_mapping_expansion:compound
P08263	Q9UJ14	mult_mapping_expansion:compound
P09210	O75715	mult_mapping_expansion:compound
P09210	O95881	mult_mapping_expansion:compound
P09210	P07203	mult_mapping_expansion:compound
P09210	P18283	mult_mapping_expansion:compound
P09210	P19440	mult_mapping_expansion:compound
P09210	P22352	mult_mapping_expansion:compound
P09210	P30041	mult_mapping_expansion:compound
P09210	P36269	mult_mapping_expansion:compound
P09210	P36969	mult_mapping_expansion:compound
P09210	P59796	mult_mapping_expansion:compound
P09210	Q6P531	mult_mapping_expansion:compound
P09210	Q8TED1	mult_mapping_expansion:compound
P09210	Q96SL4	mult_mapping_expansion:compound
P09210	Q9UJ14	mult_mapping_expansion:compound
P09211	O75715	mult_mapping_expansion:compound
P09211	O95881	mult_mapping_expansion:compound
P09211	P07203	mult_mapping_expansion:compound
P09211	P18283	mult_mapping_expansion:compound
P09211	P19440	mult_mapping_expansion:compound
P09211	P22352	mult_mapping_expansion:compound
P09211	P30041	mult_mapping_expansion:compound
P09211	P36269	mult_mapping_expansion:compound
P09211	P36969	mult_mapping_expansion:compound
P09211	P59796	mult_mapping_expansion:compound
P09211	Q6P531	mult_mapping_expansion:compound
