#node1	node2	edge_expansion:relation_type
O00221	P19838	mult_mapping_expansion:dissociation
O00221	Q04206	mult_mapping_expansion:dissociation
O00329	O15530	mult_mapping_expansion:activation|compound
O00329	P31749	mult_mapping_expansion:activation|compound
O00329	P31751	mult_mapping_expansion:activation|compound
O00329	Q06124	mult_mapping_expansion:binding/association
O00329	Q13480	mult_mapping_expansion:binding/association
O00329	Q9Y243	mult_mapping_expansion:activation|compound
O00459	O15530	mult_mapping_expansion:activation|compound
O00459	P31749	mult_mapping_expansion:activation|compound
O00459	P31751	mult_mapping_expansion:activation|compound
O00459	Q06124	mult_mapping_expansion:binding/association
O00459	Q13480	mult_mapping_expansion:binding/association
O00459	Q9Y243	mult_mapping_expansion:activation|compound
O14733	P45983	mult_mapping_expansion:activation
O14733	P45984	mult_mapping_expansion:activation
O14733	P53779	mult_mapping_expansion:activation
O15264	P49137	mult_mapping_expansion:activation|phosphorylation
O15530	P31749	mult_mapping_expansion:activation
O15530	P31751	mult_mapping_expansion:activation
O15530	Q9Y243	mult_mapping_expansion:activation
O75582	P18848	one_to_one_mapping:activation|phosphorylation
P00519	Q16620	one_to_one_mapping:binding/association
P01111	O00329	mult_mapping_expansion:activation
P01111	O00459	mult_mapping_expansion:activation
P01111	O15264	mult_mapping_expansion:activation|indirect effect|phosphorylation
P01111	P04049	mult_mapping_expansion:activation
P01111	P15056	mult_mapping_expansion:activation
P01111	P27986	mult_mapping_expansion:activation
P01111	P42336	mult_mapping_expansion:activation
P01111	P42338	mult_mapping_expansion:activation
P01111	P53778	mult_mapping_expansion:activation|indirect effect|phosphorylation
P01111	Q15759	mult_mapping_expansion:activation|indirect effect|phosphorylation
P01111	Q16539	mult_mapping_expansion:activation|indirect effect|phosphorylation
P01111	Q92569	mult_mapping_expansion:activation
P01111	Q99759	mult_mapping_expansion:activation|indirect effect
P01112	O00329	mult_mapping_expansion:activation
P01112	O00459	mult_mapping_expansion:activation
P01112	O15264	mult_mapping_expansion:activation|indirect effect|phosphorylation
P01112	P04049	mult_mapping_expansion:activation
P01112	P15056	mult_mapping_expansion:activation
P01112	P27986	mult_mapping_expansion:activation
P01112	P42336	mult_mapping_expansion:activation
P01112	P42338	mult_mapping_expansion:activation
P01112	P53778	mult_mapping_expansion:activation|indirect effect|phosphorylation
P01112	Q15759	mult_mapping_expansion:activation|indirect effect|phosphorylation
P01112	Q16539	mult_mapping_expansion:activation|indirect effect|phosphorylation
P01112	Q92569	mult_mapping_expansion:activation
P01112	Q99759	mult_mapping_expansion:activation|indirect effect
P01116	O00329	mult_mapping_expansion:activation
P01116	O00459	mult_mapping_expansion:activation
P01116	O15264	mult_mapping_expansion:activation|indirect effect|phosphorylation
P01116	P04049	mult_mapping_expansion:activation
P01116	P15056	mult_mapping_expansion:activation
P01116	P27986	mult_mapping_expansion:activation
P01116	P42336	mult_mapping_expansion:activation
P01116	P42338	mult_mapping_expansion:activation
P01116	P53778	mult_mapping_expansion:activation|indirect effect|phosphorylation
P01116	Q15759	mult_mapping_expansion:activation|indirect effect|phosphorylation
P01116	Q16539	mult_mapping_expansion:activation|indirect effect|phosphorylation
P01116	Q92569	mult_mapping_expansion:activation
P01116	Q99759	mult_mapping_expansion:activation|indirect effect
P04049	P36507	mult_mapping_expansion:activation|phosphorylation
P04049	Q02750	mult_mapping_expansion:activation|phosphorylation
P04629	P62993	one_to_one_mapping:binding/association
P04637	Q07812	one_to_one_mapping:activation
P08138	Q9Y5V3	one_to_one_mapping:binding/association
P0DP23	Q13554	mult_mapping_expansion:activation
P0DP23	Q13555	mult_mapping_expansion:activation
P0DP23	Q13557	mult_mapping_expansion:activation
P0DP23	Q16566	mult_mapping_expansion:activation
P0DP23	Q9UQM7	mult_mapping_expansion:activation
P0DP24	Q13554	mult_mapping_expansion:activation
P0DP24	Q13555	mult_mapping_expansion:activation
P0DP24	Q13557	mult_mapping_expansion:activation
P0DP24	Q16566	mult_mapping_expansion:activation
P0DP24	Q9UQM7	mult_mapping_expansion:activation
P0DP25	Q13554	mult_mapping_expansion:activation
P0DP25	Q13555	mult_mapping_expansion:activation
P0DP25	Q13557	mult_mapping_expansion:activation
P0DP25	Q16566	mult_mapping_expansion:activation
