#node1	node2	edge_expansion:relation_type
O00329	O14939	mult_mapping_expansion:activation|indirect effect
O00329	P35790	mult_mapping_expansion:activation|indirect effect
O00329	Q13393	mult_mapping_expansion:activation|indirect effect
O00329	Q9Y259	mult_mapping_expansion:activation|indirect effect
O00459	O14939	mult_mapping_expansion:activation|indirect effect
O00459	P35790	mult_mapping_expansion:activation|indirect effect
O00459	Q13393	mult_mapping_expansion:activation|indirect effect
O00459	Q9Y259	mult_mapping_expansion:activation|indirect effect
O14986	P42768	mult_mapping_expansion:activation|indirect effect
O15530	P31749	mult_mapping_expansion:activation
O15530	P31751	mult_mapping_expansion:activation
O15530	Q9Y243	mult_mapping_expansion:activation
O60331	P42768	mult_mapping_expansion:activation|indirect effect
P00533	O00329	mult_mapping_expansion:activation
P00533	O00459	mult_mapping_expansion:activation
P00533	P27986	mult_mapping_expansion:activation
P00533	P42336	mult_mapping_expansion:activation
P00533	P42338	mult_mapping_expansion:activation
P00533	P62993	mult_mapping_expansion:activation
P00533	Q92569	mult_mapping_expansion:activation
P01100	P35790	mult_mapping_expansion:activation|indirect effect
P01100	Q9Y259	mult_mapping_expansion:activation|indirect effect
P01111	O14939	mult_mapping_expansion:activation|indirect effect
P01111	P04049	mult_mapping_expansion:activation
P01111	P19174	mult_mapping_expansion:activation|indirect effect
P01111	Q12967	mult_mapping_expansion:activation
P01111	Q13393	mult_mapping_expansion:activation|indirect effect
P01112	O14939	mult_mapping_expansion:activation|indirect effect
P01112	P04049	mult_mapping_expansion:activation
P01112	P19174	mult_mapping_expansion:activation|indirect effect
P01112	Q12967	mult_mapping_expansion:activation
P01112	Q13393	mult_mapping_expansion:activation|indirect effect
P01116	O14939	mult_mapping_expansion:activation|indirect effect
P01116	P04049	mult_mapping_expansion:activation
P01116	P19174	mult_mapping_expansion:activation|indirect effect
P01116	Q12967	mult_mapping_expansion:activation
P01116	Q13393	mult_mapping_expansion:activation|indirect effect
P01127	P00533	mult_mapping_expansion:activation
P01127	P09619	mult_mapping_expansion:activation
P01127	P16234	mult_mapping_expansion:activation
P01133	P00533	mult_mapping_expansion:activation
P01133	P09619	mult_mapping_expansion:activation
P01133	P16234	mult_mapping_expansion:activation
P04049	O14939	mult_mapping_expansion:activation|indirect effect
P04049	P35790	mult_mapping_expansion:activation|indirect effect
P04049	P36507	mult_mapping_expansion:activation|phosphorylation
P04049	Q02750	mult_mapping_expansion:activation|phosphorylation
