#node1	node2	edge_expansion:relation_type
O00329	P31749	mult_mapping_expansion:activation|compound
O00329	P31751	mult_mapping_expansion:activation|compound
O00329	Q9Y243	mult_mapping_expansion:activation|compound
O00459	P31749	mult_mapping_expansion:activation|compound
O00459	P31751	mult_mapping_expansion:activation|compound
O00459	Q9Y243	mult_mapping_expansion:activation|compound
O15520	P00533	mult_mapping_expansion:activation
O15520	P08069	mult_mapping_expansion:activation
O15520	P08581	mult_mapping_expansion:activation
O15520	P09619	mult_mapping_expansion:activation
O15520	P11362	mult_mapping_expansion:activation
O15520	P16234	mult_mapping_expansion:activation
O43320	P00533	mult_mapping_expansion:activation
O43320	P08069	mult_mapping_expansion:activation
O43320	P08581	mult_mapping_expansion:activation
O43320	P09619	mult_mapping_expansion:activation
O43320	P11362	mult_mapping_expansion:activation
O43320	P16234	mult_mapping_expansion:activation
O60258	P00533	mult_mapping_expansion:activation
O60258	P08069	mult_mapping_expansion:activation
O60258	P08581	mult_mapping_expansion:activation
O60258	P09619	mult_mapping_expansion:activation
O60258	P11362	mult_mapping_expansion:activation
O60258	P16234	mult_mapping_expansion:activation
O76093	P00533	mult_mapping_expansion:activation
O76093	P08069	mult_mapping_expansion:activation
O76093	P08581	mult_mapping_expansion:activation
O76093	P09619	mult_mapping_expansion:activation
O76093	P11362	mult_mapping_expansion:activation
O76093	P16234	mult_mapping_expansion:activation
O95750	P00533	mult_mapping_expansion:activation
O95750	P08069	mult_mapping_expansion:activation
O95750	P08581	mult_mapping_expansion:activation
O95750	P09619	mult_mapping_expansion:activation
O95750	P11362	mult_mapping_expansion:activation
O95750	P16234	mult_mapping_expansion:activation
P00533	P01111	mult_mapping_expansion:activation
P00533	P01112	mult_mapping_expansion:activation
P00533	P01116	mult_mapping_expansion:activation
P01111	O00329	mult_mapping_expansion:activation
P01111	O00459	mult_mapping_expansion:activation
P01111	P04049	mult_mapping_expansion:activation
P01111	P10398	mult_mapping_expansion:activation
P01111	P15056	mult_mapping_expansion:activation
P01111	P27986	mult_mapping_expansion:activation
P01111	P42336	mult_mapping_expansion:activation
P01111	P42338	mult_mapping_expansion:activation
P01111	Q92569	mult_mapping_expansion:activation
P01112	O00329	mult_mapping_expansion:activation
P01112	O00459	mult_mapping_expansion:activation
P01112	P04049	mult_mapping_expansion:activation
P01112	P10398	mult_mapping_expansion:activation
P01112	P15056	mult_mapping_expansion:activation
P01112	P27986	mult_mapping_expansion:activation
P01112	P42336	mult_mapping_expansion:activation
P01112	P42338	mult_mapping_expansion:activation
P01112	Q92569	mult_mapping_expansion:activation
P01116	O00329	mult_mapping_expansion:activation
P01116	O00459	mult_mapping_expansion:activation
P01116	P04049	mult_mapping_expansion:activation
P01116	P10398	mult_mapping_expansion:activation
P01116	P15056	mult_mapping_expansion:activation
P01116	P27986	mult_mapping_expansion:activation
P01116	P42336	mult_mapping_expansion:activation
P01116	P42338	mult_mapping_expansion:activation
P01116	Q92569	mult_mapping_expansion:activation
P01127	P00533	mult_mapping_expansion:activation
P01127	P08069	mult_mapping_expansion:activation
P01127	P08581	mult_mapping_expansion:activation
P01127	P09619	mult_mapping_expansion:activation
P01127	P11362	mult_mapping_expansion:activation
P01127	P16234	mult_mapping_expansion:activation
P01133	P00533	mult_mapping_expansion:activation
P01133	P08069	mult_mapping_expansion:activation
P01133	P08581	mult_mapping_expansion:activation
P01133	P09619	mult_mapping_expansion:activation
P01133	P11362	mult_mapping_expansion:activation
P01133	P16234	mult_mapping_expansion:activation
P04049	P36507	mult_mapping_expansion:activation|phosphorylation
P04049	Q02750	mult_mapping_expansion:activation|phosphorylation
P04085	P00533	mult_mapping_expansion:activation
P04085	P08069	mult_mapping_expansion:activation
P04085	P08581	mult_mapping_expansion:activation
P04085	P09619	mult_mapping_expansion:activation
P04085	P11362	mult_mapping_expansion:activation
P04085	P16234	mult_mapping_expansion:activation
P05019	P00533	mult_mapping_expansion:activation
P05019	P08069	mult_mapping_expansion:activation
P05019	P08581	mult_mapping_expansion:activation
P05019	P09619	mult_mapping_expansion:activation
P05019	P11362	mult_mapping_expansion:activation
P05019	P16234	mult_mapping_expansion:activation
P05230	P00533	mult_mapping_expansion:activation
P05230	P08069	mult_mapping_expansion:activation
P05230	P08581	mult_mapping_expansion:activation
P05230	P09619	mult_mapping_expansion:activation
P05230	P11362	mult_mapping_expansion:activation
P05230	P16234	mult_mapping_expansion:activation
P08069	P01111	mult_mapping_expansion:activation
P08069	P01112	mult_mapping_expansion:activation
P08069	P01116	mult_mapping_expansion:activation
P08581	P01111	mult_mapping_expansion:activation
P08581	P01112	mult_mapping_expansion:activation
P08581	P01116	mult_mapping_expansion:activation
P08620	P00533	mult_mapping_expansion:activation
P08620	P08069	mult_mapping_expansion:activation
P08620	P08581	mult_mapping_expansion:activation
P08620	P09619	mult_mapping_expansion:activation
P08620	P11362	mult_mapping_expansion:activation
P08620	P16234	mult_mapping_expansion:activation
P09038	P00533	mult_mapping_expansion:activation
P09038	P08069	mult_mapping_expansion:activation
P09038	P08581	mult_mapping_expansion:activation
P09038	P09619	mult_mapping_expansion:activation
P09038	P11362	mult_mapping_expansion:activation
P09038	P16234	mult_mapping_expansion:activation
P09619	P01111	mult_mapping_expansion:activation
P09619	P01112	mult_mapping_expansion:activation
P09619	P01116	mult_mapping_expansion:activation
P10398	P36507	mult_mapping_expansion:activation|phosphorylation
P10398	Q02750	mult_mapping_expansion:activation|phosphorylation
P10767	P00533	mult_mapping_expansion:activation
P10767	P08069	mult_mapping_expansion:activation
