#node1	node2	node1type	node2type	relation_type
O00746|O75414|P15531|P22392|Q13232|Q5TCS8|Q9Y5B8	P30085|Q5EBM0	gene	gene	compound
O00142|P04183	P19971	gene	gene	compound
O00142|P04183	O95045|Q16831	gene	gene	compound
O75355|P49961|Q5MY95	P23921|P31350|Q7LG56	gene	gene	compound
P32320	P00491	gene	gene	compound
O95045|Q16831	Q12882	gene	gene	compound
P30085|Q5EBM0	P23921|P31350|Q7LG56	gene	gene	compound
	P19971	gene	gene	compound
O95045|Q16831	Q96BW1	gene	gene	compound
P30085|Q5EBM0	P21589|P49902|Q8TCD5|Q969T7|Q96P26|Q9BXI3|Q9H0P0|Q9NPB1	gene	gene	compound
P32321	O00142|P04183	gene	gene	compound
P32321	P30085|Q5EBM0	gene	gene	compound
P30085|Q5EBM0	Q9BZX2|Q9HA47|Q9NWZ5	gene	gene	compound
P32321	P04818	gene	gene	compound
	Q9H773	gene	gene	compound
O75355|P49961|Q5MY95	P21589|P49902|Q8TCD5|Q969T7|Q96P26|Q9BXI3|Q9H0P0|Q9NPB1	gene	gene	compound
	P23919	gene	gene	compound
P30085|Q5EBM0	Q9H773	gene	gene	compound
O75355|P49961|Q5MY95	Q9BZX2|Q9HA47|Q9NWZ5	gene	gene	compound
	P33316	gene	gene	compound
	P21589|P49902|Q8TCD5|Q969T7|Q96P26|Q9BXI3|Q9H0P0|Q9NPB1	gene	gene	compound
Q9BZX2|Q9HA47|Q9NWZ5	P32320	gene	gene	compound
O00142|P04183		gene	gene	compound
P23919	P21589|P49902|Q8TCD5|Q969T7|Q96P26|Q9BXI3|Q9H0P0|Q9NPB1	gene	gene	compound
P21589|P49902|Q8TCD5|Q969T7|Q96P26|Q9BXI3|Q9H0P0|Q9NPB1	P32320	gene	gene	compound
P23919	O00142|P04183	gene	gene	compound
P21589|P49902|Q8TCD5|Q969T7|Q96P26|Q9BXI3|Q9H0P0|Q9NPB1	P33316	gene	gene	compound
