#node1	node2	node1type	node2type	relation_type
Q02318	Q9UNU6	gene	gene	compound
P51857	P17516	gene	gene	compound
P22680	Q02318	gene	gene	compound
	P17516	gene	gene	compound
		gene	gene	compound
	Q02318	gene	gene	compound
Q02318	Q9Y2P5	gene	gene	compound
P51659	P51659	gene	gene	compound
	Q9UHK6	gene	gene	compound
P22680	Q9H2F3	gene	gene	compound
Q9UHK6	Q99424	gene	gene	compound
O75881		gene	gene	compound
Q9H2F3	Q9NYL5	gene	gene	compound
	Q9H2F3	gene	gene	compound
P22307	Q14032	gene	gene	compound
Q9H2F3	Q9UNU6	gene	gene	compound
	Q9Y2P5	gene	gene	compound
	Q14032	gene	gene	compound
Q9Y2P5	Q14032	gene	gene	compound
O95992	O75881	gene	gene	compound
	P22307	gene	gene	compound
Q9Y6A2		gene	gene	compound
	O75881	gene	gene	compound
O75881	Q9H2F3	gene	gene	compound
	O14734	gene	gene	compound
O14734		gene	gene	compound
