#node1	node2	edge_expansion:relation_type
O00291	P42574	mult_mapping_expansion:activation
O00291	Q14790	group_expansion
O00291	Q9NWB7	group_expansion
O14727	P55211	one_to_one_mapping:activation
O75143	Q8TDY2	group_expansion
O75143	Q9BSB4	group_expansion
O75460	Q12933	group_expansion
O75460	Q99683	mult_mapping_expansion:activation
P41594	P50148	one_to_one_mapping:activation
P42345	O75143	mult_mapping_expansion:inhibition|phosphorylation
P42345	Q8TDY2	mult_mapping_expansion:inhibition|phosphorylation
P42345	Q9BSB4	mult_mapping_expansion:inhibition|phosphorylation
P42858	A0A096LP55	mult_mapping_expansion:inhibition
P42858	A8MW95	mult_mapping_expansion:inhibition
P42858	O14521	mult_mapping_expansion:inhibition
P42858	O14949	mult_mapping_expansion:inhibition
P42858	O14957	mult_mapping_expansion:inhibition
P42858	P00156	mult_mapping_expansion:inhibition
P42858	P07919	mult_mapping_expansion:inhibition
P42858	P08574	mult_mapping_expansion:inhibition
P42858	P14927	mult_mapping_expansion:inhibition
P42858	P21912	mult_mapping_expansion:inhibition
P42858	P22695	mult_mapping_expansion:inhibition
P42858	P31040	mult_mapping_expansion:inhibition
P42858	P31930	mult_mapping_expansion:inhibition
P42858	P45983	mult_mapping_expansion:activation
P42858	P45984	mult_mapping_expansion:activation
P42858	P47985	mult_mapping_expansion:inhibition
P42858	P53779	mult_mapping_expansion:activation
P42858	P78508	one_to_one_mapping:indirect effect|inhibition
P42858	Q14457	mult_mapping_expansion:inhibition
P42858	Q14643	one_to_one_mapping:activation
P42858	Q99643	mult_mapping_expansion:inhibition
P42858	Q9UDW1	mult_mapping_expansion:inhibition
P45983	O60282	mult_mapping_expansion:inhibition|phosphorylation
P45983	P33176	mult_mapping_expansion:inhibition|phosphorylation
P45983	Q07866	mult_mapping_expansion:inhibition|phosphorylation
P45983	Q12840	mult_mapping_expansion:inhibition|phosphorylation
P45983	Q6P597	mult_mapping_expansion:inhibition|phosphorylation
P45983	Q9H0B6	mult_mapping_expansion:inhibition|phosphorylation
P45983	Q9NSK0	mult_mapping_expansion:inhibition|phosphorylation
P45984	O60282	mult_mapping_expansion:inhibition|phosphorylation
P45984	P33176	mult_mapping_expansion:inhibition|phosphorylation
P45984	Q07866	mult_mapping_expansion:inhibition|phosphorylation
P45984	Q12840	mult_mapping_expansion:inhibition|phosphorylation
P45984	Q6P597	mult_mapping_expansion:inhibition|phosphorylation
P45984	Q9H0B6	mult_mapping_expansion:inhibition|phosphorylation
P45984	Q9NSK0	mult_mapping_expansion:inhibition|phosphorylation
P50148	Q00722	mult_mapping_expansion:activation
P50148	Q01970	mult_mapping_expansion:activation
P50148	Q15147	mult_mapping_expansion:activation
P50148	Q9NQ66	mult_mapping_expansion:activation
P53779	O60282	mult_mapping_expansion:inhibition|phosphorylation
P53779	P33176	mult_mapping_expansion:inhibition|phosphorylation
P53779	Q07866	mult_mapping_expansion:inhibition|phosphorylation
P53779	Q12840	mult_mapping_expansion:inhibition|phosphorylation
P53779	Q6P597	mult_mapping_expansion:inhibition|phosphorylation
P53779	Q9H0B6	mult_mapping_expansion:inhibition|phosphorylation
P53779	Q9NSK0	mult_mapping_expansion:inhibition|phosphorylation
P78352	Q05586	mult_mapping_expansion:activation
P78352	Q13224	mult_mapping_expansion:activation
Q02779	O14733	one_to_one_mapping:activation|phosphorylation
Q12933	O75460	group_expansion
Q12933	Q99683	mult_mapping_expansion:activation
Q14790	O00291	group_expansion
Q14790	P42574	mult_mapping_expansion:activation
Q14790	Q9NWB7	group_expansion
Q16623	Q00975	one_to_one_mapping:inhibition
Q2TAZ0	Q5MNZ9	mult_mapping_expansion:binding/association
Q2TAZ0	Q9Y4P8	mult_mapping_expansion:binding/association
Q5MNZ9	Q2TAZ0	mult_mapping_expansion:binding/association
Q5MNZ9	Q96BY7	mult_mapping_expansion:binding/association
Q6ZNE5	Q8NEB9	group_expansion
Q6ZNE5	Q96F24	group_expansion
Q6ZNE5	Q99570	group_expansion
Q8NEB9	Q6ZNE5	group_expansion
Q8NEB9	Q96F24	group_expansion
Q8NEB9	Q99570	group_expansion
Q8TDY2	O75143	group_expansion
Q8TDY2	Q6ZNE5	mult_mapping_expansion:activation|phosphorylation
Q8TDY2	Q8NEB9	mult_mapping_expansion:activation|phosphorylation
Q8TDY2	Q96F24	mult_mapping_expansion:activation|phosphorylation
Q8TDY2	Q99570	mult_mapping_expansion:activation|phosphorylation
Q8TDY2	Q9BSB4	group_expansion
Q96BY7	Q5MNZ9	mult_mapping_expansion:binding/association
Q96BY7	Q9Y4P8	mult_mapping_expansion:binding/association
Q96F24	Q6ZNE5	group_expansion
Q96F24	Q8NEB9	group_expansion
Q96F24	Q99570	group_expansion
Q99570	Q6ZNE5	group_expansion
Q99570	Q8NEB9	group_expansion
Q99570	Q96F24	group_expansion
Q9BSB4	O75143	group_expansion
Q9BSB4	Q8TDY2	group_expansion
Q9C0C7	A8MW95	mult_mapping_expansion:activation|phosphorylation
Q9C0C7	Q14457	mult_mapping_expansion:activation|phosphorylation
Q9NWB7	O00291	group_expansion
Q9NWB7	P42574	mult_mapping_expansion:activation
Q9NWB7	Q14790	group_expansion
Q9Y4P8	Q2TAZ0	mult_mapping_expansion:binding/association
Q9Y4P8	Q96BY7	mult_mapping_expansion:binding/association
