#node1	node2	edge_expansion:relation_type
O00463	Q12933	group_expansion
O00463	Q99558	mult_mapping_expansion:activation
O14788	Q9Y6Q6	one_to_one_mapping:activation
O14920	O15111	group_expansion
O14920	Q9Y6K9	group_expansion
O15111	O14920	group_expansion
O15111	Q9Y6K9	group_expansion
O43318	O14920	one_to_one_mapping:activation|phosphorylation
O43557	P36941	one_to_one_mapping:activation
O95786	Q12933	mult_mapping_expansion:activation
O95786	Q9Y4K3	mult_mapping_expansion:activation
P01374	P36941	mult_mapping_expansion:activation
P01374	Q06643	group_expansion
P01375	P19438	one_to_one_mapping:activation
P01584	P14778	one_to_one_mapping:activation
P05771	Q9BWT7	mult_mapping_expansion:activation|phosphorylation
P05771	Q9BXL6	mult_mapping_expansion:activation|phosphorylation
P05771	Q9BXL7	mult_mapping_expansion:activation|phosphorylation
P08571	O00206	one_to_one_mapping:activation
P19438	Q13546	mult_mapping_expansion:activation
P19438	Q15628	mult_mapping_expansion:activation
P19784	P25963	mult_mapping_expansion:activation|phosphorylation
P19838	P25963	mult_mapping_expansion:dissociation
P19838	Q04206	group_expansion
P25963	P19838	mult_mapping_expansion:dissociation
P25963	Q04206	mult_mapping_expansion:dissociation
P29965	P25942	one_to_one_mapping:activation
P43403	O43561	one_to_one_mapping:activation|phosphorylation
P43405	Q06187	one_to_one_mapping:activation|phosphorylation
P58753	Q99836	group_expansion
P58753	Q9Y4K3	mult_mapping_expansion:activation
P67870	P25963	mult_mapping_expansion:activation|phosphorylation
P68400	P25963	mult_mapping_expansion:activation|phosphorylation
Q04206	P19838	group_expansion
Q04206	P25963	mult_mapping_expansion:dissociation
Q04759	Q9BWT7	mult_mapping_expansion:activation|phosphorylation
Q04759	Q9BXL6	mult_mapping_expansion:activation|phosphorylation
Q04759	Q9BXL7	mult_mapping_expansion:activation|phosphorylation
Q06187	O14920	mult_mapping_expansion:activation
Q06187	O15111	mult_mapping_expansion:activation
Q06187	P16885	mult_mapping_expansion:activation
Q06187	Q8WV28	group_expansion
Q06187	Q9Y6K9	mult_mapping_expansion:activation
Q06643	P01374	group_expansion
Q06643	P36941	mult_mapping_expansion:activation
Q12933	O00463	group_expansion
Q12933	O43318	mult_mapping_expansion:activation
Q12933	Q06187	mult_mapping_expansion:activation
Q12933	Q13114	group_expansion
Q12933	Q99558	mult_mapping_expansion:activation
Q12933	Q9Y4K3	group_expansion
Q13114	Q06187	mult_mapping_expansion:activation
Q13114	Q12933	group_expansion
Q13114	Q99558	mult_mapping_expansion:activation
Q13114	Q9HAV5	mult_mapping_expansion:binding/association
Q13114	Q9Y4K3	group_expansion
Q13489	Q13114	mult_mapping_expansion:ubiquitination
Q13489	Q13546	mult_mapping_expansion:ubiquitination
Q13490	Q13114	mult_mapping_expansion:ubiquitination
Q13490	Q13546	mult_mapping_expansion:ubiquitination
Q13546	Q15628	group_expansion
Q13546	Q9Y4K3	group_expansion
Q14258	O95786	one_to_one_mapping:ubiquitination
Q15628	Q13546	group_expansion
Q86XR7	Q13546	mult_mapping_expansion:activation
Q86XR7	Q8IUC6	group_expansion
Q86XR7	Q9Y4K3	mult_mapping_expansion:activation
Q8IUC6	Q13546	mult_mapping_expansion:activation
Q8IUC6	Q86XR7	group_expansion
Q8IUC6	Q9Y4K3	mult_mapping_expansion:activation
Q8NEV1	P25963	mult_mapping_expansion:activation|phosphorylation
Q8WV28	P16885	mult_mapping_expansion:activation
Q8WV28	Q06187	group_expansion
Q8WWZ3	Q9Y4K3	one_to_one_mapping:binding/association
Q92838	Q9HAV5	one_to_one_mapping:activation
Q92838	Q9UNE0	one_to_one_mapping:activation
Q99558	O15111	one_to_one_mapping:activation|phosphorylation
Q99836	P58753	group_expansion
Q99836	Q9Y4K3	group_expansion|mult_mapping_expansion:activation
Q9HAV5	Q13114	mult_mapping_expansion:binding/association
Q9HAV5	Q9Y4K3	mult_mapping_expansion:binding/association
Q9Y275	Q96RJ3	one_to_one_mapping:activation
Q9Y4K3	O43318	mult_mapping_expansion:activation|one_to_one_mapping:activation
Q9Y4K3	Q12933	group_expansion
Q9Y4K3	Q13114	group_expansion
Q9Y4K3	Q13546	group_expansion
Q9Y4K3	Q8WWZ3	one_to_one_mapping:binding/association
Q9Y4K3	Q99558	mult_mapping_expansion:activation
Q9Y4K3	Q99836	group_expansion
Q9Y4K3	Q9HAV5	mult_mapping_expansion:binding/association
Q9Y6K9	O14920	group_expansion
Q9Y6K9	O15111	group_expansion
