#node1	node2	node1type	node2type	relation_type
Q16566	P56524|Q9UQL6	gene	gene	inhibition|phosphorylation
O14610|O14775|O60262|P16520|P50148|P50150|P50151|P59768|P61952|P62873|P62879|P63211|P63215|P63218|Q9HAV0|Q9P2W3|Q9UBI6|Q9UK08	Q00722|Q01970|Q15147|Q9NQ66	gene	gene	activation
P35414	O14610|O14775|O60262|P04899|P08754|P16520|P50150|P50151|P59768|P61952|P62873|P62879|P63096|P63211|P63215|P63218|Q9HAV0|Q9P2W3|Q9UBI6|Q9UK08	gene	gene	binding/association
O14610|O14775|O60262|P04899|P08754|P16520|P50150|P50151|P59768|P61952|P62873|P62879|P63096|P63211|P63215|P63218|Q9HAV0|Q9P2W3|Q9UBI6|Q9UK08	P35414	gene	gene	binding/association
P36897	P84022|Q15796	gene	gene	activation
P35414	O14610|O14775|O60262|P16520|P50148|P50150|P50151|P59768|P61952|P62873|P62879|P63211|P63215|P63218|Q9HAV0|Q9P2W3|Q9UBI6|Q9UK08	gene	gene	binding/association
O14610|O14775|O60262|P16520|P50148|P50150|P50151|P59768|P61952|P62873|P62879|P63211|P63215|P63218|Q9HAV0|Q9P2W3|Q9UBI6|Q9UK08	P35414	gene	gene	binding/association
P35414	O14610|O14775|O60262|P16520|P50150|P50151|P59768|P61952|P62873|P62879|P63211|P63215|P63218|Q14344|Q9HAV0|Q9P2W3|Q9UBI6|Q9UK08	gene	gene	binding/association
O14610|O14775|O60262|P16520|P50150|P50151|P59768|P61952|P62873|P62879|P63211|P63215|P63218|Q14344|Q9HAV0|Q9P2W3|Q9UBI6|Q9UK08	P35414	gene	gene	binding/association
A8MW95|Q14457	O95166|P60520|Q9H0R8	gene	gene	activation
Q02156	O14807|P01111|P01112|P01116|P10301|P62070	gene	gene	activation
P84022|Q15796	Q13485	gene	gene	binding/association
Q13485	P84022|Q15796	gene	gene	binding/association
P17612|P22612|P22694	Q05469	gene	gene	activation|phosphorylation
O14807|P01111|P01112|P01116|P10301|P62070	P04049	gene	gene	activation
Q8NEB9|Q99570	A8MW95|Q14457	gene	gene	binding/association
A8MW95|Q14457	Q8NEB9|Q99570	gene	gene	binding/association
P04049	P36507|Q02750	gene	gene	activation|phosphorylation
O14610|O14775|O60262|P16520|P50150|P50151|P59768|P61952|P62873|P62879|P63211|P63215|P63218|Q14344|Q9HAV0|Q9P2W3|Q9UBI6|Q9UK08	Q16566	gene	gene	activation|indirect effect
P27361|P28482	P23443|Q9UBS0	gene	gene	activation|phosphorylation
Q15746|Q32MK0|Q86YV6|Q9H1R3	P08590|P10916|P12829	gene	gene	activation|phosphorylation
P36507|Q02750	P27361|P28482	gene	gene	activation|phosphorylation
P31749|P31751|Q9Y243	P42345	gene	gene	activation|indirect effect
Q02156	P19634	gene	gene	activation
P78504	Q9UM47	gene	gene	binding/association
Q9UM47	P78504	gene	gene	binding/association
P42345	P23443|Q9UBS0	gene	gene	activation|phosphorylation
	Q15746|Q32MK0|Q86YV6|Q9H1R3	gene	gene	activation
P48736|Q5UE93|Q8WYR1	P31749|P31751|Q9Y243	gene	gene	indirect effect|phosphorylation
P31749|P31751|Q9Y243	P29474|P29475|P35228	gene	gene	activation|phosphorylation
P30556	P05121	gene	gene	activation
P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	Q15746|Q32MK0|Q86YV6|Q9H1R3	gene	gene	activation
P31749|P31751|Q9Y243	P27361|P28482	gene	gene	activation|phosphorylation
P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	P29474|P29475|P35228	gene	gene	activation
P31749|P31751|Q9Y243	Q13370	gene	gene	activation|phosphorylation
P23443|Q9UBS0	P62753	gene	gene	activation
P27361|P28482		gene	gene	activation
O14610|O14775|O60262|P04899|P08754|P16520|P50150|P50151|P59768|P61952|P62873|P62879|P63096|P63211|P63215|P63218|Q9HAV0|Q9P2W3|Q9UBI6|Q9UK08	P48736|Q5UE93|Q8WYR1	gene	gene	activation
O14610|O14775|O60262|P04899|P08754|P16520|P50150|P50151|P59768|P61952|P62873|P62879|P63096|P63211|P63215|P63218|Q9HAV0|Q9P2W3|Q9UBI6|Q9UK08		gene	gene	activation
O14610|O14775|O60262|P04899|P08754|P16520|P50150|P50151|P59768|P61952|P62873|P62879|P63096|P63211|P63215|P63218|Q9HAV0|Q9P2W3|Q9UBI6|Q9UK08	O43306|O60266|O60503|O95622|P40145|P51828|Q08462|Q08828|Q8NFM4|Q96PN6	gene	gene	inhibition
Q9ULZ1	P35414	gene	gene	activation
	P00750	gene	gene	inhibition
O14610|O14775|O60262|P16520|P50148|P50150|P50151|P59768|P61952|P62873|P62879|P63211|P63215|P63218|Q9HAV0|Q9P2W3|Q9UBI6|Q9UK08	O43741|P54619|P54646|Q13131|Q9UGI9|Q9UGJ0|Q9Y478	gene	gene	activation
O14610|O14775|O60262|P16520|P50148|P50150|P50151|P59768|P61952|P62873|P62879|P63211|P63215|P63218|Q9HAV0|Q9P2W3|Q9UBI6|Q9UK08	O14807|P01111|P01112|P01116|P10301|P62070	gene	gene	activation
