#node1	node2	edge_expansion:relation_type
A6NGB9	O00401	mult_mapping_expansion:activation
O00206	Q99836	one_to_one_mapping:activation
O00401	P61158	mult_mapping_expansion:activation
O00401	P61160	mult_mapping_expansion:activation
O00401	Q9C0K3	mult_mapping_expansion:activation
O00401	Q9P1U1	mult_mapping_expansion:activation
O14733	P45983	mult_mapping_expansion:activation|phosphorylation
O14733	P45984	mult_mapping_expansion:activation|phosphorylation
O14733	P53779	mult_mapping_expansion:activation|phosphorylation
O14920	O15111	group_expansion
O14920	P25963	mult_mapping_expansion:activation|phosphorylation
O14920	Q9Y6K9	group_expansion
O15111	O14920	group_expansion
O15111	P25963	mult_mapping_expansion:activation|phosphorylation
O15111	Q9Y6K9	group_expansion
O15264	P01100	mult_mapping_expansion:activation|phosphorylation
O15264	P05412	mult_mapping_expansion:activation|phosphorylation
O15553	P29466	mult_mapping_expansion:activation
O15553	Q9ULZ3	mult_mapping_expansion:activation
O43318	O14733	mult_mapping_expansion:activation|phosphorylation
O43318	O14920	mult_mapping_expansion:activation|phosphorylation
O43318	P36507	mult_mapping_expansion:activation|indirect effect
O43318	P45985	mult_mapping_expansion:activation|phosphorylation
O43318	P46734	mult_mapping_expansion:activation|phosphorylation
O43318	P52564	mult_mapping_expansion:activation|phosphorylation
O43318	Q02750	mult_mapping_expansion:activation|indirect effect
O43318	Q15750	group_expansion
O43318	Q9NYJ8	group_expansion
O43516	O00401	mult_mapping_expansion:activation
O75563	P05556	one_to_one_mapping:binding/association
P05556	O75563	one_to_one_mapping:binding/association
P12318	P15153	mult_mapping_expansion:activation|indirect effect
P12318	P60763	mult_mapping_expansion:activation|indirect effect
P12318	P63000	mult_mapping_expansion:activation|indirect effect
P15153	O00401	mult_mapping_expansion:activation
P15153	O14986	mult_mapping_expansion:activation
P15153	O60331	mult_mapping_expansion:activation
P15153	Q99755	mult_mapping_expansion:activation
P15153	Q9UQB8	mult_mapping_expansion:activation
P15498	O95644	mult_mapping_expansion:activation|indirect effect
P15498	P01100	mult_mapping_expansion:activation|indirect effect
P15498	P05412	mult_mapping_expansion:activation|indirect effect
P15498	P19838	mult_mapping_expansion:activation|indirect effect
P15498	Q04206	mult_mapping_expansion:activation|indirect effect
P15498	Q12968	mult_mapping_expansion:activation|indirect effect
P15498	Q13469	mult_mapping_expansion:activation|indirect effect
P25963	P19838	mult_mapping_expansion:activation|dissociation
P25963	Q04206	mult_mapping_expansion:activation|dissociation
P27361	P01100	mult_mapping_expansion:activation|phosphorylation
P27361	P05412	mult_mapping_expansion:activation|phosphorylation
P28482	P01100	mult_mapping_expansion:activation|phosphorylation
P28482	P05412	mult_mapping_expansion:activation|phosphorylation
P29466	P01584	mult_mapping_expansion:activation
P29466	Q14116	mult_mapping_expansion:activation
P29466	Q9ULZ3	group_expansion
P31749	P49841	mult_mapping_expansion:inhibition|phosphorylation
P31751	P49841	mult_mapping_expansion:inhibition|phosphorylation
P36507	P27361	mult_mapping_expansion:activation|phosphorylation
P36507	P28482	mult_mapping_expansion:activation|phosphorylation
P42768	P61158	mult_mapping_expansion:activation
P42768	P61160	mult_mapping_expansion:activation
P42768	Q9C0K3	mult_mapping_expansion:activation
P42768	Q9P1U1	mult_mapping_expansion:activation
P43403	O43561	one_to_one_mapping:activation|phosphorylation
P45983	P01100	mult_mapping_expansion:activation|phosphorylation
P45983	P05412	mult_mapping_expansion:activation|phosphorylation
P45984	P01100	mult_mapping_expansion:activation|phosphorylation
P45984	P05412	mult_mapping_expansion:activation|phosphorylation
P45985	P45983	mult_mapping_expansion:activation|phosphorylation
P45985	P45984	mult_mapping_expansion:activation|phosphorylation
P45985	P53779	mult_mapping_expansion:activation|phosphorylation
P46734	O15264	mult_mapping_expansion:activation|phosphorylation
P46734	P53778	mult_mapping_expansion:activation|phosphorylation
P46734	Q15759	mult_mapping_expansion:activation|phosphorylation
P46734	Q16539	mult_mapping_expansion:activation|phosphorylation
P49023	Q14161	one_to_one_mapping:activation
P50148	Q8N1W1	mult_mapping_expansion:activation
P50148	Q92888	mult_mapping_expansion:activation
P50148	Q9NZN5	mult_mapping_expansion:activation
P51617	Q12933	mult_mapping_expansion:activation
P51617	Q9NWZ3	group_expansion
P51617	Q9Y4K3	mult_mapping_expansion:activation
P51812	O15553	mult_mapping_expansion:inhibition|phosphorylation
P52564	O15264	mult_mapping_expansion:activation|phosphorylation
P52564	P53778	mult_mapping_expansion:activation|phosphorylation
P52564	Q15759	mult_mapping_expansion:activation|phosphorylation
P52564	Q16539	mult_mapping_expansion:activation|phosphorylation
P52735	O95644	mult_mapping_expansion:activation|indirect effect
P52735	P01100	mult_mapping_expansion:activation|indirect effect
P52735	P05412	mult_mapping_expansion:activation|indirect effect
P52735	P19838	mult_mapping_expansion:activation|indirect effect
P52735	Q04206	mult_mapping_expansion:activation|indirect effect
P52735	Q12968	mult_mapping_expansion:activation|indirect effect
P52735	Q13469	mult_mapping_expansion:activation|indirect effect
P53778	P01100	mult_mapping_expansion:activation|phosphorylation
P53778	P05412	mult_mapping_expansion:activation|phosphorylation
P53779	P01100	mult_mapping_expansion:activation|phosphorylation
P53779	P05412	mult_mapping_expansion:activation|phosphorylation
P56945	Q14185	one_to_one_mapping:activation
P60763	O00401	mult_mapping_expansion:activation
P60763	O14986	mult_mapping_expansion:activation
P60763	O60331	mult_mapping_expansion:activation
P60763	Q99755	mult_mapping_expansion:activation
P60763	Q9UQB8	mult_mapping_expansion:activation
P61158	P60709	mult_mapping_expansion:activation
P61158	P63261	mult_mapping_expansion:activation
P61160	P60709	mult_mapping_expansion:activation
P61160	P63261	mult_mapping_expansion:activation
P61586	O75116	mult_mapping_expansion:activation
P61586	Q13464	mult_mapping_expansion:activation
P61586	Q16512	mult_mapping_expansion:activation
P61586	Q16513	mult_mapping_expansion:activation
P62330	O14986	mult_mapping_expansion:activation
P62330	O60331	mult_mapping_expansion:activation
P62330	Q99755	mult_mapping_expansion:activation
P63000	O00401	mult_mapping_expansion:activation
P63000	O14986	mult_mapping_expansion:activation
P63000	O60331	mult_mapping_expansion:activation
P63000	P53667	one_to_one_mapping:activation
P63000	Q99755	mult_mapping_expansion:activation
P63000	Q9UQB8	mult_mapping_expansion:activation
Q02750	P27361	mult_mapping_expansion:activation|phosphorylation
Q02750	P28482	mult_mapping_expansion:activation|phosphorylation
Q05397	Q8N1W1	mult_mapping_expansion:activation|phosphorylation
Q05397	Q92888	mult_mapping_expansion:activation|phosphorylation
Q05397	Q9NZN5	mult_mapping_expansion:activation|phosphorylation
Q12933	O43318	mult_mapping_expansion:activation
Q12933	Q15750	mult_mapping_expansion:activation
Q12933	Q9NYJ8	mult_mapping_expansion:activation
Q13094	P19174	one_to_one_mapping:activation
Q14155	P60953	one_to_one_mapping:activation
Q14185	P15153	mult_mapping_expansion:activation
Q14185	P60763	mult_mapping_expansion:activation
Q14185	P63000	mult_mapping_expansion:activation
Q14289	Q8N1W1	mult_mapping_expansion:activation|phosphorylation
Q14289	Q92888	mult_mapping_expansion:activation|phosphorylation
Q14289	Q9NZN5	mult_mapping_expansion:activation|phosphorylation
Q15349	O15553	mult_mapping_expansion:inhibition|phosphorylation
Q15418	O15553	mult_mapping_expansion:inhibition|phosphorylation
Q15750	O14733	mult_mapping_expansion:activation|phosphorylation
Q15750	O14920	mult_mapping_expansion:activation|phosphorylation
Q15750	O43318	group_expansion
Q15750	P36507	mult_mapping_expansion:activation|indirect effect
Q15750	P45985	mult_mapping_expansion:activation|phosphorylation
Q15750	P46734	mult_mapping_expansion:activation|phosphorylation
Q15750	P52564	mult_mapping_expansion:activation|phosphorylation
Q15750	Q02750	mult_mapping_expansion:activation|indirect effect
Q15750	Q9NYJ8	group_expansion
Q15759	P01100	mult_mapping_expansion:activation|phosphorylation
Q15759	P05412	mult_mapping_expansion:activation|phosphorylation
Q16512	O15553	mult_mapping_expansion:inhibition|phosphorylation
Q16513	O15553	mult_mapping_expansion:inhibition|phosphorylation
Q16539	P01100	mult_mapping_expansion:activation|phosphorylation
Q16539	P05412	mult_mapping_expansion:activation|phosphorylation
Q8IUC6	Q9UHD2	one_to_one_mapping:activation|indirect effect
Q8N1W1	P61586	mult_mapping_expansion:activation
Q8TF74	O00401	mult_mapping_expansion:activation
Q92888	P61586	mult_mapping_expansion:activation
Q96MN2	P29466	mult_mapping_expansion:activation
Q96MN2	Q9ULZ3	mult_mapping_expansion:activation
Q96P20	P29466	mult_mapping_expansion:activation
Q96P20	Q9ULZ3	mult_mapping_expansion:activation
Q9C0K3	P60709	mult_mapping_expansion:activation
Q9C0K3	P63261	mult_mapping_expansion:activation
Q9NWZ3	P51617	group_expansion
Q9NWZ3	Q12933	mult_mapping_expansion:activation
Q9NWZ3	Q9Y4K3	mult_mapping_expansion:activation
Q9NYJ8	O14733	mult_mapping_expansion:activation|phosphorylation
Q9NYJ8	O14920	mult_mapping_expansion:activation|phosphorylation
Q9NYJ8	O43318	group_expansion
Q9NYJ8	P36507	mult_mapping_expansion:activation|indirect effect
Q9NYJ8	P45985	mult_mapping_expansion:activation|phosphorylation
Q9NYJ8	P46734	mult_mapping_expansion:activation|phosphorylation
Q9NYJ8	P52564	mult_mapping_expansion:activation|phosphorylation
Q9NYJ8	Q02750	mult_mapping_expansion:activation|indirect effect
Q9NYJ8	Q15750	group_expansion
Q9NZN5	P61586	mult_mapping_expansion:activation
Q9P1U1	P60709	mult_mapping_expansion:activation
Q9P1U1	P63261	mult_mapping_expansion:activation
Q9UK32	O15553	mult_mapping_expansion:inhibition|phosphorylation
Q9UKW4	O95644	mult_mapping_expansion:activation|indirect effect
Q9UKW4	P01100	mult_mapping_expansion:activation|indirect effect
Q9UKW4	P05412	mult_mapping_expansion:activation|indirect effect
Q9UKW4	P19838	mult_mapping_expansion:activation|indirect effect
Q9UKW4	Q04206	mult_mapping_expansion:activation|indirect effect
Q9UKW4	Q12968	mult_mapping_expansion:activation|indirect effect
Q9UKW4	Q13469	mult_mapping_expansion:activation|indirect effect
Q9ULZ3	P01584	mult_mapping_expansion:activation
Q9ULZ3	P29466	group_expansion
Q9ULZ3	Q14116	mult_mapping_expansion:activation
Q9UQB8	Q9Y6W5	one_to_one_mapping:activation
Q9Y243	P49841	mult_mapping_expansion:inhibition|phosphorylation
Q9Y4K3	O43318	mult_mapping_expansion:activation
Q9Y4K3	Q15750	mult_mapping_expansion:activation
Q9Y4K3	Q9NYJ8	mult_mapping_expansion:activation
Q9Y6K9	O14920	group_expansion
Q9Y6K9	O15111	group_expansion
Q9Y6K9	P25963	mult_mapping_expansion:activation|phosphorylation
