#node1	node2	edge_expansion:relation_type
O00329	O43524	mult_mapping_expansion:indirect effect|inhibition
O00329	Q12778	mult_mapping_expansion:indirect effect|inhibition
O00459	O43524	mult_mapping_expansion:indirect effect|inhibition
O00459	Q12778	mult_mapping_expansion:indirect effect|inhibition
O14757	P04637	one_to_one_mapping:activation|phosphorylation
O14807	O00329	mult_mapping_expansion:activation
O14807	O00459	mult_mapping_expansion:activation
O14807	P04049	mult_mapping_expansion:activation
O14807	P27986	mult_mapping_expansion:activation
O14807	P42336	mult_mapping_expansion:activation
O14807	P42338	mult_mapping_expansion:activation
O14807	P42771	mult_mapping_expansion:activation
O14807	Q8WWW0	mult_mapping_expansion:activation
O14807	Q92569	mult_mapping_expansion:activation
O15264	P04637	mult_mapping_expansion:activation|phosphorylation
O15264	P42771	mult_mapping_expansion:activation|phosphorylation
O43524	P84022	mult_mapping_expansion:binding/association
O43524	Q15796	mult_mapping_expansion:binding/association
O43734	P19838	mult_mapping_expansion:activation|indirect effect
O43734	Q04206	mult_mapping_expansion:activation|indirect effect
O60671	O60671	mult_mapping_expansion:binding/association
O60671	O60921	group_expansion|mult_mapping_expansion:binding/association
O60671	Q13535	mult_mapping_expansion:activation|phosphorylation
O60921	O60671	group_expansion|mult_mapping_expansion:binding/association
O60921	Q13535	mult_mapping_expansion:activation|phosphorylation
O60934	P49959	group_expansion
O60934	Q13315	mult_mapping_expansion:activation|phosphorylation
O60934	Q92878	group_expansion|mult_mapping_expansion:binding/association
O95067	P06493	mult_mapping_expansion:binding/association
O96020	P24941	mult_mapping_expansion:binding/association
P01106	P42771	one_to_one_mapping:activation
P01111	O00329	mult_mapping_expansion:activation
P01111	O00459	mult_mapping_expansion:activation
P01111	P04049	mult_mapping_expansion:activation
P01111	P27986	mult_mapping_expansion:activation
P01111	P42336	mult_mapping_expansion:activation
P01111	P42338	mult_mapping_expansion:activation
P01111	P42771	mult_mapping_expansion:activation
P01111	Q8WWW0	mult_mapping_expansion:activation
P01111	Q92569	mult_mapping_expansion:activation
P01112	O00329	mult_mapping_expansion:activation
P01112	O00459	mult_mapping_expansion:activation
P01112	P04049	mult_mapping_expansion:activation
P01112	P27986	mult_mapping_expansion:activation
P01112	P42336	mult_mapping_expansion:activation
P01112	P42338	mult_mapping_expansion:activation
P01112	P42771	mult_mapping_expansion:activation
P01112	Q8WWW0	mult_mapping_expansion:activation
P01112	Q92569	mult_mapping_expansion:activation
P01116	O00329	mult_mapping_expansion:activation
P01116	O00459	mult_mapping_expansion:activation
P01116	P04049	mult_mapping_expansion:activation
P01116	P27986	mult_mapping_expansion:activation
P01116	P42336	mult_mapping_expansion:activation
P01116	P42338	mult_mapping_expansion:activation
P01116	P42771	mult_mapping_expansion:activation
P01116	Q8WWW0	mult_mapping_expansion:activation
P01116	Q92569	mult_mapping_expansion:activation
P01137	P36897	mult_mapping_expansion:activation
P01137	P37173	mult_mapping_expansion:activation
P01583	P19838	mult_mapping_expansion:activation|indirect effect
P01583	Q04206	mult_mapping_expansion:activation|indirect effect
P01889	Q99706	mult_mapping_expansion:binding/association
P04049	P36507	mult_mapping_expansion:activation|phosphorylation
P04049	Q02750	mult_mapping_expansion:activation|phosphorylation
P04439	Q99706	mult_mapping_expansion:binding/association
P04637	O75293	mult_mapping_expansion:activation
P04637	O95257	mult_mapping_expansion:activation
P04637	P24522	mult_mapping_expansion:activation
P05141	Q08752	mult_mapping_expansion:binding/association
P06400	O00716	mult_mapping_expansion:inhibition
