#node1	node2	node1type	node2type	relation_type
Q9UPT5	P17081	gene	gene	binding/association
P17081	Q9UPT5	gene	gene	binding/association
O14654|P35568|Q9Y4H2	P62993	gene	gene	activation
P06213	O14492	gene	gene	activation|phosphorylation
	P22681|Q13191	gene	gene	activation|inhibition|phosphorylation
P01111|P01112|P01116	P04049|P10398|P15056	gene	gene	activation
P10586		gene	gene	dephosphorylation|inhibition
P10644|P13861|P17612|P22612|P22694|P31321|P31323	Q05469	gene	gene	activation|phosphorylation
P29353|P98077|Q6S5L8|Q92529	P62993	gene	gene	activation
O00329|O00459|P27986|P42336|P42338|Q92569	O15530	gene	gene	activation|compound
P62993	Q07889|Q07890	gene	gene	activation
O14654|P35568|Q9Y4H2	O00329|O00459|P27986|P42336|P42338|Q92569	gene	gene	activation
	P29353|P98077|Q6S5L8|Q92529	gene	gene	activation|phosphorylation
P10586	O14654|P35568|Q9Y4H2	gene	gene	dephosphorylation|inhibition
P31749|P31751|Q9Y243	P14672	gene	gene	indirect effect
O43741|P54619|P54646|Q13131|Q9UGI9|Q9UGJ0|Q9Y478	O00763|Q13085	gene	gene	inhibition|phosphorylation
P27361|P28482	Q9BUB5|Q9HBH9	gene	gene	activation|phosphorylation
P23443|Q9UBS0	P62753	gene	gene	activation
P42345	Q13541	gene	gene	inhibition|phosphorylation
Q9BUB5|Q9HBH9	A6NMX2|O60573|P06730	gene	gene	activation|phosphorylation
	A6NMX2|O60573|P06730	gene	gene	inhibition
P45983|P45984|P53779	O14654|P35568|Q9Y4H2	gene	gene	inhibition|phosphorylation
Q15382		gene	gene	activation
O00329|O00459|P27986|P42336|P42338|Q92569	P41743|Q05513	gene	gene	activation|compound
P10586	P29353|P98077|Q6S5L8|Q92529	gene	gene	indirect effect
O14920	O14654|P35568|Q9Y4H2	gene	gene	inhibition|phosphorylation
O15530	P31749|P31751|Q9Y243	gene	gene	activation|phosphorylation
	P23443|Q9UBS0	gene	gene	activation|phosphorylation
P18031		gene	gene	dephosphorylation|inhibition
Q13905		gene	gene	activation
Q12778	Q9UBK2	gene	gene	dissociation
Q9UBK2	Q12778	gene	gene	dissociation
O15530	P23443|Q9UBS0	gene	gene	activation|phosphorylation
P36956	P19367|P35557|P52789|P52790|Q2TB90	gene	gene	activation|indirect effect
P18031	O14654|P35568|Q9Y4H2	gene	gene	dephosphorylation|inhibition
P31749|P31751|Q9Y243	Q13370	gene	gene	activation|phosphorylation
P0DP23|P0DP24|P0DP25|P15735|P27482|P46019|P46020|Q16816|Q8TD86|Q93100|Q96GE6|Q9NZT1	P06737|P11216|P11217	gene	gene	activation|phosphorylation
O14508|O14543|O15524|Q8WXH5		gene	gene	dephosphorylation|inhibition
P31749|P31751|Q9Y243		gene	gene	activation|inhibition|phosphorylation
O95685|P36873|P62136|P62140|Q16821|Q6ZSY5|Q86XI6|Q9H7J1|Q9UQK1	P0DP23|P0DP24|P0DP25|P15735|P27482|P46019|P46020|Q16816|Q8TD86|Q93100|Q96GE6|Q9NZT1	gene	gene	dephosphorylation|inhibition
O95685|P36873|P62136|P62140|Q16821|Q6ZSY5|Q86XI6|Q9H7J1|Q9UQK1	P13807|P54840	gene	gene	activation|dephosphorylation
P49841	P13807|P54840	gene	gene	inhibition|phosphorylation
	O14654|P35568|Q9Y4H2	gene	gene	activation|phosphorylation
P31749|P31751|Q9Y243	Q92934	gene	gene	inhibition|phosphorylation
P46108|P46109		gene	gene	activation
P01308		gene	gene	activation
Q15642	P14672	gene	gene	indirect effect
P36956	O00763|Q13085	gene	gene	activation|indirect effect
		gene	gene	binding/association|indirect effect
P36956	P30613	gene	gene	activation|indirect effect
Q9BX66	O75955|Q14254	gene	gene	binding/association
O75955|Q14254	Q9BX66	gene	gene	binding/association
O00329|O00459|P27986|P42336|P42338|Q92569		gene	gene	activation|compound
P27361|P28482	P19419	gene	gene	activation|phosphorylation
P31749|P31751|Q9Y243	P49841	gene	gene	inhibition|phosphorylation
P31749|P31751|Q9Y243	O95685|P36873|P62136|P62140|Q16821|Q6ZSY5|Q86XI6|Q9H7J1|Q9UQK1	gene	gene	indirect effect
P41743|Q05513		gene	gene	activation|indirect effect
O15530	P41743|Q05513	gene	gene	activation|phosphorylation
P49815|Q92574	Q15382	group	gene	inhibition
P04049|P10398|P15056	P36507|Q02750	gene	gene	activation|phosphorylation
P36507|Q02750	P27361|P28482	gene	gene	activation|phosphorylation
Q07889|Q07890	P01111|P01112|P01116	gene	gene	activation
P31749|P31751|Q9Y243	P49815	gene	gene	inhibition|phosphorylation
Q13905	P22681|Q13191	gene	gene	binding/association
P22681|Q13191	Q13905	gene	gene	binding/association
	P49327	gene	gene	activation|indirect effect
