#node1	node2	edge_expansion:relation_type
O00329	P15153	mult_mapping_expansion:activation
O00329	P60763	mult_mapping_expansion:activation
O00329	P63000	mult_mapping_expansion:activation
O00459	P15153	mult_mapping_expansion:activation
O00459	P60763	mult_mapping_expansion:activation
O00459	P63000	mult_mapping_expansion:activation
O14610	O14827	mult_mapping_expansion:activation
O14610	Q13972	mult_mapping_expansion:activation
O14775	O14827	mult_mapping_expansion:activation
O14775	Q13972	mult_mapping_expansion:activation
O14807	O00329	mult_mapping_expansion:activation
O14807	O00459	mult_mapping_expansion:activation
O14807	O15211	mult_mapping_expansion:activation
O14807	P27986	mult_mapping_expansion:activation
O14807	P42336	mult_mapping_expansion:activation
O14807	P42338	mult_mapping_expansion:activation
O14807	P55196	mult_mapping_expansion:activation
O14807	Q12967	mult_mapping_expansion:activation
O14807	Q13671	mult_mapping_expansion:activation
O14807	Q7Z569	mult_mapping_expansion:inhibition
O14807	Q92565	mult_mapping_expansion:inhibition
O14807	Q92569	mult_mapping_expansion:activation
O14807	Q9NZL6	mult_mapping_expansion:activation
O14807	Q9P212	mult_mapping_expansion:activation
O14807	Q9UQ13	mult_mapping_expansion:binding/association
O14827	O14807	mult_mapping_expansion:activation
O14827	P01111	mult_mapping_expansion:activation
O14827	P01112	mult_mapping_expansion:activation
O14827	P01116	mult_mapping_expansion:activation
O14827	P10301	mult_mapping_expansion:activation
O14827	P62070	mult_mapping_expansion:activation
O14920	P19838	mult_mapping_expansion:activation
O14920	Q04206	mult_mapping_expansion:activation
O15111	P19838	mult_mapping_expansion:activation
O15111	Q04206	mult_mapping_expansion:activation
O15123	P00533	mult_mapping_expansion:activation
O15123	P04629	mult_mapping_expansion:activation
O15123	P06213	mult_mapping_expansion:activation
O15123	P07333	mult_mapping_expansion:activation
O15123	P08069	mult_mapping_expansion:activation
O15123	P08138	mult_mapping_expansion:activation
O15123	P08581	mult_mapping_expansion:activation
O15123	P09619	mult_mapping_expansion:activation
O15123	P10721	mult_mapping_expansion:activation
O15123	P11362	mult_mapping_expansion:activation
O15123	P16234	mult_mapping_expansion:activation
O15123	P17948	mult_mapping_expansion:activation
O15123	P21802	mult_mapping_expansion:activation
O15123	P22455	mult_mapping_expansion:activation
O15123	P22607	mult_mapping_expansion:activation
O15123	P29317	mult_mapping_expansion:activation
O15123	P35916	mult_mapping_expansion:activation
O15123	P35968	mult_mapping_expansion:activation
O15123	P36888	mult_mapping_expansion:activation
O15123	Q02763	mult_mapping_expansion:activation
O15123	Q16620	mult_mapping_expansion:activation
O15211	P11233	mult_mapping_expansion:activation
O15211	P11234	mult_mapping_expansion:activation
O15520	P00533	mult_mapping_expansion:activation
O15520	P04629	mult_mapping_expansion:activation
O15520	P06213	mult_mapping_expansion:activation
O15520	P07333	mult_mapping_expansion:activation
O15520	P08069	mult_mapping_expansion:activation
O15520	P08138	mult_mapping_expansion:activation
O15520	P08581	mult_mapping_expansion:activation
O15520	P09619	mult_mapping_expansion:activation
O15520	P10721	mult_mapping_expansion:activation
O15520	P11362	mult_mapping_expansion:activation
O15520	P16234	mult_mapping_expansion:activation
O15520	P17948	mult_mapping_expansion:activation
O15520	P21802	mult_mapping_expansion:activation
O15520	P22455	mult_mapping_expansion:activation
O15520	P22607	mult_mapping_expansion:activation
O15520	P29317	mult_mapping_expansion:activation
