#node1	node2	node1type	node2type	relation_type
Q9UQ10	O60218|P15121	gene	gene	compound
P08236|Q9UEF7	O60656|O75310|O75795|P06133|P16662|P19224|P22309|P22310|P35503|P35504|P36537|P54855|Q6UWM9|Q9BY64|Q9HAW7|Q9HAW8|Q9HAW9|Q9Y4X1	gene	gene	compound
O60656|O75310|O75795|P06133|P16662|P19224|P22309|P22310|P35503|P35504|P36537|P54855|Q6UWM9|Q9BY64|Q9HAW7|Q9HAW8|Q9HAW9|Q9Y4X1	O60701	gene	gene	compound
P08236|Q9UEF7	P14550	gene	gene	compound
Q16851	O60701	gene	gene	compound
Q2QD12|Q96AT9	O75191	gene	gene	compound
Q7Z4W1	O60218|P15121	gene	gene	compound
O60218|P15121	Q00796	gene	gene	compound
Q00796	Q7Z4W1	gene	gene	compound
P14550	Q9Y2S2	gene	gene	compound
