#node1	node2	edge_expansion:relation_type
O00144	O14640	mult_mapping_expansion:indirect effect
O00144	O14641	mult_mapping_expansion:indirect effect
O00144	O75197	mult_mapping_expansion:binding/association
O00144	O75487	mult_mapping_expansion:binding/association
O00144	O75581	mult_mapping_expansion:binding/association
O00144	P34925	mult_mapping_expansion:binding/association
O00144	Q00722	mult_mapping_expansion:indirect effect
O00144	Q01970	mult_mapping_expansion:indirect effect
O00144	Q01973	mult_mapping_expansion:binding/association
O00144	Q01974	mult_mapping_expansion:binding/association
O00144	Q15147	mult_mapping_expansion:indirect effect
O00144	Q92997	mult_mapping_expansion:indirect effect
O00144	Q9NQ66	mult_mapping_expansion:indirect effect
O00744	O00144	mult_mapping_expansion:activation
O00744	O60353	mult_mapping_expansion:activation
O00744	O75084	mult_mapping_expansion:activation
O00744	O75197	mult_mapping_expansion:activation
O00744	O75581	mult_mapping_expansion:activation
O00744	Q13467	mult_mapping_expansion:activation
O00744	Q14332	mult_mapping_expansion:activation
O00744	Q9H461	mult_mapping_expansion:activation
O00744	Q9NPG1	mult_mapping_expansion:activation
O00744	Q9ULV1	mult_mapping_expansion:activation
O00744	Q9ULW2	mult_mapping_expansion:activation
O00744	Q9UP38	mult_mapping_expansion:activation
O00755	O00144	mult_mapping_expansion:activation
O00755	O60353	mult_mapping_expansion:activation
O00755	O75084	mult_mapping_expansion:activation
O00755	O75197	mult_mapping_expansion:activation
O00755	O75581	mult_mapping_expansion:activation
O00755	Q13467	mult_mapping_expansion:activation
O00755	Q14332	mult_mapping_expansion:activation
O00755	Q9H461	mult_mapping_expansion:activation
O00755	Q9NPG1	mult_mapping_expansion:activation
O00755	Q9ULV1	mult_mapping_expansion:activation
O00755	Q9ULW2	mult_mapping_expansion:activation
O00755	Q9UP38	mult_mapping_expansion:activation
O14640	O15169	mult_mapping_expansion:binding/association
O14640	O43900	mult_mapping_expansion:binding/association
O14640	O75474	mult_mapping_expansion:binding/association
O14640	O95996	mult_mapping_expansion:binding/association
O14640	P15153	mult_mapping_expansion:indirect effect
O14640	P19784	mult_mapping_expansion:binding/association
O14640	P25054	mult_mapping_expansion:binding/association
O14640	P49841	mult_mapping_expansion:inhibition
O14640	P60763	mult_mapping_expansion:indirect effect
O14640	P63000	mult_mapping_expansion:indirect effect
O14640	P67870	mult_mapping_expansion:binding/association
O14640	P68400	mult_mapping_expansion:binding/association
O14640	Q2TBC4	mult_mapping_expansion:binding/association
O14640	Q7Z3G6	mult_mapping_expansion:binding/association
O14640	Q86T65	mult_mapping_expansion:binding/association
O14640	Q8NEV1	mult_mapping_expansion:binding/association
O14640	Q8TAA9	mult_mapping_expansion:binding/association
O14640	Q92837	mult_mapping_expansion:binding/association
O14640	Q96MT3	mult_mapping_expansion:binding/association
O14640	Q9ULK5	mult_mapping_expansion:binding/association
O14640	Q9Y283	mult_mapping_expansion:binding/association
O14640	Q9Y2T1	mult_mapping_expansion:binding/association
O14640	Q9Y4D1	mult_mapping_expansion:binding/association
O14641	O15169	mult_mapping_expansion:binding/association
O14641	O43900	mult_mapping_expansion:binding/association
O14641	O75474	mult_mapping_expansion:binding/association
O14641	O95996	mult_mapping_expansion:binding/association
O14641	P15153	mult_mapping_expansion:indirect effect
O14641	P19784	mult_mapping_expansion:binding/association
O14641	P25054	mult_mapping_expansion:binding/association
O14641	P49841	mult_mapping_expansion:inhibition
O14641	P60763	mult_mapping_expansion:indirect effect
O14641	P63000	mult_mapping_expansion:indirect effect
O14641	P67870	mult_mapping_expansion:binding/association
O14641	P68400	mult_mapping_expansion:binding/association
O14641	Q2TBC4	mult_mapping_expansion:binding/association
O14641	Q7Z3G6	mult_mapping_expansion:binding/association
O14641	Q86T65	mult_mapping_expansion:binding/association
O14641	Q8NEV1	mult_mapping_expansion:binding/association
O14641	Q8TAA9	mult_mapping_expansion:binding/association
O14641	Q92837	mult_mapping_expansion:binding/association
O14641	Q96MT3	mult_mapping_expansion:binding/association
O14641	Q9ULK5	mult_mapping_expansion:binding/association
O14641	Q9Y283	mult_mapping_expansion:binding/association
O14641	Q9Y2T1	mult_mapping_expansion:binding/association
O14641	Q9Y4D1	mult_mapping_expansion:binding/association
O14904	O00144	mult_mapping_expansion:activation
O14904	O60353	mult_mapping_expansion:activation
O14904	O75084	mult_mapping_expansion:activation
O14904	O75197	mult_mapping_expansion:activation
O14904	O75581	mult_mapping_expansion:activation
O14904	Q13467	mult_mapping_expansion:activation
