#node1	node2	edge_expansion:relation_type
O43323	P54826	mult_mapping_expansion:activation
O43323	P98164	mult_mapping_expansion:activation
O43323	Q13635	mult_mapping_expansion:activation
O43323	Q4KMG0	mult_mapping_expansion:activation
O43323	Q9BWV1	mult_mapping_expansion:activation
O43323	Q9Y6C5	mult_mapping_expansion:activation
O43791	Q13618	mult_mapping_expansion:binding/association
P08151	Q2M1P5	mult_mapping_expansion:binding/association
P08151	Q9UMX1	mult_mapping_expansion:binding/association
P10070	Q2M1P5	mult_mapping_expansion:binding/association
P10070	Q9UMX1	mult_mapping_expansion:binding/association
P10071	Q2M1P5	mult_mapping_expansion:binding/association
P10071	Q9UMX1	mult_mapping_expansion:binding/association
P17612	P08151	mult_mapping_expansion:activation|phosphorylation
P17612	P10070	mult_mapping_expansion:activation|phosphorylation
P17612	P10071	mult_mapping_expansion:activation|phosphorylation
P17612	P48729	mult_mapping_expansion:binding/association
P17612	P48730	mult_mapping_expansion:binding/association
P17612	P49674	mult_mapping_expansion:binding/association
P17612	P49841	mult_mapping_expansion:binding/association
P17612	P78368	mult_mapping_expansion:binding/association
P17612	Q8N752	mult_mapping_expansion:binding/association
P17612	Q9HCP0	mult_mapping_expansion:binding/association
P17612	Q9Y6M4	mult_mapping_expansion:binding/association
P22612	P08151	mult_mapping_expansion:activation|phosphorylation
P22612	P10070	mult_mapping_expansion:activation|phosphorylation
P22612	P10071	mult_mapping_expansion:activation|phosphorylation
P22612	P48729	mult_mapping_expansion:binding/association
P22612	P48730	mult_mapping_expansion:binding/association
P22612	P49674	mult_mapping_expansion:binding/association
P22612	P49841	mult_mapping_expansion:binding/association
P22612	P78368	mult_mapping_expansion:binding/association
P22612	Q8N752	mult_mapping_expansion:binding/association
P22612	Q9HCP0	mult_mapping_expansion:binding/association
P22612	Q9Y6M4	mult_mapping_expansion:binding/association
P22694	P08151	mult_mapping_expansion:activation|phosphorylation
P22694	P10070	mult_mapping_expansion:activation|phosphorylation
P22694	P10071	mult_mapping_expansion:activation|phosphorylation
P22694	P48729	mult_mapping_expansion:binding/association
P22694	P48730	mult_mapping_expansion:binding/association
P22694	P49674	mult_mapping_expansion:binding/association
P22694	P49841	mult_mapping_expansion:binding/association
P22694	P78368	mult_mapping_expansion:binding/association
P22694	Q8N752	mult_mapping_expansion:binding/association
P22694	Q9HCP0	mult_mapping_expansion:binding/association
P22694	Q9Y6M4	mult_mapping_expansion:binding/association
P25098	P48729	mult_mapping_expansion:binding/association
P25098	P48730	mult_mapping_expansion:binding/association
P25098	P49674	mult_mapping_expansion:binding/association
P25098	P78368	mult_mapping_expansion:binding/association
P25098	Q8N752	mult_mapping_expansion:binding/association
P25098	Q99835	mult_mapping_expansion:activation
P25098	Q9HCP0	mult_mapping_expansion:binding/association
P25098	Q9Y6M4	mult_mapping_expansion:binding/association
P32121	Q8N6U8	mult_mapping_expansion:binding/association
P32121	Q99835	mult_mapping_expansion:binding/association
P32121	Q9Y496	mult_mapping_expansion:binding/association
P35626	P48729	mult_mapping_expansion:binding/association
P35626	P48730	mult_mapping_expansion:binding/association
P35626	P49674	mult_mapping_expansion:binding/association
P35626	P78368	mult_mapping_expansion:binding/association
P35626	Q8N752	mult_mapping_expansion:binding/association
P35626	Q99835	mult_mapping_expansion:activation
P35626	Q9HCP0	mult_mapping_expansion:binding/association
P35626	Q9Y6M4	mult_mapping_expansion:binding/association
P48729	P17612	mult_mapping_expansion:binding/association
P48729	P22612	mult_mapping_expansion:binding/association
P48729	P22694	mult_mapping_expansion:binding/association
P48729	P25098	mult_mapping_expansion:binding/association
P48729	P35626	mult_mapping_expansion:binding/association
P48729	Q99835	mult_mapping_expansion:activation|phosphorylation
P48730	P17612	mult_mapping_expansion:binding/association
P48730	P22612	mult_mapping_expansion:binding/association
P48730	P22694	mult_mapping_expansion:binding/association
P48730	P25098	mult_mapping_expansion:binding/association
P48730	P35626	mult_mapping_expansion:binding/association
P48730	Q99835	mult_mapping_expansion:activation|phosphorylation
P49407	Q8N6U8	mult_mapping_expansion:binding/association
P49407	Q99835	mult_mapping_expansion:binding/association
P49407	Q9Y496	mult_mapping_expansion:binding/association
P49674	P17612	mult_mapping_expansion:binding/association
P49674	P22612	mult_mapping_expansion:binding/association
P49674	P22694	mult_mapping_expansion:binding/association
P49674	P25098	mult_mapping_expansion:binding/association
P49674	P35626	mult_mapping_expansion:binding/association
P49674	Q99835	mult_mapping_expansion:activation|phosphorylation
P49841	P17612	mult_mapping_expansion:binding/association
P49841	P22612	mult_mapping_expansion:binding/association
P49841	P22694	mult_mapping_expansion:binding/association
P54826	Q13635	mult_mapping_expansion:binding/association
P54826	Q9Y6C5	mult_mapping_expansion:binding/association
P57679	Q99835	mult_mapping_expansion:binding/association
P78368	P17612	mult_mapping_expansion:binding/association
P78368	P22612	mult_mapping_expansion:binding/association
P78368	P22694	mult_mapping_expansion:binding/association
P78368	P25098	mult_mapping_expansion:binding/association
P78368	P35626	mult_mapping_expansion:binding/association
P78368	Q99835	mult_mapping_expansion:activation|phosphorylation
P98164	Q13635	mult_mapping_expansion:binding/association
P98164	Q9Y6C5	mult_mapping_expansion:binding/association
Q13616	P08151	mult_mapping_expansion:ubiquitination
Q13616	P10070	mult_mapping_expansion:ubiquitination
Q13616	P10071	mult_mapping_expansion:ubiquitination
Q13616	Q9UKB1	mult_mapping_expansion:binding/association
Q13616	Q9Y297	mult_mapping_expansion:binding/association
Q13618	O43791	mult_mapping_expansion:binding/association
