#node1	node2	edge_expansion:relation_type
A6NHL2	P17302	mult_mapping_expansion:binding/association
O43306	P17612	mult_mapping_expansion:compound
O43306	P22612	mult_mapping_expansion:compound
O43306	P22694	mult_mapping_expansion:compound
O60266	P17612	mult_mapping_expansion:compound
O60266	P22612	mult_mapping_expansion:compound
O60266	P22694	mult_mapping_expansion:compound
O60503	P17612	mult_mapping_expansion:compound
O60503	P22612	mult_mapping_expansion:compound
O60503	P22694	mult_mapping_expansion:compound
O95467	O43306	mult_mapping_expansion:activation
O95467	O60266	mult_mapping_expansion:activation
O95467	O60503	mult_mapping_expansion:activation
O95467	O95622	mult_mapping_expansion:activation
O95467	P40145	mult_mapping_expansion:activation
O95467	P51828	mult_mapping_expansion:activation
O95467	Q08462	mult_mapping_expansion:activation
O95467	Q08828	mult_mapping_expansion:activation
O95467	Q8NFM4	mult_mapping_expansion:activation
O95622	P17612	mult_mapping_expansion:compound
O95622	P22612	mult_mapping_expansion:compound
O95622	P22694	mult_mapping_expansion:compound
P00533	P62993	mult_mapping_expansion:activation
P01111	P04049	mult_mapping_expansion:activation
P01112	P04049	mult_mapping_expansion:activation
P01116	P04049	mult_mapping_expansion:activation
P01127	P00533	mult_mapping_expansion:activation
P01127	P09619	mult_mapping_expansion:activation
P01127	P16234	mult_mapping_expansion:activation
P01133	P00533	mult_mapping_expansion:activation
P01133	P09619	mult_mapping_expansion:activation
P01133	P16234	mult_mapping_expansion:activation
P04049	P36507	mult_mapping_expansion:activation
P04049	Q02750	mult_mapping_expansion:activation
P04085	P00533	mult_mapping_expansion:activation
P04085	P09619	mult_mapping_expansion:activation
P04085	P16234	mult_mapping_expansion:activation
P04350	P17302	mult_mapping_expansion:binding/association
P04899	O43306	mult_mapping_expansion:inhibition
P04899	O60266	mult_mapping_expansion:inhibition
P04899	O60503	mult_mapping_expansion:inhibition
P04899	O95622	mult_mapping_expansion:inhibition
P04899	P01111	mult_mapping_expansion:activation
P04899	P01112	mult_mapping_expansion:activation
P04899	P01116	mult_mapping_expansion:activation
P04899	P40145	mult_mapping_expansion:inhibition
P04899	P51828	mult_mapping_expansion:inhibition
P04899	Q08462	mult_mapping_expansion:inhibition
P04899	Q08828	mult_mapping_expansion:inhibition
P04899	Q8NFM4	mult_mapping_expansion:inhibition
P05129	P17302	mult_mapping_expansion:indirect effect
P05129	Q9UKL4	mult_mapping_expansion:indirect effect
P05771	P17302	mult_mapping_expansion:indirect effect
P05771	Q9UKL4	mult_mapping_expansion:indirect effect
P06493	P17302	mult_mapping_expansion:inhibition|phosphorylation
P06493	Q9UKL4	mult_mapping_expansion:inhibition|phosphorylation
P07437	P17302	mult_mapping_expansion:binding/association
P08588	O95467	mult_mapping_expansion:activation
P08588	P63092	mult_mapping_expansion:activation
P08754	O43306	mult_mapping_expansion:inhibition
P08754	O60266	mult_mapping_expansion:inhibition
P08754	O60503	mult_mapping_expansion:inhibition
P08754	O95622	mult_mapping_expansion:inhibition
P08754	P01111	mult_mapping_expansion:activation
P08754	P01112	mult_mapping_expansion:activation
P08754	P01116	mult_mapping_expansion:activation
P08754	P40145	mult_mapping_expansion:inhibition
P08754	P51828	mult_mapping_expansion:inhibition
P08754	Q08462	mult_mapping_expansion:inhibition
P08754	Q08828	mult_mapping_expansion:inhibition
P08754	Q8NFM4	mult_mapping_expansion:inhibition
P09619	P62993	mult_mapping_expansion:activation
P0DPH7	P17302	mult_mapping_expansion:binding/association
P0DPH8	P17302	mult_mapping_expansion:binding/association
P12931	P17302	mult_mapping_expansion:indirect effect
P12931	Q9UKL4	mult_mapping_expansion:indirect effect
P12931	Q9Y2U5	one_to_one_mapping:activation
P14416	P04899	mult_mapping_expansion:activation
P14416	P08754	mult_mapping_expansion:activation
P14416	P63096	mult_mapping_expansion:activation
P16234	P62993	mult_mapping_expansion:activation
P17252	P17302	mult_mapping_expansion:indirect effect
P17252	Q9UKL4	mult_mapping_expansion:indirect effect
P17302	A6NHL2	mult_mapping_expansion:binding/association
P17302	P04350	mult_mapping_expansion:binding/association
P17302	P07437	mult_mapping_expansion:binding/association
