#node1	node2	edge_expansion:relation_type
O14654	O00329	mult_mapping_expansion:activation
O14654	O00459	mult_mapping_expansion:activation
O14654	P27986	mult_mapping_expansion:activation
O14654	P42336	mult_mapping_expansion:activation
O14654	P42338	mult_mapping_expansion:activation
O14654	Q92569	mult_mapping_expansion:activation
O14733	P45983	mult_mapping_expansion:activation|phosphorylation
O14733	P45984	mult_mapping_expansion:activation|phosphorylation
O14733	P53779	mult_mapping_expansion:activation|phosphorylation
O14920	O14654	mult_mapping_expansion:inhibition|phosphorylation
O14920	P35568	mult_mapping_expansion:inhibition|phosphorylation
O14920	Q9Y4H2	mult_mapping_expansion:inhibition|phosphorylation
O15111	O14654	mult_mapping_expansion:inhibition|phosphorylation
O15111	P35568	mult_mapping_expansion:inhibition|phosphorylation
O15111	Q9Y4H2	mult_mapping_expansion:inhibition|phosphorylation
O75143	Q8TDY2	group_expansion
O75143	Q9BSB4	group_expansion
O75460	P17861	one_to_one_mapping:activation
O94907	O00744	mult_mapping_expansion:inhibition
O94907	O00755	mult_mapping_expansion:inhibition
O94907	O14904	mult_mapping_expansion:inhibition
O94907	O14905	mult_mapping_expansion:inhibition
O94907	O96014	mult_mapping_expansion:inhibition
O94907	P04628	mult_mapping_expansion:inhibition
O94907	P09544	mult_mapping_expansion:inhibition
O94907	P41221	mult_mapping_expansion:inhibition
O94907	P56703	mult_mapping_expansion:inhibition
O94907	P56704	mult_mapping_expansion:inhibition
O94907	P56705	mult_mapping_expansion:inhibition
O94907	P56706	mult_mapping_expansion:inhibition
O94907	Q93097	mult_mapping_expansion:inhibition
O94907	Q93098	mult_mapping_expansion:inhibition
O94907	Q9GZT5	mult_mapping_expansion:inhibition
O94907	Q9H1J5	mult_mapping_expansion:inhibition
O94907	Q9H1J7	mult_mapping_expansion:inhibition
O94907	Q9UBV4	mult_mapping_expansion:inhibition
O94907	Q9Y6F9	mult_mapping_expansion:inhibition
O95197	P56817	mult_mapping_expansion:inhibition
O95197	Q9Y5Z0	mult_mapping_expansion:inhibition
P01111	P04049	mult_mapping_expansion:activation
P01111	P10398	mult_mapping_expansion:activation
P01111	P15056	mult_mapping_expansion:activation
P01112	P04049	mult_mapping_expansion:activation
