#node1	node2	edge_expansion:relation_type
O00463	O14920	mult_mapping_expansion:indirect effect|phosphorylation
O00463	O15111	mult_mapping_expansion:indirect effect|phosphorylation
O00463	Q9Y6K9	mult_mapping_expansion:indirect effect|phosphorylation
O14543	P23458	mult_mapping_expansion:inhibition
O14543	P29597	mult_mapping_expansion:inhibition
O14727	P55211	one_to_one_mapping:activation
O14920	P25963	mult_mapping_expansion:activation|phosphorylation
O15111	P25963	mult_mapping_expansion:activation|phosphorylation
O15111	Q92985	one_to_one_mapping:activation
O15455	Q8IUC6	one_to_one_mapping:activation
O15533	P27797	mult_mapping_expansion:binding/association
O15533	P30101	mult_mapping_expansion:binding/association
O43318	O14920	mult_mapping_expansion:activation
O43318	O15111	mult_mapping_expansion:activation
O43318	Q9Y6K9	mult_mapping_expansion:activation
O60603	Q99836	one_to_one_mapping:activation
O60674	P15260	mult_mapping_expansion:binding/association
O60674	P38484	mult_mapping_expansion:binding/association
O60674	P42224	mult_mapping_expansion:activation|phosphorylation
P01024	P01031	one_to_one_mapping:binding/association
P01031	P01024	one_to_one_mapping:binding/association
P01374	Q92956	one_to_one_mapping:activation
P01375	P19438	one_to_one_mapping:activation
P01562	P17181	mult_mapping_expansion:activation
P01562	P48551	mult_mapping_expansion:activation
P01563	P17181	mult_mapping_expansion:activation
P01563	P48551	mult_mapping_expansion:activation
P01566	P17181	mult_mapping_expansion:activation
P01566	P48551	mult_mapping_expansion:activation
P01567	P17181	mult_mapping_expansion:activation
P01567	P48551	mult_mapping_expansion:activation
P01568	P17181	mult_mapping_expansion:activation
P01568	P48551	mult_mapping_expansion:activation
P01569	P17181	mult_mapping_expansion:activation
P01569	P48551	mult_mapping_expansion:activation
P01570	P17181	mult_mapping_expansion:activation
P01570	P48551	mult_mapping_expansion:activation
P01571	P17181	mult_mapping_expansion:activation
P01571	P48551	mult_mapping_expansion:activation
P01574	P17181	mult_mapping_expansion:activation
P01574	P48551	mult_mapping_expansion:activation
P01579	P15260	mult_mapping_expansion:activation
P01579	P38484	mult_mapping_expansion:activation
P01889	P27797	mult_mapping_expansion:binding/association
P01889	P30101	mult_mapping_expansion:binding/association
P01889	P61769	mult_mapping_expansion:binding/association
P01903	P04233	mult_mapping_expansion:binding/association
P01906	P04233	mult_mapping_expansion:binding/association
P01909	P04233	mult_mapping_expansion:binding/association
P01911	P04233	mult_mapping_expansion:binding/association
P01920	P04233	mult_mapping_expansion:binding/association
P04233	P01903	mult_mapping_expansion:binding/association
P04233	P01906	mult_mapping_expansion:binding/association
P04233	P01909	mult_mapping_expansion:binding/association
P04233	P01911	mult_mapping_expansion:binding/association
P04233	P01920	mult_mapping_expansion:binding/association
