#node1	node2	node1type	node2type	relation_type
Q9UBH0	Q9HB29|Q9NPH3	gene	group	activation
P29965	P25942	gene	gene	activation
O95972	O00238|Q13873	gene	group	activation
P42830|P80162	P25024	gene	gene	activation
Q9UHA7	Q9HB29|Q9NPH3	gene	group	activation
P41273	Q07011	gene	gene	activation
P22003	P27037|Q04771	gene	group	activation
Q9NZH7	Q9HB29|Q9NPH3	gene	group	activation
P23510	P43489	gene	gene	activation
P22003	Q04771|Q13705	gene	group	activation
P10145	P25024	gene	gene	activation
Q9NZH8	Q9HB29|Q9NPH3	gene	group	activation
Q9UNG2	Q9Y5U5	gene	gene	activation
P22003	Q04771|Q13873	gene	group	activation
P09341|P19875|P19876	P25025	gene	gene	activation
Q8WWZ1	Q9HB29|Q9NPH3	gene	group	activation
O75888	Q02223	gene	gene	activation
P22003	P27037|P36894	gene	group	activation
P42830|P80162	P25025	gene	gene	activation
Q9NZH6	O95256|Q13478	gene	group	activation
	O14836	gene	gene	activation
O14793	P36897|Q13705	gene	group	activation
P22003	P36894|Q13705	gene	group	activation
Q14116	O95256|Q13478	gene	group	activation
Q9Y275		gene	gene	activation
O14793	P36896|Q13705	gene	group	activation
P22003	P36894|Q13873	gene	group	activation
	P25025	gene	gene	activation
O95760	Q01638|Q9NPH3	gene	group	activation
Q9Y275	O14836	gene	gene	activation
P22362	P51685	gene	gene	activation
P22003	O00238|P27037	gene	group	activation
Q16552	Q8NAC3|Q96F46	gene	group	activation
	Q96RJ3	gene	gene	activation
	Q9NPB9	gene	gene	activation
P22003	O00238|Q13705	gene	group	activation
Q96PD4	Q8NAC3|Q96F46	gene	group	activation
O15444	P51686	gene	gene	activation
P22003	O00238|Q13873	gene	group	activation
P02775	P25025	gene	gene	activation
Q9UHF5	Q9NRM6	gene	gene	activation
P22004	P27037|Q04771	gene	group	activation
P02776|P10720	P49682	gene	gene	activation
Q9P0M4	Q8NFR9	gene	gene	activation
Q99731	Q9NPB9	gene	gene	activation
P22004	Q04771|Q13705	gene	group	activation
Q9H293	Q96F46|Q9NRM6	gene	group	activation
	P32248	gene	gene	activation
P22004	Q04771|Q13873	gene	group	activation
Q07325	P49682	gene	gene	activation
Q14005	P01730	gene	gene	activation
O00585		gene	gene	activation
P22004	P27037|P36894	gene	group	activation
P02778		gene	gene	activation
Q6ZMJ4	P07333	gene	gene	activation
O00585	P32248	gene	gene	activation
P22004	P36894|Q13705	gene	group	activation
O14625		gene	gene	activation
P09603		gene	gene	activation
P10147|P16619	P51681	gene	gene	activation
P22004	P36894|Q13873	gene	group	activation
O43927		gene	gene	activation
P01375	P19438	gene	gene	activation
P13236|Q8NHW4	P51681	gene	gene	activation
P22004	O00238|P27037	gene	group	activation
O43927	P32302	gene	gene	activation
	P20333	gene	gene	activation
P22004	O00238|Q13705	gene	group	activation
P48061	P61073	gene	gene	activation
P01374		gene	gene	activation
P22004	O00238|Q13873	gene	group	activation
	P25106	gene	gene	activation
P01374	P20333	gene	gene	activation
Q92583	P51679	gene	gene	activation
P18075	P27037|Q04771	gene	group	activation
Q9H2A7	O00574	gene	gene	activation
	P36941	gene	gene	activation
O00626		gene	gene	activation
P18075	Q04771|Q13705	gene	group	activation
P47992	P46094	gene	gene	activation
	Q92956	gene	gene	activation
P13501		gene	gene	activation
P18075	Q04771|Q13873	gene	group	activation
Q9UBD3		gene	gene	activation
Q06643	P36941	gene	gene	activation
P13501	P51681	gene	gene	activation
P18075	P27037|P36894	gene	group	activation
P78423	P49238	gene	gene	activation
O43557		gene	gene	activation
	P51677	gene	gene	activation
P18075	P36894|Q13705	gene	group	activation
P60568	P01589|P14784|P31785	gene	group	activation
O43557	Q92956	gene	gene	activation
	P32246	gene	gene	activation
P18075	P36894|Q13873	gene	group	activation
P60568	P14784|P31785	gene	group	activation
	O95407	gene	gene	activation
P10147|P16619		gene	gene	activation
P18075	O00238|P27037	gene	group	activation
P05112	P24394|P31785	gene	group	activation
P48023	O95407	gene	gene	activation
P10147|P16619	P32246	gene	gene	activation
P18075	O00238|Q13705	gene	group	activation
P13232	P16871|P31785	gene	group	activation
	P25445	gene	gene	activation
P80075		gene	gene	activation
P18075	O00238|Q13873	gene	group	activation
P15248	P31785|Q01113	gene	group	activation
O95150		gene	gene	activation
P80075	Q9NPB9	gene	gene	activation
P34820|Q7Z5Y6	P27037|Q04771	gene	group	activation
P40933	P14784|P31785|Q13261	gene	group	activation
O95150	Q93038	gene	gene	activation
	P41597	gene	gene	activation
P34820|Q7Z5Y6	Q04771|Q13705	gene	group	activation
Q9HBE4	P31785|Q9HBE5	gene	group	activation
P50591	O00220|O14763	gene	gene	activation
P34820|Q7Z5Y6	Q04771|Q13873	gene	group	activation
Q969D9	P16871|Q9HC73	gene	group	activation
Q16627	P32246	gene	gene	activation
P34820|Q7Z5Y6	P27037|P36894	gene	group	activation
P08700	P26951|P32927	gene	group	activation
P50591	O14798	gene	gene	activation
O15467		gene	gene	activation
P34820|Q7Z5Y6	P36894|Q13705	gene	group	activation
P05113	P32927|Q01344	gene	group	activation
	Q9UBN6	gene	gene	activation
P55773|Q16663		gene	gene	activation
P34820|Q7Z5Y6	P36894|Q13873	gene	group	activation
P04141	P15509|P32927	gene	group	activation
Q92838	Q9UNE0	gene	gene	activation
P34820|Q7Z5Y6	O00238|P27037	gene	group	activation
P05112	P24394	gene	gene	activation
Q92838	Q9HAV5	gene	gene	activation
P55773|Q16663	P51677	gene	gene	activation
P34820|Q7Z5Y6	O00238|Q13705	gene	group	activation
	P24394|P78552	gene	group	activation
P01138	P08138	gene	gene	activation
Q99616		gene	gene	activation
P34820|Q7Z5Y6	O00238|Q13873	gene	group	activation
	P24394|Q14627	gene	group	activation
