#node1	node2	edge_expansion:relation_type
O00329	Q05513	mult_mapping_expansion:activation
O00459	Q05513	mult_mapping_expansion:activation
O14543	P36956	one_to_one_mapping:indirect effect
O14920	P35568	one_to_one_mapping:inhibition|phosphorylation
O15294	Q53ET0	one_to_one_mapping:glycosylation
O15530	P31749	mult_mapping_expansion:activation|phosphorylation
O15530	P31751	mult_mapping_expansion:activation|phosphorylation
O15530	Q9Y243	mult_mapping_expansion:activation|phosphorylation
O43741	O00763	mult_mapping_expansion:inhibition|phosphorylation
O43889	Q9UBK2	mult_mapping_expansion:activation|indirect effect
O60502	O15294	one_to_one_mapping:indirect effect|inhibition
O95685	P06737	mult_mapping_expansion:dephosphorylation|indirect effect|inhibition
O95685	P11216	mult_mapping_expansion:dephosphorylation|indirect effect|inhibition
O95685	P11217	mult_mapping_expansion:dephosphorylation|indirect effect|inhibition
O95685	P13807	mult_mapping_expansion:activation|dephosphorylation
O95685	P54840	mult_mapping_expansion:activation|dephosphorylation
P01308	P06213	one_to_one_mapping:activation
P01308	P55055	mult_mapping_expansion:activation|indirect effect
P01308	Q13133	mult_mapping_expansion:activation|indirect effect
P01375	P19438	one_to_one_mapping:activation
P05231	P40763	one_to_one_mapping:activation|indirect effect
P06213	Q9Y4H2	one_to_one_mapping:activation|phosphorylation
P16220	Q9UBK2	mult_mapping_expansion:activation|indirect effect
P19438	P45983	mult_mapping_expansion:activation|indirect effect
P19438	P45984	mult_mapping_expansion:activation|indirect effect
P19438	P53779	mult_mapping_expansion:activation|indirect effect
P19838	P25963	mult_mapping_expansion:dissociation
P19838	P29474	mult_mapping_expansion:activation|indirect effect
P25963	P19838	mult_mapping_expansion:dissociation
P25963	Q04206	mult_mapping_expansion:dissociation
P27986	Q05513	mult_mapping_expansion:activation
P31749	P29474	mult_mapping_expansion:activation|phosphorylation
P31749	P49841	mult_mapping_expansion:inhibition|phosphorylation
P31749	Q12778	mult_mapping_expansion:inhibition|phosphorylation
P31751	P29474	mult_mapping_expansion:activation|phosphorylation
P31751	P49841	mult_mapping_expansion:inhibition|phosphorylation
P31751	Q12778	mult_mapping_expansion:inhibition|phosphorylation
P35568	O00329	mult_mapping_expansion:activation|phosphorylation
P35568	O00459	mult_mapping_expansion:activation|phosphorylation
P35568	P27986	mult_mapping_expansion:activation|phosphorylation
P35568	P42336	mult_mapping_expansion:activation|phosphorylation
P35568	P42338	mult_mapping_expansion:activation|phosphorylation
P35568	Q92569	mult_mapping_expansion:activation|phosphorylation
P36873	P06737	mult_mapping_expansion:dephosphorylation|indirect effect|inhibition
P36873	P11216	mult_mapping_expansion:dephosphorylation|indirect effect|inhibition
P36873	P11217	mult_mapping_expansion:dephosphorylation|indirect effect|inhibition
P36873	P13807	mult_mapping_expansion:activation|dephosphorylation
