#node1	node2	edge_expansion:relation_type
A3KFT3	O60262	mult_mapping_expansion:activation
A3KFT3	P38405	mult_mapping_expansion:activation
A3KFT3	P62873	mult_mapping_expansion:activation
A3KFT3	Q9P2W3	mult_mapping_expansion:activation
A4D2G3	O60262	mult_mapping_expansion:activation
A4D2G3	P38405	mult_mapping_expansion:activation
A4D2G3	P62873	mult_mapping_expansion:activation
A4D2G3	Q9P2W3	mult_mapping_expansion:activation
A6NCV1	O60262	mult_mapping_expansion:activation
A6NCV1	P38405	mult_mapping_expansion:activation
A6NCV1	P62873	mult_mapping_expansion:activation
A6NCV1	Q9P2W3	mult_mapping_expansion:activation
A6ND48	O60262	mult_mapping_expansion:activation
A6ND48	P38405	mult_mapping_expansion:activation
A6ND48	P62873	mult_mapping_expansion:activation
A6ND48	Q9P2W3	mult_mapping_expansion:activation
A6NDH6	O60262	mult_mapping_expansion:activation
A6NDH6	P38405	mult_mapping_expansion:activation
A6NDH6	P62873	mult_mapping_expansion:activation
A6NDH6	Q9P2W3	mult_mapping_expansion:activation
A6NDL8	O60262	mult_mapping_expansion:activation
A6NDL8	P38405	mult_mapping_expansion:activation
A6NDL8	P62873	mult_mapping_expansion:activation
A6NDL8	Q9P2W3	mult_mapping_expansion:activation
A6NET4	O60262	mult_mapping_expansion:activation
A6NET4	P38405	mult_mapping_expansion:activation
A6NET4	P62873	mult_mapping_expansion:activation
A6NET4	Q9P2W3	mult_mapping_expansion:activation
A6NF89	O60262	mult_mapping_expansion:activation
A6NF89	P38405	mult_mapping_expansion:activation
A6NF89	P62873	mult_mapping_expansion:activation
A6NF89	Q9P2W3	mult_mapping_expansion:activation
A6NFC9	O60262	mult_mapping_expansion:activation
A6NFC9	P38405	mult_mapping_expansion:activation
A6NFC9	P62873	mult_mapping_expansion:activation
A6NFC9	Q9P2W3	mult_mapping_expansion:activation
A6NH00	O60262	mult_mapping_expansion:activation
A6NH00	P38405	mult_mapping_expansion:activation
A6NH00	P62873	mult_mapping_expansion:activation
A6NH00	Q9P2W3	mult_mapping_expansion:activation
A6NHA9	O60262	mult_mapping_expansion:activation
A6NHA9	P38405	mult_mapping_expansion:activation
A6NHA9	P62873	mult_mapping_expansion:activation
A6NHA9	Q9P2W3	mult_mapping_expansion:activation
A6NHG9	O60262	mult_mapping_expansion:activation
A6NHG9	P38405	mult_mapping_expansion:activation
A6NHG9	P62873	mult_mapping_expansion:activation
A6NHG9	Q9P2W3	mult_mapping_expansion:activation
A6NIJ9	O60262	mult_mapping_expansion:activation
A6NIJ9	P38405	mult_mapping_expansion:activation
A6NIJ9	P62873	mult_mapping_expansion:activation
A6NIJ9	Q9P2W3	mult_mapping_expansion:activation
A6NJZ3	O60262	mult_mapping_expansion:activation
A6NJZ3	P38405	mult_mapping_expansion:activation
A6NJZ3	P62873	mult_mapping_expansion:activation
A6NJZ3	Q9P2W3	mult_mapping_expansion:activation
A6NKK0	O60262	mult_mapping_expansion:activation
A6NKK0	P38405	mult_mapping_expansion:activation
A6NKK0	P62873	mult_mapping_expansion:activation
A6NKK0	Q9P2W3	mult_mapping_expansion:activation
A6NL08	O60262	mult_mapping_expansion:activation
A6NL08	P38405	mult_mapping_expansion:activation
A6NL08	P62873	mult_mapping_expansion:activation
A6NL08	Q9P2W3	mult_mapping_expansion:activation
A6NL26	O60262	mult_mapping_expansion:activation
A6NL26	P38405	mult_mapping_expansion:activation
A6NL26	P62873	mult_mapping_expansion:activation
A6NL26	Q9P2W3	mult_mapping_expansion:activation
A6NM03	O60262	mult_mapping_expansion:activation
A6NM03	P38405	mult_mapping_expansion:activation
A6NM03	P62873	mult_mapping_expansion:activation
A6NM03	Q9P2W3	mult_mapping_expansion:activation
A6NM76	O60262	mult_mapping_expansion:activation
A6NM76	P38405	mult_mapping_expansion:activation
A6NM76	P62873	mult_mapping_expansion:activation
A6NM76	Q9P2W3	mult_mapping_expansion:activation
A6NMS3	O60262	mult_mapping_expansion:activation
A6NMS3	P38405	mult_mapping_expansion:activation
A6NMS3	P62873	mult_mapping_expansion:activation
A6NMS3	Q9P2W3	mult_mapping_expansion:activation
A6NND4	O60262	mult_mapping_expansion:activation
A6NND4	P38405	mult_mapping_expansion:activation
A6NND4	P62873	mult_mapping_expansion:activation
A6NND4	Q9P2W3	mult_mapping_expansion:activation
B2RN74	O60262	mult_mapping_expansion:activation
B2RN74	P38405	mult_mapping_expansion:activation
B2RN74	P62873	mult_mapping_expansion:activation
B2RN74	Q9P2W3	mult_mapping_expansion:activation
O14581	O60262	mult_mapping_expansion:activation
O14581	P38405	mult_mapping_expansion:activation
O14581	P62873	mult_mapping_expansion:activation
O14581	Q9P2W3	mult_mapping_expansion:activation
O43749	O60262	mult_mapping_expansion:activation
O43749	P38405	mult_mapping_expansion:activation
O43749	P62873	mult_mapping_expansion:activation
O43749	Q9P2W3	mult_mapping_expansion:activation
O43869	O60262	mult_mapping_expansion:activation
O43869	P38405	mult_mapping_expansion:activation
O43869	P62873	mult_mapping_expansion:activation
O43869	Q9P2W3	mult_mapping_expansion:activation
O60262	O60266	mult_mapping_expansion:activation
O60403	O60262	mult_mapping_expansion:activation
O60403	P38405	mult_mapping_expansion:activation
O60403	P62873	mult_mapping_expansion:activation
O60403	Q9P2W3	mult_mapping_expansion:activation
O60404	O60262	mult_mapping_expansion:activation
O60404	P38405	mult_mapping_expansion:activation
O60404	P62873	mult_mapping_expansion:activation
O60404	Q9P2W3	mult_mapping_expansion:activation
O60412	O60262	mult_mapping_expansion:activation
O60412	P38405	mult_mapping_expansion:activation
O60412	P62873	mult_mapping_expansion:activation
O60412	Q9P2W3	mult_mapping_expansion:activation
O60431	O60262	mult_mapping_expansion:activation
O60431	P38405	mult_mapping_expansion:activation
O60431	P62873	mult_mapping_expansion:activation
O60431	Q9P2W3	mult_mapping_expansion:activation
O76000	O60262	mult_mapping_expansion:activation
O76000	P38405	mult_mapping_expansion:activation
O76000	P62873	mult_mapping_expansion:activation
O76000	Q9P2W3	mult_mapping_expansion:activation
O76001	O60262	mult_mapping_expansion:activation
O76001	P38405	mult_mapping_expansion:activation
O76001	P62873	mult_mapping_expansion:activation
O76001	Q9P2W3	mult_mapping_expansion:activation
O76002	O60262	mult_mapping_expansion:activation
O76002	P38405	mult_mapping_expansion:activation
O76002	P62873	mult_mapping_expansion:activation
O76002	Q9P2W3	mult_mapping_expansion:activation
O76099	O60262	mult_mapping_expansion:activation
O76099	P38405	mult_mapping_expansion:activation
O76099	P62873	mult_mapping_expansion:activation
O76099	Q9P2W3	mult_mapping_expansion:activation
O76100	O60262	mult_mapping_expansion:activation
O76100	P38405	mult_mapping_expansion:activation
O76100	P62873	mult_mapping_expansion:activation
O76100	Q9P2W3	mult_mapping_expansion:activation
O95006	O60262	mult_mapping_expansion:activation
O95006	P38405	mult_mapping_expansion:activation
O95006	P62873	mult_mapping_expansion:activation
O95006	Q9P2W3	mult_mapping_expansion:activation
O95007	O60262	mult_mapping_expansion:activation
O95007	P38405	mult_mapping_expansion:activation
O95007	P62873	mult_mapping_expansion:activation
O95007	Q9P2W3	mult_mapping_expansion:activation
O95013	O60262	mult_mapping_expansion:activation
O95013	P38405	mult_mapping_expansion:activation
O95013	P62873	mult_mapping_expansion:activation
O95013	Q9P2W3	mult_mapping_expansion:activation
O95047	O60262	mult_mapping_expansion:activation
O95047	P38405	mult_mapping_expansion:activation
O95047	P62873	mult_mapping_expansion:activation
O95047	Q9P2W3	mult_mapping_expansion:activation
O95221	O60262	mult_mapping_expansion:activation
O95221	P38405	mult_mapping_expansion:activation
O95221	P62873	mult_mapping_expansion:activation
O95221	Q9P2W3	mult_mapping_expansion:activation
O95222	O60262	mult_mapping_expansion:activation
O95222	P38405	mult_mapping_expansion:activation
O95222	P62873	mult_mapping_expansion:activation
O95222	Q9P2W3	mult_mapping_expansion:activation
O95371	O60262	mult_mapping_expansion:activation
O95371	P38405	mult_mapping_expansion:activation
O95371	P62873	mult_mapping_expansion:activation
O95371	Q9P2W3	mult_mapping_expansion:activation
O95918	O60262	mult_mapping_expansion:activation
O95918	P38405	mult_mapping_expansion:activation
O95918	P62873	mult_mapping_expansion:activation
O95918	Q9P2W3	mult_mapping_expansion:activation
P0C617	O60262	mult_mapping_expansion:activation
P0C617	P38405	mult_mapping_expansion:activation
P0C617	P62873	mult_mapping_expansion:activation
P0C617	Q9P2W3	mult_mapping_expansion:activation
P0C645	O60262	mult_mapping_expansion:activation
P0C645	P38405	mult_mapping_expansion:activation
P0C645	P62873	mult_mapping_expansion:activation
P0C645	Q9P2W3	mult_mapping_expansion:activation
P0C646	O60262	mult_mapping_expansion:activation
P0C646	P38405	mult_mapping_expansion:activation
P0C646	P62873	mult_mapping_expansion:activation
P0C646	Q9P2W3	mult_mapping_expansion:activation
