#node1	node2	edge_expansion:relation_type
A4D0S4	Q05397	mult_mapping_expansion:activation
A6NMZ7	Q05397	mult_mapping_expansion:activation
A8TX70	Q05397	mult_mapping_expansion:activation
O00206	P63000	mult_mapping_expansion:activation
O14920	P19838	mult_mapping_expansion:activation|indirect effect
O14920	Q04206	mult_mapping_expansion:activation|indirect effect
O14944	P00533	mult_mapping_expansion:activation
O14944	P04626	mult_mapping_expansion:activation
O14944	P04629	mult_mapping_expansion:activation
O14944	P06213	mult_mapping_expansion:activation
O14944	P07333	mult_mapping_expansion:activation
O14944	P08069	mult_mapping_expansion:activation
O14944	P08138	mult_mapping_expansion:activation
O14944	P08581	mult_mapping_expansion:activation
O14944	P09619	mult_mapping_expansion:activation
O14944	P10721	mult_mapping_expansion:activation
O14944	P11362	mult_mapping_expansion:activation
O14944	P16234	mult_mapping_expansion:activation
O14944	P17948	mult_mapping_expansion:activation
O14944	P21802	mult_mapping_expansion:activation
O14944	P21860	mult_mapping_expansion:activation
O14944	P22455	mult_mapping_expansion:activation
O14944	P22607	mult_mapping_expansion:activation
O14944	P29317	mult_mapping_expansion:activation
O14944	P35916	mult_mapping_expansion:activation
O14944	P35968	mult_mapping_expansion:activation
O14944	P36888	mult_mapping_expansion:activation
O14944	Q02763	mult_mapping_expansion:activation
O14944	Q15303	mult_mapping_expansion:activation
O14944	Q16620	mult_mapping_expansion:activation
O15111	P19838	mult_mapping_expansion:activation|indirect effect
O15111	Q04206	mult_mapping_expansion:activation|indirect effect
O15123	P00533	mult_mapping_expansion:activation
O15123	P04626	mult_mapping_expansion:activation
O15123	P04629	mult_mapping_expansion:activation
O15123	P06213	mult_mapping_expansion:activation
O15123	P07333	mult_mapping_expansion:activation
O15123	P08069	mult_mapping_expansion:activation
O15123	P08138	mult_mapping_expansion:activation
O15123	P08581	mult_mapping_expansion:activation
O15123	P09619	mult_mapping_expansion:activation
O15123	P10721	mult_mapping_expansion:activation
O15123	P11362	mult_mapping_expansion:activation
O15123	P16234	mult_mapping_expansion:activation
O15123	P17948	mult_mapping_expansion:activation
O15123	P21802	mult_mapping_expansion:activation
O15123	P21860	mult_mapping_expansion:activation
O15123	P22455	mult_mapping_expansion:activation
O15123	P22607	mult_mapping_expansion:activation
O15123	P29317	mult_mapping_expansion:activation
O15123	P35916	mult_mapping_expansion:activation
O15123	P35968	mult_mapping_expansion:activation
O15123	P36888	mult_mapping_expansion:activation
O15123	Q02763	mult_mapping_expansion:activation
O15123	Q15303	mult_mapping_expansion:activation
O15123	Q16620	mult_mapping_expansion:activation
O15230	Q05397	mult_mapping_expansion:activation
O15335	Q05397	mult_mapping_expansion:activation
O15520	P00533	mult_mapping_expansion:activation
O15520	P04626	mult_mapping_expansion:activation
O15520	P04629	mult_mapping_expansion:activation
O15520	P06213	mult_mapping_expansion:activation
O15520	P07333	mult_mapping_expansion:activation
O15520	P08069	mult_mapping_expansion:activation
O15520	P08138	mult_mapping_expansion:activation
O15520	P08581	mult_mapping_expansion:activation
O15520	P09619	mult_mapping_expansion:activation
O15520	P10721	mult_mapping_expansion:activation
O15520	P11362	mult_mapping_expansion:activation
O15520	P16234	mult_mapping_expansion:activation
O15520	P17948	mult_mapping_expansion:activation
O15520	P21802	mult_mapping_expansion:activation
O15520	P21860	mult_mapping_expansion:activation
O15520	P22455	mult_mapping_expansion:activation
O15520	P22607	mult_mapping_expansion:activation
O15520	P29317	mult_mapping_expansion:activation
O15520	P35916	mult_mapping_expansion:activation
O15520	P35968	mult_mapping_expansion:activation
O15520	P36888	mult_mapping_expansion:activation
O15520	Q02763	mult_mapping_expansion:activation
O15520	Q15303	mult_mapping_expansion:activation
O15520	Q16620	mult_mapping_expansion:activation
O15530	P17252	one_to_one_mapping:activation|phosphorylation
