#node1	node2	node1type	node2type	relation_type
P48023	P25445	gene	gene	activation
Q9BZW8	O43561	gene	gene	activation
P78314	P15498|P52735|Q9UKW4	gene	gene	binding/association
P15498|P52735|Q9UKW4	P78314	gene	gene	binding/association
P10144	P42574	gene	gene	activation
P27361|P28482	P01375	gene	gene	indirect effect
P78314	P16885|P19174	gene	gene	binding/association
P16885|P19174	P78314	gene	gene	binding/association
	P55957	gene	gene	activation
P27361|P28482	P04141	gene	gene	indirect effect
P50591	O00220|O14763	gene	gene	activation
P43629|P43630	P29350	gene	gene	activation
P27361|P28482	P01579	gene	gene	indirect effect
P43629|P43630	Q06124	gene	gene	activation
O95644|Q13469	P01375	gene	gene	indirect effect
P05362|P13598	P05107|P20701	gene	group	activation
O95644|Q13469	P04141	gene	gene	indirect effect
P15260|P38484		gene	gene	indirect effect
Q5VY80|Q6H3X3|Q8TD07	P26718	gene	gene	activation
P43626|P43627|P43628|Q8N109	P29350	gene	gene	activation
P01579	P15260|P38484	gene	gene	activation
P43626|P43627|P43628|Q8N109	Q06124	gene	gene	activation
P01562|P01563|P01566|P01567|P01568|P01569|P01570|P01571|P01574|P01579|P05013|P05014|P05015|P32881	P15260|P17181|P38484|P48551	gene	gene	activation
P26715|Q13241	P29350	group	gene	activation
P15260|P17181|P38484|P48551	P50591	gene	gene	indirect effect
P26715|Q13241	Q06124	group	gene	activation
P01579	P15260|P17181|P38484|P48551	gene	gene	activation
P05107|P20701	Q14289	group	gene	activation
Q13153	P36507|Q02750	gene	gene	activation|phosphorylation
P05107|P20701	P15498|P52735|Q9UKW4	group	gene	activation
P36507|Q02750	P27361|P28482	gene	gene	activation|phosphorylation
	O14796	gene	gene	activation
P04049|P10398|P15056	P36507|Q02750	gene	gene	activation|phosphorylation
	O60880	gene	gene	activation
P06239	O43914	gene	gene	activation|phosphorylation
O60880	P06241	gene	gene	activation
P06241		gene	gene	activation|phosphorylation
	P43403	gene	gene	activation
P06241	P30273	gene	gene	activation|phosphorylation
	P43405	gene	gene	activation
	P20963	gene	gene	activation|phosphorylation
P43403	Q13094	gene	gene	activation|phosphorylation
	O43561	gene	gene	activation|phosphorylation
P20963		gene	gene	activation
P43405		gene	gene	activation|phosphorylation
P20963	P43405	gene	gene	activation
	O00329|O00459|P27986|P42336|P42338|Q92569	gene	gene	activation
		gene	gene	activation|phosphorylation
Q9UBK5	P16885|P19174	gene	gene	activation
Q9UBK5	O00329|O00459|P27986|P42336|P42338|Q92569	gene	gene	activation
P29350	P15498|P52735|Q9UKW4	gene	gene	dephosphorylation|inhibition
P16885|P19174	P15498|P52735|Q9UKW4	gene	gene	activation
Q06124	P15498|P52735|Q9UKW4	gene	gene	dephosphorylation|inhibition
O00329|O00459|P27986|P42336|P42338|Q92569	P15153|P60763|P63000	gene	gene	activation
P29350		gene	gene	dephosphorylation|inhibition
P15498|P52735|Q9UKW4	P15153|P60763|P63000	gene	gene	activation
Q06124		gene	gene	dephosphorylation|inhibition
Q14289	P15153|P60763|P63000	gene	gene	activation
P29350	O43561	gene	gene	dephosphorylation|inhibition
P15153|P60763|P63000	Q13153	gene	gene	activation
	P62993	gene	gene	activation
P16298|P48454|P63098|Q08209|Q96LZ3	O95644|Q13469	gene	gene	activation|dephosphorylation
	P43631|P43632|Q14952|Q14953|Q14954	gene	gene	binding/association
P43631|P43632|Q14952|Q14953|Q14954		gene	gene	binding/association
	P29353|P98077|Q6S5L8|Q92529	gene	gene	activation
	Q13241	gene	group	binding/association
Q13241		group	gene	binding/association
	O95944	gene	gene	binding/association
O95944		gene	gene	binding/association
P29353|P98077|Q6S5L8|Q92529	P62993	gene	gene	activation
	O76036	gene	gene	binding/association
O76036		gene	gene	binding/association
P62993	Q07889|Q07890	gene	gene	activation
	O75015|P08637	gene	gene	binding/association
O75015|P08637		gene	gene	binding/association
Q07889|Q07890	P01111|P01112|P01116	gene	gene	activation
	O14931	gene	gene	binding/association
O14931		gene	gene	binding/association
P01111|P01112|P01116	P04049|P10398|P15056	gene	gene	activation
Q9UBK5	P62993	gene	gene	activation
	P16885|P19174	gene	gene	activation
	P26718	gene	gene	binding/association
P26718		gene	gene	binding/association
P16885|P19174	P16298|P48454|P63098|Q08209|Q96LZ3	gene	gene	compound
O00329|O00459|P27986|P42336|P42338|Q92569	P15498|P52735|Q9UKW4	gene	gene	compound
P16885|P19174	P05129|P05771|P17252	gene	gene	compound
P01889	P43629|P43630	gene	gene	activation
P04439	P43629|P43630	gene	gene	activation
P17693	P43629|P43630	gene	gene	activation
P10321	P43626|P43627|P43628|Q8N109	gene	gene	activation
P13747	P26715|Q13241	gene	group	activation
P10321	P43631|P43632|Q14952|Q14953|Q14954	gene	gene	activation
P13747	Q13241	gene	group	activation
Q29980|Q29983	P26718	gene	gene	activation
Q9BZM4|Q9BZM5|Q9BZM6	P26718	gene	gene	activation
P09326		gene	gene	activation
