#node1	node2	edge_expansion:relation_type
O14638	O95544	mult_mapping_expansion:compound
O14638	P28907	mult_mapping_expansion:compound
O14638	Q10588	mult_mapping_expansion:compound
O14638	Q13423	mult_mapping_expansion:compound
O14638	Q4G0N4	mult_mapping_expansion:compound
O14638	Q9NPI5	mult_mapping_expansion:compound
O14638	Q9NWW6	mult_mapping_expansion:compound
P00491	P28907	mult_mapping_expansion:compound
P00491	P43490	one_to_one_mapping:compound
P00491	Q10588	mult_mapping_expansion:compound
P21589	O14638	mult_mapping_expansion:compound
P21589	P00491	mult_mapping_expansion:compound
P21589	P22413	mult_mapping_expansion:compound
P21589	P43490	mult_mapping_expansion:compound
P21589	Q96T66	mult_mapping_expansion:compound
P21589	Q9BQG2	mult_mapping_expansion:compound
P21589	Q9BZQ4	mult_mapping_expansion:compound
P21589	Q9HAN9	mult_mapping_expansion:compound
P22413	O95544	mult_mapping_expansion:compound
P22413	P28907	mult_mapping_expansion:compound
P22413	Q10588	mult_mapping_expansion:compound
P22413	Q13423	mult_mapping_expansion:compound
P22413	Q4G0N4	mult_mapping_expansion:compound
P22413	Q9NPI5	mult_mapping_expansion:compound
P22413	Q9NWW6	mult_mapping_expansion:compound
P28907	O95544	mult_mapping_expansion:compound
P28907	P00491	mult_mapping_expansion:compound
P28907	P28907	mult_mapping_expansion:compound
P28907	P43490	mult_mapping_expansion:compound
P28907	Q10588	mult_mapping_expansion:compound
P28907	Q13423	mult_mapping_expansion:compound
P28907	Q4G0N4	mult_mapping_expansion:compound
P28907	Q8IXJ6	mult_mapping_expansion:compound
P28907	Q8N6T7	mult_mapping_expansion:compound
P28907	Q96EB6	mult_mapping_expansion:compound
P28907	Q9NRC8	mult_mapping_expansion:compound
P28907	Q9NTG7	mult_mapping_expansion:compound
P28907	Q9NXA8	mult_mapping_expansion:compound
P28907	Q9Y6E7	mult_mapping_expansion:compound
P40261	P28907	mult_mapping_expansion:compound
P40261	Q06278	one_to_one_mapping:compound
P40261	Q10588	mult_mapping_expansion:compound
P43490	P28907	mult_mapping_expansion:compound
P43490	Q10588	mult_mapping_expansion:compound
P49902	O14638	mult_mapping_expansion:compound
P49902	P00491	mult_mapping_expansion:compound
P49902	P22413	mult_mapping_expansion:compound
P49902	P43490	mult_mapping_expansion:compound
P49902	Q15274	mult_mapping_expansion:compound
P49902	Q6XQN6	mult_mapping_expansion:compound
P49902	Q96T66	mult_mapping_expansion:compound
P49902	Q9BQG2	mult_mapping_expansion:compound
P49902	Q9BZQ4	mult_mapping_expansion:compound
P49902	Q9HAN9	mult_mapping_expansion:compound
Q10588	O95544	mult_mapping_expansion:compound
Q10588	P00491	mult_mapping_expansion:compound
Q10588	P28907	mult_mapping_expansion:compound
Q10588	P43490	mult_mapping_expansion:compound
Q10588	Q10588	mult_mapping_expansion:compound
Q10588	Q13423	mult_mapping_expansion:compound
Q10588	Q4G0N4	mult_mapping_expansion:compound
Q10588	Q8IXJ6	mult_mapping_expansion:compound
Q10588	Q8N6T7	mult_mapping_expansion:compound
Q10588	Q96EB6	mult_mapping_expansion:compound
Q10588	Q9NRC8	mult_mapping_expansion:compound
Q10588	Q9NTG7	mult_mapping_expansion:compound
