#node1	node2	node1type	node2type	relation_type
P01275	O95838|P43220	gene	gene	activation
P07492|P08949	P28336|P30550|P32247	gene	gene	activation
P01270|Q96A98	P49190|Q03431	gene	gene	activation
P00734|P00747|P07477|P07478|P08311|P12544|P35030	O00254|P25116|P55085|Q8TEW0|Q96RI0	gene	gene	activation
P01042	P30411|P46663	gene	gene	activation
P18509	P41586	gene	gene	activation
P01286	Q02643	gene	gene	activation
P01215|P01225	P23945	gene	gene	activation
P01024	Q16581	gene	gene	activation
P09683	P47872	gene	gene	activation
P01215|P01229	P22888	gene	gene	activation
P01031	P21730	gene	gene	activation
P01282	P32241|P41587	gene	gene	activation
P01215|P01222	P16473	gene	gene	activation
P06307	P32238|P32239	gene	gene	activation
P05305|P14138|P20800	P24530|P25101	gene	gene	activation
P22466	O43603|O60755|P47211	gene	gene	activation
P0DP57|P55000	P02708|P07510|P11230|P17787|P30532|P30926|P32297|P36544|P43681|Q04844|Q05901|Q07001|Q15822|Q15825|Q9GZZ6|Q9UGM1	gene	gene	activation
Q9UBU3	Q92847	gene	gene	activation
Q15726	Q969F8	gene	gene	activation
P01189	P32245|P33032|P41968|Q01718|Q01726	gene	gene	activation
P12872	O43193	gene	gene	activation
P48645	Q9GZQ4|Q9HB89	gene	gene	activation
O15130	Q9GZQ6|Q9Y5X5	gene	gene	activation
P01298|P01303|P10082	P0DQD5|P25929|P49146|P50391|Q15761|Q9NYM4	gene	gene	activation
Q8N729|Q8NG41	P48145|P48146	gene	gene	activation
P30990	O95665|P30989	gene	gene	activation
P01189|P01210|P01213	P35372|P41143|P41145|P41146	gene	gene	activation
O43612	O43613|O43614	gene	gene	activation
P01178	P30559	gene	gene	activation
O00230|P61278	P30872|P30874|P31391|P32745|P35346	gene	gene	activation
P20366|Q86UU9	P25103	gene	gene	activation
P20366	P21452	gene	gene	activation
Q9UHF0	P29371	gene	gene	activation
O95399|Q765I0	Q9UKP6	gene	gene	activation
P01185	P30518|P37288|P47901	gene	gene	activation
P81277	P49683	gene	gene	activation
P20382	Q969V1|Q99705	gene	gene	activation
O43555|P01148	P30968	gene	gene	activation
P20396	P34981	gene	gene	activation
P01241|P01242|P0DML2|P0DML3	P10912	gene	gene	activation
P01019	P04201	gene	gene	activation
P04090|P04808|P51460|Q8WXF3|Q9Y5Q6	Q8TDU9|Q8WXD0|Q9HBX9|Q9NSD7	gene	gene	activation
P41159	P48357	gene	gene	activation
P01236	P16471	gene	gene	activation
P01258|P10092|P10997|P35318	P30988|Q16602	gene	gene	activation
P06850|P55089|Q969E3|Q96RP3	P34998|Q13324	gene	gene	activation
P09681	P48546	gene	gene	activation
P01019	P30556|P50052	gene	gene	activation
P01275	P47871	gene	gene	activation
Q9ULZ1	P35414	gene	gene	activation
