#node1	node2	edge_expansion:relation_type
O00212	O75051	mult_mapping_expansion:binding/association
O00212	P51805	mult_mapping_expansion:binding/association
O00212	Q92730	one_to_one_mapping:inhibition
O00212	Q9HCM2	mult_mapping_expansion:binding/association
O00212	Q9UIW2	mult_mapping_expansion:binding/association
O00238	P53667	mult_mapping_expansion:activation
O00238	Q13873	group_expansion
O00329	Q15118	mult_mapping_expansion:activation|indirect effect
O00459	Q15118	mult_mapping_expansion:activation|indirect effect
O15031	P08581	mult_mapping_expansion:binding/association
O15031	P10301	mult_mapping_expansion:inhibition
O15031	P15153	mult_mapping_expansion:inhibition
O15031	P60763	mult_mapping_expansion:inhibition
O15031	P63000	mult_mapping_expansion:inhibition
O15031	Q92730	mult_mapping_expansion:binding/association
O15041	O14786	mult_mapping_expansion:activation
O15197	P20936	mult_mapping_expansion:activation
O43157	P08581	mult_mapping_expansion:binding/association
O43157	P10301	mult_mapping_expansion:inhibition
O43157	P15153	mult_mapping_expansion:inhibition
O43157	P60763	mult_mapping_expansion:inhibition
O43157	P63000	mult_mapping_expansion:inhibition
O43157	Q92730	mult_mapping_expansion:binding/association
O43295	P60953	mult_mapping_expansion:inhibition
O43639	O75914	mult_mapping_expansion:binding/association
O43639	O96013	mult_mapping_expansion:binding/association
O43639	P15153	mult_mapping_expansion:activation
O43639	P60763	mult_mapping_expansion:activation
O43639	P63000	mult_mapping_expansion:activation
O43639	Q05397	one_to_one_mapping:activation
O43639	Q13153	mult_mapping_expansion:binding/association
O43639	Q13177	mult_mapping_expansion:binding/association
O43639	Q9NQU5	mult_mapping_expansion:binding/association
O43639	Q9P286	mult_mapping_expansion:binding/association
O43921	P06241	mult_mapping_expansion:activation
O43921	P20936	mult_mapping_expansion:activation
O43921	P21709	mult_mapping_expansion:activation
O43921	P29317	mult_mapping_expansion:activation
O43921	P29320	mult_mapping_expansion:activation
O43921	P29322	mult_mapping_expansion:activation
O43921	P54756	mult_mapping_expansion:activation
O43921	P54764	mult_mapping_expansion:activation
O43921	Q15375	mult_mapping_expansion:activation
O43921	Q9UF33	mult_mapping_expansion:activation
O75044	P60953	mult_mapping_expansion:inhibition
O75051	O00212	mult_mapping_expansion:binding/association
O75051	P15153	mult_mapping_expansion:activation
O75051	P60763	mult_mapping_expansion:activation
O75051	P63000	mult_mapping_expansion:activation
O75093	Q9Y6N7	one_to_one_mapping:activation
O75116	O14950	mult_mapping_expansion:activation|phosphorylation
O75116	P19105	mult_mapping_expansion:activation|phosphorylation
O75116	P24844	mult_mapping_expansion:activation|phosphorylation
O75116	Q02045	mult_mapping_expansion:activation|phosphorylation
O75326	P05556	one_to_one_mapping:activation
O75914	O43639	mult_mapping_expansion:binding/association
O75914	P16333	mult_mapping_expansion:binding/association
O75914	P53667	mult_mapping_expansion:activation|phosphorylation
O75914	P53671	mult_mapping_expansion:activation|phosphorylation
O94813	Q9HCK4	one_to_one_mapping:activation
O95025	O14786	mult_mapping_expansion:activation
O95185	Q06124	mult_mapping_expansion:binding/association
O95631	P43146	one_to_one_mapping:activation
O95754	O15031	mult_mapping_expansion:activation
O95754	O43157	mult_mapping_expansion:activation
O95754	Q9ULL4	mult_mapping_expansion:activation
O96013	O43639	mult_mapping_expansion:binding/association
O96013	P16333	mult_mapping_expansion:binding/association
O96013	P53667	mult_mapping_expansion:activation|phosphorylation
O96013	P53671	mult_mapping_expansion:activation|phosphorylation
P00519	Q8N8S7	one_to_one_mapping:activation|one_to_one_mapping:activation|phosphorylation
P01111	P27361	mult_mapping_expansion:activation|indirect effect
P01111	P28482	mult_mapping_expansion:activation|indirect effect
P01112	P27361	mult_mapping_expansion:activation|indirect effect
P01112	P28482	mult_mapping_expansion:activation|indirect effect
P01116	P27361	mult_mapping_expansion:activation|indirect effect
P01116	P28482	mult_mapping_expansion:activation|indirect effect
P06241	O75051	mult_mapping_expansion:activation|phosphorylation
P06241	P15153	mult_mapping_expansion:activation
P06241	P51805	mult_mapping_expansion:activation|phosphorylation
P06241	P60763	mult_mapping_expansion:activation
P06241	P60953	one_to_one_mapping:activation
P06241	P63000	mult_mapping_expansion:activation
P06241	Q00535	one_to_one_mapping:activation|phosphorylation
P06241	Q9HCM2	mult_mapping_expansion:activation|phosphorylation
P06241	Q9UIW2	mult_mapping_expansion:activation|phosphorylation
