#node1	node2	node1type	node2type	relation_type
P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	Q15746|Q32MK0|Q86YV6|Q9H1R3	gene	gene	activation
P15735|P46019|P46020|Q16816|Q93100	P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	gene	gene	binding/association
P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	P15735|P46019|P46020|Q16816|Q93100	gene	gene	binding/association
P16298|P48454|P63098|Q08209|Q96LZ3	P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	gene	gene	binding/association
P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	P16298|P48454|P63098|Q08209|Q96LZ3	gene	gene	binding/association
P08172|P11229|P20309|P21452|P21731|P22888|P24530|P25100|P25101|P25103|P25105|P25116|P28223|P28335|P29371|P30411|P30550|P30556|P30559|P30989|P32238|P32239|P34981|P34995|P35348|P35367|P35368|P37288|P41594|P41595|P43088|P43115|P46663|P47901|P61073|Q13255|Q9NPC1|Q9NS75|Q9Y271	O95837|P29992|P30679|P50148	gene	gene	activation
O60266|O60503|P40145|P51828|Q08462|Q08828|Q8NFM4	P17612|P22612|P22694	gene	gene	compound
O95837|P29992|P30679|P50148	Q00722|Q01970|Q15147|Q9NQ66	gene	gene	activation
P51178|Q8N3E9|Q9BRC7	Q14571|Q14573|Q14643	gene	gene	compound
Q13586|Q9P246	Q96D31|Q96SN7|Q9BRQ5	gene	gene	activation
Q00722|Q01970|Q15147|Q9NQ66	Q14571|Q14573|Q14643	gene	gene	compound
P28907	Q8NHX9|Q9ULQ1	gene	gene	compound
P16885|P19174	Q14571|Q14573|Q14643	gene	gene	compound
Q9P212	Q14571|Q14573|Q14643	gene	gene	compound
O14958|P31415	Q12797|Q13061	gene	group	binding/association
Q12797|Q13061	O14958|P31415	group	gene	binding/association
Q86YW0	Q14571|Q14573|Q14643	gene	gene	compound
P23327	Q13061	gene	gene	binding/association
Q13061	P23327	gene	gene	binding/association
P51178|Q8N3E9|Q9BRC7	P05129|P05771|P17252	gene	gene	compound
P23327	O14983|P16615|Q93084	gene	gene	binding/association
O14983|P16615|Q93084	P23327	gene	gene	binding/association
Q00722|Q01970|Q15147|Q9NQ66	P05129|P05771|P17252	gene	gene	compound
P16885|P19174	P05129|P05771|P17252	gene	gene	compound
P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	P54750|Q01064|Q14123	gene	gene	activation
Q9P212	P05129|P05771|P17252	gene	gene	compound
P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	O60266|P40145|Q08828	gene	gene	activation
P07550|P08588|P08912|P11229|P13945|P20309|P21728|P21918|P25021|P29274|P29275|P34969|P47898|P50406|Q13639	O95467|P38405|P63092	gene	gene	activation
Q86YW0	P05129|P05771|P17252	gene	gene	compound
P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	P29474|P29475|P35228	gene	gene	binding/association
P29474|P29475|P35228	P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	gene	gene	binding/association
P28907	P21817|Q15413|Q92736	gene	gene	compound
Q13554|Q13555|Q13557|Q14012|Q16566|Q8IU85|Q96NX5|Q9UQM7	P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	gene	gene	binding/association
P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	Q13554|Q13555|Q13557|Q14012|Q16566|Q8IU85|Q96NX5|Q9UQM7	gene	gene	binding/association
O95467|P38405|P63092	O60266|O60503|P40145|P51828|Q08462|Q08828|Q8NFM4	gene	gene	activation
P17612|P22612|P22694	P26678	gene	gene	inhibition|phosphorylation
P26678	O14983|P16615|Q93084	gene	gene	inhibition
P00533|P04626|P09619|P16234|P21860|Q15303	P16885|P19174	gene	gene	activation
