#node1	node2	node1type	node2type	relation_type
P62993	Q07889|Q07890	gene	gene	activation
O00329|O00459|P27986|P42336|P42338|Q92569	Q13418	gene	gene	compound
P01133	P00533	gene	gene	activation
	O00329|O00459|P27986|P42336|P42338|Q92569	gene	gene	activation
	P62993	gene	gene	activation
P27361|P28482	P19419	gene	gene	activation|phosphorylation
O00329|O00459|P27986|P42336|P42338|Q92569	O15530	gene	gene	compound
P36507|Q02750	P27361|P28482	gene	gene	activation|phosphorylation
P04049|P10398|P15056	P36507|Q02750	gene	gene	activation|phosphorylation
Q07889|Q07890	P01111|P01112|P01116	gene	gene	activation
P01111|P01112|P01116	P04049|P10398|P15056	gene	gene	activation
P01116	P04049|P10398|P15056	gene	gene	activation
P35222	P36402|Q9HCS4|Q9NQB0|Q9UJU2	gene	gene	activation
O15530	P31749|P31751|Q9Y243	gene	gene	activation|phosphorylation
Q13418	P31749|P31751|Q9Y243	gene	gene	activation|phosphorylation
P31749|P31751|Q9Y243	O43524	gene	gene	inhibition|phosphorylation
P31749|P31751|Q9Y243	Q92934	gene	gene	inhibition|phosphorylation
P31749|P31751|Q9Y243	P55211	gene	gene	inhibition|phosphorylation
