#node1	node2	edge_expansion:relation_type
O60218	P06280	mult_mapping_expansion:compound
O60218	P09848	mult_mapping_expansion:compound
P06280	O43451	mult_mapping_expansion:compound
P06280	P06280	one_to_one_mapping:compound
P06280	P10253	mult_mapping_expansion:compound
P06280	P14410	one_to_one_mapping:compound
P06280	Q2M2H8	mult_mapping_expansion:compound
P06280	Q8TET4	mult_mapping_expansion:compound
P07902	P51570	one_to_one_mapping:compound
P09848	P35575	mult_mapping_expansion:compound
P09848	Q9BUM1	mult_mapping_expansion:compound
P09848	Q9NQR9	mult_mapping_expansion:compound
P15121	P06280	mult_mapping_expansion:compound
P15121	P09848	mult_mapping_expansion:compound
P16278	P35575	mult_mapping_expansion:compound
P16278	Q9BUM1	mult_mapping_expansion:compound
P16278	Q9NQR9	mult_mapping_expansion:compound
P19367	P16278	mult_mapping_expansion:compound
P19367	P36871	mult_mapping_expansion:compound
P19367	Q96G03	mult_mapping_expansion:compound
P35557	P09848	one_to_one_mapping:compound
P35575	P36871	mult_mapping_expansion:compound
P35575	Q96G03	mult_mapping_expansion:compound
P36871	Q16851	mult_mapping_expansion:compound
P52789	P16278	mult_mapping_expansion:compound
P52789	P36871	mult_mapping_expansion:compound
P52789	Q96G03	mult_mapping_expansion:compound
P52790	P16278	mult_mapping_expansion:compound
P52790	P36871	mult_mapping_expansion:compound
P52790	Q96G03	mult_mapping_expansion:compound
Q14376	Q16851	one_to_one_mapping:compound
Q2TB90	P16278	mult_mapping_expansion:compound
Q2TB90	P36871	mult_mapping_expansion:compound
Q2TB90	Q96G03	mult_mapping_expansion:compound
Q96C23	P16278	one_to_one_mapping:compound
Q96G03	Q16851	mult_mapping_expansion:compound
Q9BUM1	P36871	mult_mapping_expansion:compound
Q9BUM1	Q96G03	mult_mapping_expansion:compound
Q9NQR9	P36871	mult_mapping_expansion:compound
Q9NQR9	Q96G03	mult_mapping_expansion:compound
