#node1	node2	edge_expansion:relation_type
O15444	P51686	one_to_one_mapping:binding/association
O75144	Q9Y6W8	one_to_one_mapping:activation|binding/association
O75888	O14836	one_to_one_mapping:activation|binding/association
P13612	Q13477	mult_mapping_expansion:binding/association
P26010	Q13477	mult_mapping_expansion:binding/association
P29965	P25942	one_to_one_mapping:activation|binding/association
P33681	P10747	mult_mapping_expansion:activation|binding/association
P36941	Q99558	one_to_one_mapping:activation
P40933	Q13261	one_to_one_mapping:binding/association
P42081	P10747	mult_mapping_expansion:activation|binding/association
P46092	Q9NRJ3	one_to_one_mapping:binding/association
P48061	P61073	one_to_one_mapping:binding/association
P51686	O15444	one_to_one_mapping:binding/association
P61073	P48061	one_to_one_mapping:binding/association
Q13261	P40933	one_to_one_mapping:binding/association
Q13477	P13612	mult_mapping_expansion:binding/association
Q13477	P26010	mult_mapping_expansion:binding/association
Q9NRJ3	P46092	one_to_one_mapping:binding/association
Q9Y275	Q96RJ3	one_to_one_mapping:activation|binding/association
