#node1	node2	node1type	node2type	relation_type
Q9BVG9	O14939|Q13393|Q8IV08|Q96BZ4	gene	gene	compound
Q9BVG9	Q9UBM1	gene	gene	compound
O14939|Q13393|Q8IV08|Q96BZ4	Q9UG56	gene	gene	compound
P53816		gene	gene	compound
Q9UG56		gene	gene	compound
O14939|Q13393|Q8IV08|Q96BZ4		gene	gene	compound
P04180	O75608|Q6P1J6|Q6ZV29|Q8IY17|Q8NCC3	gene	gene	compound
O15496|O60733|P04054|P0C869|P14555|P39877|P47712|P53816|Q3MJ16|Q68DD2|Q6P1J6|Q86XP0|Q9BX93|Q9BZM1|Q9BZM2|Q9NZ20|Q9NZK7|Q9UNK4|Q9UP65	O75608|Q6P1J6|Q6ZV29|Q8IY17|Q8NCC3	gene	gene	compound
Q643R3|Q6P1A2|Q7L5N7|Q8NF37	O75608|Q6P1J6|Q6ZV29|Q8IY17|Q8NCC3	gene	gene	compound
P53816	O95372|Q6P1J6|Q6ZV29|Q8IY17	gene	gene	compound
Q99447	Q8TBG4	gene	gene	compound
Q9NPB8	O75608|Q6P1J6|Q6ZV29|Q8IY17|Q8NCC3	gene	gene	compound
Q8TCT1		gene	gene	compound
Q9NPB8	O95372|Q6P1J6|Q6ZV29|Q8IY17	gene	gene	compound
P35790|Q9HBU6|Q9NVF9|Q9Y259		gene	gene	compound
Q8WUD6|Q9Y6K0	P49585|Q9Y5K3	gene	gene	compound
Q5VZY2|Q8NEB5	Q9C0D9|Q9Y6K0	gene	gene	compound
P49585|Q9Y5K3	P35790|Q9Y259	gene	gene	compound
Q9C0D9|Q9Y6K0	Q9UG56	gene	gene	compound
P49585|Q9Y5K3	Q8TCT1	gene	gene	compound
Q5VZY2|Q8NEB5	Q8WUD6|Q9Y6K0	gene	gene	compound
P35790|Q9Y259	P22303	gene	gene	compound
Q5VZY2|Q8NEB5	O14939|Q13393|Q8IV08|Q96BZ4	gene	gene	compound
P35790|Q9Y259	P28329	gene	gene	compound
Q5VZY2|Q8NEB5	O15120|Q6UWP7|Q6ZNC8|Q6ZWT7|Q99943|Q9NRZ5|Q9NRZ7|Q9NUQ2	gene	gene	compound
P35790|Q9Y259	Q9NPB8	gene	gene	compound
P22303	Q8TCT1	gene	gene	compound
O14939|Q13393|Q8IV08|Q96BZ4	O14939|Q13393|Q8IV08|Q96BZ4	gene	gene	compound
P28329		gene	gene	compound
Q5VZY2|Q8NEB5	O95674|Q92903	gene	gene	compound
Q9NPB8		gene	gene	compound
Q9UJA2	Q16635|Q6UWP7	gene	gene	compound
	Q9NPB8	gene	gene	compound
Q643R3|Q6UWP7|Q7L5N7|Q8NF37|Q92604	Q9UJA2	gene	gene	compound
P28329	Q9NPB8	gene	gene	compound
Q643R3|Q6P1A2|Q6ZNC8|Q6ZWT7	Q9UG56	gene	gene	compound
	Q9C0D9|Q9Y6K0	gene	gene	compound
Q643R3|Q6P1A2|Q6ZNC8|Q6ZWT7		gene	gene	compound
	P35790|Q9HBU6|Q9NVF9|Q9Y259	gene	gene	compound
Q643R3|Q6P1A2|Q6ZNC8|Q6ZWT7	P53816	gene	gene	compound
	Q8TCT1	gene	gene	compound
Q643R3|Q6P1A2|Q6ZNC8|Q6ZWT7	Q53H76	gene	gene	compound
P35790|Q9HBU6|Q9NVF9|Q9Y259	Q9NPB8	gene	gene	compound
Q643R3|Q6P1A2|Q6ZNC8|Q6ZWT7	P48651	gene	gene	compound
Q8TCT1	Q9NPB8	gene	gene	compound
Q9UG56	Q53H76	gene	gene	compound
O15496|O60733|P04054|P0C869|P14555|P39877|P47712|P53816|Q3MJ16|Q68DD2|Q6P1J6|Q86XP0|Q9BX93|Q9BZM1|Q9BZM2|Q9NZ20|Q9NZK7|Q9UNK4|Q9UP65	O75608|Q6P1J6|Q6ZV29|Q8IY17	gene	gene	compound
		gene	gene	compound
O75608|Q6P1J6|Q6ZV29|Q8IY17	Q643R3|Q6P1A2|Q6ZNC8|Q6ZWT7	gene	gene	compound
	P48651	gene	gene	compound
O75608|Q6P1J6|Q6ZV29|Q8IY17		gene	gene	compound
O95372|Q6P1J6|Q6ZV29|Q8IY17		gene	gene	compound
O15228	P21695|Q8N335	gene	gene	compound
Q643R3|Q6P1A2|Q7L5N7|Q8NF37	P53816	gene	gene	compound
O15228	P43304	gene	gene	compound
Q643R3|Q6P1A2|Q7L5N7|Q8NF37	Q8WUD6|Q9Y6K0	gene	gene	compound
Q53EU6|Q6NUI2|Q86UL3|Q9HCL2	Q3LIE5	gene	gene	compound
Q643R3|Q6P1A2|Q7L5N7|Q8NF37	Q9UBM1	gene	gene	compound
	Q3LIE5	gene	gene	compound
P48651	Q643R3|Q6P1A2|Q7L5N7|Q8NF37	gene	gene	compound
P21695|Q8N335	Q3LIE5	gene	gene	compound
Q643R3|Q6P1A2|Q7L5N7|Q8NF37	O14939|Q13393|Q8IV08|Q96BZ4	gene	gene	compound
Q53EU6|Q6NUI2|Q86UL3|Q9HCL2		gene	gene	compound
Q8WUD6|Q9Y6K0	P53816	gene	gene	compound
Q53EU6|Q6NUI2|Q86UL3|Q9HCL2	P21695|Q8N335	gene	gene	compound
P53816	Q9UBM1	gene	gene	compound
O15120|Q6UWP7|Q6ZNC8|Q6ZWT7|Q99943|Q9NRZ5|Q9NRZ7|Q9NUQ2	Q53EU6|Q6NUI2|Q86UL3|Q9HCL2	gene	gene	compound
P48651		gene	gene	compound
O14939|Q13393|Q8IV08|Q96BZ4	O15120|Q6UWP7|Q6ZNC8|Q6ZWT7|Q99943|Q9NRZ5|Q9NRZ7|Q9NUQ2	gene	gene	compound
	O14939|Q13393|Q8IV08|Q96BZ4	gene	gene	compound
O14494|O14495|O43688|Q14693|Q5VZY2|Q8NEB5|Q92539|Q9BQK8	O15120|Q6UWP7|Q6ZNC8|Q6ZWT7|Q99943|Q9NRZ5|Q9NRZ7|Q9NUQ2	gene	gene	compound
Q8WUD6|Q9Y6K0		gene	gene	compound
O75912|P23743|P49619|P52429|P52824|Q13574|Q16760|Q5KSL6|Q86XP1|Q9Y6T7	O15120|Q6UWP7|Q6ZNC8|Q6ZWT7|Q99943|Q9NRZ5|Q9NRZ7|Q9NUQ2	gene	gene	compound
P48651	Q8WUD6|Q9Y6K0	gene	gene	compound
Q8WUD6|Q9Y6K0	O14939|Q13393|Q8IV08|Q96BZ4	gene	gene	compound
O15120|Q6UWP7|Q6ZNC8|Q6ZWT7|Q99943|Q9NRZ5|Q9NRZ7|Q9NUQ2	O95674|Q92903	gene	gene	compound
O14494|O14495|O43688|Q14693|Q5VZY2|Q8NEB5|Q92539|Q9BQK8	O14939|Q13393|Q8IV08|Q96BZ4	gene	gene	compound
O75912|P23743|P49619|P52429|P52824|Q13574|Q16760|Q5KSL6|Q86XP1|Q9Y6T7	O14939|Q13393|Q8IV08|Q96BZ4	gene	gene	compound
P48651	O14939|Q13393|Q8IV08|Q96BZ4	gene	gene	compound
O14939|Q13393|Q8IV08|Q96BZ4	O95674|Q92903	gene	gene	compound
Q9UBM1		gene	gene	compound
Q8WUD6|Q9Y6K0	Q9C0D9|Q9Y6K0	gene	gene	compound
O14494|O14495|O43688|Q14693|Q5VZY2|Q8NEB5|Q92539|Q9BQK8	O95674|Q92903	gene	gene	compound
