#node1	node2	edge_expansion:relation_type
O14983	P26678	mult_mapping_expansion:binding/association
O43306	O95398	mult_mapping_expansion:activation
O43306	Q8WZA2	mult_mapping_expansion:activation
O60266	O95398	mult_mapping_expansion:activation
O60266	Q8WZA2	mult_mapping_expansion:activation
O60503	O95398	mult_mapping_expansion:activation
O60503	Q8WZA2	mult_mapping_expansion:activation
O75582	O43889	mult_mapping_expansion:activation|phosphorylation
O75582	P15336	mult_mapping_expansion:activation|phosphorylation
O75582	P16220	mult_mapping_expansion:activation|phosphorylation
O75582	P18848	mult_mapping_expansion:activation|phosphorylation
O75582	Q02930	mult_mapping_expansion:activation|phosphorylation
O75582	Q68CJ9	mult_mapping_expansion:activation|phosphorylation
O75582	Q70SY1	mult_mapping_expansion:activation|phosphorylation
O75582	Q8TEY5	mult_mapping_expansion:activation|phosphorylation
O75582	Q96BA8	mult_mapping_expansion:activation|phosphorylation
O75582	Q99941	mult_mapping_expansion:activation|phosphorylation
O95398	O15264	mult_mapping_expansion:activation
O95398	P53778	mult_mapping_expansion:activation
O95398	Q15759	mult_mapping_expansion:activation
O95398	Q16539	mult_mapping_expansion:activation
O95467	O43306	mult_mapping_expansion:activation
O95467	O60266	mult_mapping_expansion:activation
O95467	O60503	mult_mapping_expansion:activation
O95467	O95622	mult_mapping_expansion:activation
O95467	P40145	mult_mapping_expansion:activation
O95467	P51828	mult_mapping_expansion:activation
O95467	Q08462	mult_mapping_expansion:activation
O95467	Q08828	mult_mapping_expansion:activation
O95467	Q8NFM4	mult_mapping_expansion:activation
O95622	O95398	mult_mapping_expansion:activation
O95622	Q8WZA2	mult_mapping_expansion:activation
P01019	P30556	mult_mapping_expansion:activation
P01019	P50052	mult_mapping_expansion:activation
P04899	P27361	mult_mapping_expansion:activation
P04899	P28482	mult_mapping_expansion:activation
P04899	P48736	mult_mapping_expansion:activation
P04899	Q5UE93	mult_mapping_expansion:activation
P04899	Q8WYR1	mult_mapping_expansion:activation
P06753	P19429	mult_mapping_expansion:binding/association
P06753	P68032	mult_mapping_expansion:binding/association
P07550	O95467	mult_mapping_expansion:activation
P07550	P04899	mult_mapping_expansion:activation
P07550	P08754	mult_mapping_expansion:activation
P07550	P63092	mult_mapping_expansion:activation
P07550	P63096	mult_mapping_expansion:activation
P07951	P19429	mult_mapping_expansion:binding/association
P07951	P68032	mult_mapping_expansion:binding/association
P08588	O95467	mult_mapping_expansion:activation
P08588	P63092	mult_mapping_expansion:activation
P08590	P68032	mult_mapping_expansion:binding/association
P08754	P27361	mult_mapping_expansion:activation
P08754	P28482	mult_mapping_expansion:activation
P08754	P48736	mult_mapping_expansion:activation
P08754	Q5UE93	mult_mapping_expansion:activation
P08754	Q8WYR1	mult_mapping_expansion:activation
P09493	P19429	mult_mapping_expansion:binding/association
P09493	P68032	mult_mapping_expansion:binding/association
P0DP23	Q13554	mult_mapping_expansion:activation
P0DP23	Q13555	mult_mapping_expansion:activation
P0DP23	Q13557	mult_mapping_expansion:activation
P0DP23	Q9UQM7	mult_mapping_expansion:activation
P0DP24	Q13554	mult_mapping_expansion:activation
P0DP24	Q13555	mult_mapping_expansion:activation
P0DP24	Q13557	mult_mapping_expansion:activation
P0DP24	Q9UQM7	mult_mapping_expansion:activation
P0DP25	Q13554	mult_mapping_expansion:activation
P0DP25	Q13555	mult_mapping_expansion:activation
P0DP25	Q13557	mult_mapping_expansion:activation
P0DP25	Q9UQM7	mult_mapping_expansion:activation
P10916	P68032	mult_mapping_expansion:binding/association
P12829	P68032	mult_mapping_expansion:binding/association
P12883	P68032	mult_mapping_expansion:binding/association
P13533	P68032	mult_mapping_expansion:binding/association
P16615	P26678	mult_mapping_expansion:binding/association
P17252	Q13522	one_to_one_mapping:activation|phosphorylation
P17612	O00305	mult_mapping_expansion:activation|phosphorylation
P17612	O43889	mult_mapping_expansion:activation|phosphorylation
P17612	O60359	mult_mapping_expansion:activation|phosphorylation
P17612	O60840	mult_mapping_expansion:activation|phosphorylation
P17612	P05023	mult_mapping_expansion:activation|phosphorylation
P17612	P05026	mult_mapping_expansion:activation|phosphorylation
P17612	P13637	mult_mapping_expansion:activation|phosphorylation
P17612	P14415	mult_mapping_expansion:activation|phosphorylation
P17612	P15336	mult_mapping_expansion:activation|phosphorylation
P17612	P15382	mult_mapping_expansion:activation|phosphorylation
P17612	P16220	mult_mapping_expansion:activation|phosphorylation
P17612	P18848	mult_mapping_expansion:activation|phosphorylation
P17612	P19429	mult_mapping_expansion:activation|phosphorylation
P17612	P19634	mult_mapping_expansion:activation|phosphorylation
P17612	P20020	mult_mapping_expansion:activation|phosphorylation
P17612	P23634	mult_mapping_expansion:activation|phosphorylation
P17612	P26678	mult_mapping_expansion:activation|phosphorylation
P17612	P32418	mult_mapping_expansion:activation|phosphorylation
P17612	P50993	mult_mapping_expansion:activation|phosphorylation
P17612	P51787	mult_mapping_expansion:activation|phosphorylation
P17612	P54284	mult_mapping_expansion:activation|phosphorylation
P17612	P54289	mult_mapping_expansion:activation|phosphorylation
P17612	P54709	mult_mapping_expansion:activation|phosphorylation
P17612	P54710	mult_mapping_expansion:activation|phosphorylation
P17612	P57103	mult_mapping_expansion:activation|phosphorylation
P17612	P62955	mult_mapping_expansion:activation|phosphorylation
P17612	Q01118	mult_mapping_expansion:activation|phosphorylation
P17612	Q01668	mult_mapping_expansion:activation|phosphorylation
P17612	Q01814	mult_mapping_expansion:activation|phosphorylation
P17612	Q02641	mult_mapping_expansion:activation|phosphorylation
P17612	Q02930	mult_mapping_expansion:activation|phosphorylation
P17612	Q06432	mult_mapping_expansion:activation|phosphorylation
P17612	Q07699	mult_mapping_expansion:activation|phosphorylation
P17612	Q08289	mult_mapping_expansion:activation|phosphorylation
P17612	Q13522	mult_mapping_expansion:activation|phosphorylation
P17612	Q13698	mult_mapping_expansion:activation|phosphorylation
P17612	Q13733	mult_mapping_expansion:activation|phosphorylation
P17612	Q13936	mult_mapping_expansion:activation|phosphorylation
P17612	Q14524	mult_mapping_expansion:activation|phosphorylation
P17612	Q16720	mult_mapping_expansion:activation|phosphorylation
P17612	Q68CJ9	mult_mapping_expansion:activation|phosphorylation
P17612	Q70SY1	mult_mapping_expansion:activation|phosphorylation
P17612	Q7Z3S7	mult_mapping_expansion:activation|phosphorylation
P17612	Q8IWT1	mult_mapping_expansion:activation|phosphorylation
P17612	Q8IZS8	mult_mapping_expansion:activation|phosphorylation
P17612	Q8TEY5	mult_mapping_expansion:activation|phosphorylation
P17612	Q8WXS5	mult_mapping_expansion:activation|phosphorylation
P17612	Q92736	mult_mapping_expansion:activation|phosphorylation
P17612	Q96BA8	mult_mapping_expansion:activation|phosphorylation
P17612	Q99941	mult_mapping_expansion:activation|phosphorylation
P17612	Q9BXT2	mult_mapping_expansion:activation|phosphorylation
P17612	Q9NY47	mult_mapping_expansion:activation|phosphorylation
P17612	Q9UBN1	mult_mapping_expansion:activation|phosphorylation
P17612	Q9UF02	mult_mapping_expansion:activation|phosphorylation
P17612	Q9UN42	mult_mapping_expansion:activation|phosphorylation
P17612	Q9UPR5	mult_mapping_expansion:activation|phosphorylation
P17612	Q9Y698	mult_mapping_expansion:activation|phosphorylation
P19429	P06753	mult_mapping_expansion:binding/association
P19429	P07951	mult_mapping_expansion:binding/association
P19429	P09493	mult_mapping_expansion:binding/association
P19429	P67936	mult_mapping_expansion:binding/association
P22612	O00305	mult_mapping_expansion:activation|phosphorylation
P22612	O43889	mult_mapping_expansion:activation|phosphorylation
P22612	O60359	mult_mapping_expansion:activation|phosphorylation
P22612	O60840	mult_mapping_expansion:activation|phosphorylation
P22612	P05023	mult_mapping_expansion:activation|phosphorylation
P22612	P05026	mult_mapping_expansion:activation|phosphorylation
P22612	P13637	mult_mapping_expansion:activation|phosphorylation
P22612	P14415	mult_mapping_expansion:activation|phosphorylation
P22612	P15336	mult_mapping_expansion:activation|phosphorylation
P22612	P15382	mult_mapping_expansion:activation|phosphorylation
P22612	P16220	mult_mapping_expansion:activation|phosphorylation
P22612	P18848	mult_mapping_expansion:activation|phosphorylation
P22612	P19429	mult_mapping_expansion:activation|phosphorylation
P22612	P19634	mult_mapping_expansion:activation|phosphorylation
P22612	P20020	mult_mapping_expansion:activation|phosphorylation
P22612	P23634	mult_mapping_expansion:activation|phosphorylation
P22612	P26678	mult_mapping_expansion:activation|phosphorylation
P22612	P32418	mult_mapping_expansion:activation|phosphorylation
P22612	P50993	mult_mapping_expansion:activation|phosphorylation
P22612	P51787	mult_mapping_expansion:activation|phosphorylation
P22612	P54284	mult_mapping_expansion:activation|phosphorylation
P22612	P54289	mult_mapping_expansion:activation|phosphorylation
P22612	P54709	mult_mapping_expansion:activation|phosphorylation
P22612	P54710	mult_mapping_expansion:activation|phosphorylation
P22612	P57103	mult_mapping_expansion:activation|phosphorylation
