#node1	node2	node1type	node2type	relation_type
Q12834	O95067	group	gene	inhibition|ubiquitination
Q12834	O95997|Q9NZH5	group	gene	inhibition|ubiquitination
Q12834		group	gene	inhibition|ubiquitination
Q12834	P14635	group	gene	inhibition|ubiquitination
O43306|O60266|O60503|O95622|P40145|P51828|Q08462|Q08828|Q8NFM4	P17612|P22612|P22694	gene	gene	compound
O43683	Q5FBB7	gene	gene	indirect effect
O95997|Q9NZH5	Q14674	gene	gene	inhibition
P06401	P17612|P22612|P22694	gene	gene	compound
Q14674	O95072	gene	gene	inhibition
P10275	P17612|P22612|P22694	gene	gene	compound
O95067|P06493	Q17RY0|Q7Z5Q1|Q8NE35|Q9BZB8	group	gene	activation|phosphorylation
P08069	P17612|P22612|P22694	gene	gene	compound
Q4G163	Q12834	gene	gene	inhibition
O14965	Q17RY0|Q7Z5Q1|Q8NE35|Q9BZB8	gene	gene	activation|phosphorylation
P06493|P14635	Q4G163	group	gene	inhibition|phosphorylation
Q13257|Q9UI95|Q9Y6D9	P30260|Q13042|Q8NHZ8|Q9BS18|Q9H1A4|Q9NYG5|Q9UJX2|Q9UJX3|Q9UJX4|Q9UJX5|Q9UJX6|Q9UM13	gene	gene	inhibition|phosphorylation
P27348|P31946|P61981|P62258|P63104|Q04917	P30307	gene	gene	dissociation
P30307	P27348|P31946|P61981|P62258|P63104|Q04917	gene	gene	dissociation
P24941	P30260|Q13042|Q8NHZ8|Q9BS18|Q9H1A4|Q9NYG5|Q9UJX2|Q9UJX3|Q9UJX4|Q9UJX5|Q9UJX6|Q9UM13	group	gene	inhibition|phosphorylation
P53350	Q17RY0|Q7Z5Q1|Q8NE35|Q9BZB8	gene	gene	activation|phosphorylation
P00540	Q02750	gene	gene	activation|phosphorylation
P30307	P06493	gene	gene	activation|dephosphorylation
Q86YW0	Q14571|Q14573|Q14643	gene	gene	compound
P06493		group	gene	activation|phosphorylation
	Q99640	gene	gene	inhibition|phosphorylation
Q14571|Q14573|Q14643	P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	gene	gene	compound
P24941		gene	gene	activation|phosphorylation
P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	P16298|P48454|P63098|Q08209|Q96LZ3	gene	gene	activation
O15264|P53778|Q15759|Q16539		gene	gene	activation|phosphorylation
	P27361|P28482	gene	gene	activation|phosphorylation
P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	Q13554|Q13555|Q13557|Q9UQM7	gene	gene	activation
P36873|P62136|P62140		gene	gene	activation|dephosphorylation
P27361|P28482	P51812|Q15349|Q15418|Q9UK32	gene	gene	activation|phosphorylation
P16298|P48454|P63098|Q08209|Q96LZ3		gene	group	activation|dephosphorylation
P53350		gene	gene	activation|inhibition|phosphorylation
P51812|Q15349|Q15418|Q9UK32		gene	gene	activation|phosphorylation
P30153|P30154|P62714|P67775		gene	gene	activation|dephosphorylation
O95067|P06493	Q9H2G2	group	gene	activation|phosphorylation
P51812|Q15349|Q15418|Q9UK32	Q99640	gene	gene	inhibition|phosphorylation
Q13554|Q13555|Q13557|Q9UQM7		gene	gene	inhibition|phosphorylation
Q9H2G2	P53350	gene	gene	activation|phosphorylation
Q99640		gene	gene	inhibition|phosphorylation
O95067|P06493		group	gene	activation|phosphorylation
	Q13257|Q9UI95|Q9Y6D9	gene	gene	activation
P17612|P22612|P22694		gene	gene	inhibition|phosphorylation
P01308	P08069	gene	gene	activation
Q13554|Q13555|Q13557|Q9UQM7	P30307	gene	gene	inhibition|phosphorylation
P05019		gene	gene	activation
Q9UKT4	Q12834	gene	gene	inhibition
