#node1	node2	node1type	node2type	relation_type
O95467|P38405|P63092	O95622	gene	gene	activation
Q9BXM7	E9PQ53|O00217|O00483|O14561|O15239|O43181|O43674|O43676|O43677|O43678|O43920|O75251|O75306|O75380|O75438|O75489|O95139|O95167|O95168|O95169|O95178|O95182|O95298|O95299|O96000|P03886|P03891|P03897|P03901|P03905|P03915|P03923|P17568|P19404|P28331|P49821|P51970|P56181|P56556|Q16718|Q16795|Q86Y39|Q9NRX3|Q9NX14|Q9P0J0|Q9UI09|Q9Y6M9	gene	gene	inhibition
P0CG47|P0CG48|P62979|P62987	P0CG47|P0CG48|P62979|P62987	gene	gene	binding/association
O60260	P19174	gene	gene	activation
P37840	O60282|P33176|Q07866|Q12840|Q6P597|Q9H0B6|Q9NSK0	gene	gene	inhibition
O43464	P99999	gene	gene	inhibition
P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	Q13554|Q13555|Q13557|Q9UQM7	gene	gene	activation
Q12931		gene	gene	inhibition
O75460	P17861	gene	gene	activation
Q99683|Q9UER7	P45983|P45984|P53779	group	gene	activation
Q9NZJ5	P05198	gene	gene	activation
	P18848	gene	gene	activation
P05141|P12235|P12236|P21796|P30405|P45880|Q9H0C2|Q9Y277		gene	gene	activation
	P55211	gene	gene	activation
Q07812		gene	gene	activation
O14727	P55211	gene	gene	activation
A6NHL2|P0DPH7|P0DPH8|P68363|P68366|Q6PEY2|Q71U36|Q9BQE3|Q9NY65	P04350|P07437|P68371|Q13509|Q13885|Q3ZCM7|Q9BUF5|Q9BVA1|Q9H4B7	gene	gene	binding/association
P04350|P07437|P68371|Q13509|Q13885|Q3ZCM7|Q9BUF5|Q9BVA1|Q9H4B7	A6NHL2|P0DPH7|P0DPH8|P68363|P68366|Q6PEY2|Q71U36|Q9BQE3|Q9NY65	gene	gene	binding/association
	P42574	gene	gene	activation
Q13554|Q13555|Q13557|Q9UQM7	P10636	gene	gene	activation|phosphorylation
P37840	P11021	gene	gene	inhibition
	P18850	gene	gene	inhibition
		gene	gene	inhibition
P22314|P41226	P0CG47|P0CG48|P62979|P62987	gene	gene	binding/association
P0CG47|P0CG48|P62979|P62987	P22314|P41226	gene	gene	binding/association
P37840	P54219|Q05940	gene	gene	inhibition
O14933|P68036	P0CG47|P0CG48|P62979|P62987	gene	gene	binding/association
P0CG47|P0CG48|P62979|P62987	O14933|P68036	gene	gene	binding/association
P37840	E9PQ53|O00217|O00483|O14561|O15239|O43181|O43674|O43676|O43677|O43678|O43920|O75251|O75306|O75380|O75438|O75489|O95139|O95167|O95168|O95169|O95178|O95182|O95298|O95299|O96000|P03886|P03891|P03897|P03901|P03905|P03915|P03923|P17568|P19404|P28331|P49821|P51970|P56181|P56556|Q16718|Q16795|Q86Y39|Q9NRX3|Q9NX14|Q9P0J0|Q9UI09|Q9Y6M9	gene	gene	inhibition
P29274	O95467|P38405|P63092	gene	gene	activation
