#node1	node2	node1type	node2type	relation_type
A3KFT3|A4D2G3|A6NCV1|A6ND48|A6NDH6|A6NDL8|A6NET4|A6NF89|A6NFC9|A6NH00|A6NHA9|A6NHG9|A6NIJ9|A6NJZ3|A6NKK0|A6NL08|A6NL26|A6NM03|A6NM76|A6NMS3|A6NND4|B2RN74|O14581|O43749|O43869|O60403|O60404|O60412|O60431|O76000|O76001|O76002|O76099|O76100|O95006|O95007|O95013|O95047|O95221|O95222|O95371|O95918|P0C617|P0C645|P0C646|P0C7N5|P0C7T3|P30953|P30954|P34982|P47881|P47887|P47888|P47890|P47893|P58170|P58173|P58180|P58181|P58182|Q13606|Q13607|Q15612|Q15615|Q15617|Q15619|Q15620|Q15622|Q5JQS5|Q5JRS4|Q5TZ20|Q6IEU7|Q6IEV9|Q6IEY1|Q6IEZ7|Q6IF00|Q6IF36|Q6IF42|Q6IF63|Q6IF82|Q6IF99|Q6IFG1|Q6IFH4|Q6IFN5|Q7Z3T1|Q8IXE1|Q8N0Y3|Q8N0Y5|Q8N127|Q8N146|Q8N148|Q8N162|Q8N349|Q8N628|Q8NG75|Q8NG76|Q8NG77|Q8NG78|Q8NG80|Q8NG81|Q8NG83|Q8NG84|Q8NG85|Q8NG92|Q8NG94|Q8NG95|Q8NG97|Q8NG98|Q8NG99|Q8NGA0|Q8NGA1|Q8NGA5|Q8NGA6|Q8NGA8|Q8NGB2|Q8NGB4|Q8NGB6|Q8NGB8|Q8NGB9|Q8NGC0|Q8NGC1|Q8NGC4|Q8NGC6|Q8NGC7|Q8NGC8|Q8NGC9|Q8NGD0|Q8NGD1|Q8NGD2|Q8NGD3|Q8NGD4|Q8NGD5|Q8NGE0|Q8NGE1|Q8NGE2|Q8NGE3|Q8NGE5|Q8NGE7|Q8NGE8|Q8NGE9|Q8NGF0|Q8NGF1|Q8NGF3|Q8NGF4|Q8NGF6|Q8NGF7|Q8NGF8|Q8NGF9|Q8NGG0|Q8NGG2|Q8NGG3|Q8NGG4|Q8NGG5|Q8NGG6|Q8NGG7|Q8NGG8|Q8NGH3|Q8NGH5|Q8NGH7|Q8NGH8|Q8NGH9|Q8NGI0|Q8NGI2|Q8NGI3|Q8NGI4|Q8NGI6|Q8NGI7|Q8NGI8|Q8NGI9|Q8NGJ0|Q8NGJ1|Q8NGJ2|Q8NGJ3|Q8NGJ4|Q8NGJ5|Q8NGJ6|Q8NGJ7|Q8NGJ8|Q8NGJ9|Q8NGK0|Q8NGK1|Q8NGK2|Q8NGK3|Q8NGK4|Q8NGK5|Q8NGK6|Q8NGK9|Q8NGL0|Q8NGL1|Q8NGL2|Q8NGL3|Q8NGL4|Q8NGL6|Q8NGL7|Q8NGL9|Q8NGM1|Q8NGM8|Q8NGM9|Q8NGN0|Q8NGN1|Q8NGN2|Q8NGN3|Q8NGN4|Q8NGN5|Q8NGN6|Q8NGP0|Q8NGP2|Q8NGP3|Q8NGP4|Q8NGP6|Q8NGP8|Q8NGP9|Q8NGQ1|Q8NGQ2|Q8NGQ3|Q8NGQ4|Q8NGQ5|Q8NGQ6|Q8NGR1|Q8NGR2|Q8NGR3|Q8NGR4|Q8NGR5|Q8NGR6|Q8NGR8|Q8NGR9|Q8NGS0|Q8NGS1|Q8NGS2|Q8NGS3|Q8NGS4|Q8NGS5|Q8NGS6|Q8NGS7|Q8NGS8|Q8NGS9|Q8NGT0|Q8NGT1|Q8NGT2|Q8NGT5|Q8NGT7|Q8NGT9|Q8NGU2|Q8NGV0|Q8NGV5|Q8NGV6|Q8NGV7|Q8NGW1|Q8NGW6|Q8NGX0|Q8NGX1|Q8NGX2|Q8NGX3|Q8NGX5|Q8NGX6|Q8NGX8|Q8NGX9|Q8NGY0|Q8NGY1|Q8NGY2|Q8NGY3|Q8NGY5|Q8NGY6|Q8NGY9|Q8NGZ3|Q8NGZ4|Q8NGZ5|Q8NGZ6|Q8NGZ9|Q8NH00|Q8NH01|Q8NH02|Q8NH03|Q8NH04|Q8NH05|Q8NH07|Q8NH09|Q8NH10|Q8NH16|Q8NH18|Q8NH19|Q8NH21|Q8NH37|Q8NH40|Q8NH41|Q8NH42|Q8NH43|Q8NH48|Q8NH49|Q8NH50|Q8NH51|Q8NH53|Q8NH54|Q8NH56|Q8NH59|Q8NH60|Q8NH61|Q8NH63|Q8NH64|Q8NH67|Q8NH69|Q8NH70|Q8NH72|Q8NH73|Q8NH74|Q8NH76|Q8NH79|Q8NH83|Q8NH85|Q8NH87|Q8NH90|Q8NH92|Q8NH93|Q8NH94|Q8NHA4|Q8NHB1|Q8NHB7|Q8NHB8|Q8NHC4|Q8NHC5|Q8NHC7|Q8NHC8|Q8TCB6|Q8WZ84|Q8WZ92|Q8WZ94|Q96KK4|Q96R08|Q96R09|Q96R27|Q96R28|Q96R30|Q96R45|Q96R47|Q96R48|Q96R67|Q96R69|Q96RA2|Q96RB7|Q96RC9|Q96RD0|Q96RD1|Q96RD2|Q96RD3|Q9GZK3|Q9GZK4|Q9GZK6|Q9GZK7|Q9GZM6|Q9H205|Q9H207|Q9H208|Q9H209|Q9H210|Q9H255|Q9H2C5|Q9H2C8|Q9H339|Q9H340|Q9H341|Q9H342|Q9H343|Q9H344|Q9H346|Q9NQN1|Q9NZP0|Q9NZP2|Q9NZP5|Q9P1Q5|Q9UGF5|Q9UGF6|Q9UGF7|Q9UKL2|Q9Y3N9|Q9Y4A9|Q9Y585|Q9Y5P0|Q9Y5P1	O60262|P38405|P62873|Q9P2W3	gene	gene	activation
O60262|P38405|P62873|Q9P2W3	O60266	gene	gene	activation
P61601	Q02846	gene	gene	activation
P25098|P35626	A3KFT3|A4D2G3|A6NCV1|A6ND48|A6NDH6|A6NDL8|A6NET4|A6NF89|A6NFC9|A6NH00|A6NHA9|A6NHG9|A6NIJ9|A6NJZ3|A6NKK0|A6NL08|A6NL26|A6NM03|A6NM76|A6NMS3|A6NND4|B2RN74|O14581|O43749|O43869|O60403|O60404|O60412|O60431|O76000|O76001|O76002|O76099|O76100|O95006|O95007|O95013|O95047|O95221|O95222|O95371|O95918|P0C617|P0C645|P0C646|P0C7N5|P0C7T3|P30953|P30954|P34982|P47881|P47887|P47888|P47890|P47893|P58170|P58173|P58180|P58181|P58182|Q13606|Q13607|Q15612|Q15615|Q15617|Q15619|Q15620|Q15622|Q5JQS5|Q5JRS4|Q5TZ20|Q6IEU7|Q6IEV9|Q6IEY1|Q6IEZ7|Q6IF00|Q6IF36|Q6IF42|Q6IF63|Q6IF82|Q6IF99|Q6IFG1|Q6IFH4|Q6IFN5|Q7Z3T1|Q8IXE1|Q8N0Y3|Q8N0Y5|Q8N127|Q8N146|Q8N148|Q8N162|Q8N349|Q8N628|Q8NG75|Q8NG76|Q8NG77|Q8NG78|Q8NG80|Q8NG81|Q8NG83|Q8NG84|Q8NG85|Q8NG92|Q8NG94|Q8NG95|Q8NG97|Q8NG98|Q8NG99|Q8NGA0|Q8NGA1|Q8NGA5|Q8NGA6|Q8NGA8|Q8NGB2|Q8NGB4|Q8NGB6|Q8NGB8|Q8NGB9|Q8NGC0|Q8NGC1|Q8NGC4|Q8NGC6|Q8NGC7|Q8NGC8|Q8NGC9|Q8NGD0|Q8NGD1|Q8NGD2|Q8NGD3|Q8NGD4|Q8NGD5|Q8NGE0|Q8NGE1|Q8NGE2|Q8NGE3|Q8NGE5|Q8NGE7|Q8NGE8|Q8NGE9|Q8NGF0|Q8NGF1|Q8NGF3|Q8NGF4|Q8NGF6|Q8NGF7|Q8NGF8|Q8NGF9|Q8NGG0|Q8NGG2|Q8NGG3|Q8NGG4|Q8NGG5|Q8NGG6|Q8NGG7|Q8NGG8|Q8NGH3|Q8NGH5|Q8NGH7|Q8NGH8|Q8NGH9|Q8NGI0|Q8NGI2|Q8NGI3|Q8NGI4|Q8NGI6|Q8NGI7|Q8NGI8|Q8NGI9|Q8NGJ0|Q8NGJ1|Q8NGJ2|Q8NGJ3|Q8NGJ4|Q8NGJ5|Q8NGJ6|Q8NGJ7|Q8NGJ8|Q8NGJ9|Q8NGK0|Q8NGK1|Q8NGK2|Q8NGK3|Q8NGK4|Q8NGK5|Q8NGK6|Q8NGK9|Q8NGL0|Q8NGL1|Q8NGL2|Q8NGL3|Q8NGL4|Q8NGL6|Q8NGL7|Q8NGL9|Q8NGM1|Q8NGM8|Q8NGM9|Q8NGN0|Q8NGN1|Q8NGN2|Q8NGN3|Q8NGN4|Q8NGN5|Q8NGN6|Q8NGP0|Q8NGP2|Q8NGP3|Q8NGP4|Q8NGP6|Q8NGP8|Q8NGP9|Q8NGQ1|Q8NGQ2|Q8NGQ3|Q8NGQ4|Q8NGQ5|Q8NGQ6|Q8NGR1|Q8NGR2|Q8NGR3|Q8NGR4|Q8NGR5|Q8NGR6|Q8NGR8|Q8NGR9|Q8NGS0|Q8NGS1|Q8NGS2|Q8NGS3|Q8NGS4|Q8NGS5|Q8NGS6|Q8NGS7|Q8NGS8|Q8NGS9|Q8NGT0|Q8NGT1|Q8NGT2|Q8NGT5|Q8NGT7|Q8NGT9|Q8NGU2|Q8NGV0|Q8NGV5|Q8NGV6|Q8NGV7|Q8NGW1|Q8NGW6|Q8NGX0|Q8NGX1|Q8NGX2|Q8NGX3|Q8NGX5|Q8NGX6|Q8NGX8|Q8NGX9|Q8NGY0|Q8NGY1|Q8NGY2|Q8NGY3|Q8NGY5|Q8NGY6|Q8NGY9|Q8NGZ3|Q8NGZ4|Q8NGZ5|Q8NGZ6|Q8NGZ9|Q8NH00|Q8NH01|Q8NH02|Q8NH03|Q8NH04|Q8NH05|Q8NH07|Q8NH09|Q8NH10|Q8NH16|Q8NH18|Q8NH19|Q8NH21|Q8NH37|Q8NH40|Q8NH41|Q8NH42|Q8NH43|Q8NH48|Q8NH49|Q8NH50|Q8NH51|Q8NH53|Q8NH54|Q8NH56|Q8NH59|Q8NH60|Q8NH61|Q8NH63|Q8NH64|Q8NH67|Q8NH69|Q8NH70|Q8NH72|Q8NH73|Q8NH74|Q8NH76|Q8NH79|Q8NH83|Q8NH85|Q8NH87|Q8NH90|Q8NH92|Q8NH93|Q8NH94|Q8NHA4|Q8NHB1|Q8NHB7|Q8NHB8|Q8NHC4|Q8NHC5|Q8NHC7|Q8NHC8|Q8TCB6|Q8WZ84|Q8WZ92|Q8WZ94|Q96KK4|Q96R08|Q96R09|Q96R27|Q96R28|Q96R30|Q96R45|Q96R47|Q96R48|Q96R67|Q96R69|Q96RA2|Q96RB7|Q96RC9|Q96RD0|Q96RD1|Q96RD2|Q96RD3|Q9GZK3|Q9GZK4|Q9GZK6|Q9GZK7|Q9GZM6|Q9H205|Q9H207|Q9H208|Q9H209|Q9H210|Q9H255|Q9H2C5|Q9H2C8|Q9H339|Q9H340|Q9H341|Q9H342|Q9H343|Q9H344|Q9H346|Q9NQN1|Q9NZP0|Q9NZP2|Q9NZP5|Q9P1Q5|Q9UGF5|Q9UGF6|Q9UGF7|Q9UKL2|Q9Y3N9|Q9Y4A9|Q9Y585|Q9Y5P0|Q9Y5P1	gene	gene	inhibition|phosphorylation
P32121|P49407	A3KFT3|A4D2G3|A6NCV1|A6ND48|A6NDH6|A6NDL8|A6NET4|A6NF89|A6NFC9|A6NH00|A6NHA9|A6NHG9|A6NIJ9|A6NJZ3|A6NKK0|A6NL08|A6NL26|A6NM03|A6NM76|A6NMS3|A6NND4|B2RN74|O14581|O43749|O43869|O60403|O60404|O60412|O60431|O76000|O76001|O76002|O76099|O76100|O95006|O95007|O95013|O95047|O95221|O95222|O95371|O95918|P0C617|P0C645|P0C646|P0C7N5|P0C7T3|P30953|P30954|P34982|P47881|P47887|P47888|P47890|P47893|P58170|P58173|P58180|P58181|P58182|Q13606|Q13607|Q15612|Q15615|Q15617|Q15619|Q15620|Q15622|Q5JQS5|Q5JRS4|Q5TZ20|Q6IEU7|Q6IEV9|Q6IEY1|Q6IEZ7|Q6IF00|Q6IF36|Q6IF42|Q6IF63|Q6IF82|Q6IF99|Q6IFG1|Q6IFH4|Q6IFN5|Q7Z3T1|Q8IXE1|Q8N0Y3|Q8N0Y5|Q8N127|Q8N146|Q8N148|Q8N162|Q8N349|Q8N628|Q8NG75|Q8NG76|Q8NG77|Q8NG78|Q8NG80|Q8NG81|Q8NG83|Q8NG84|Q8NG85|Q8NG92|Q8NG94|Q8NG95|Q8NG97|Q8NG98|Q8NG99|Q8NGA0|Q8NGA1|Q8NGA5|Q8NGA6|Q8NGA8|Q8NGB2|Q8NGB4|Q8NGB6|Q8NGB8|Q8NGB9|Q8NGC0|Q8NGC1|Q8NGC4|Q8NGC6|Q8NGC7|Q8NGC8|Q8NGC9|Q8NGD0|Q8NGD1|Q8NGD2|Q8NGD3|Q8NGD4|Q8NGD5|Q8NGE0|Q8NGE1|Q8NGE2|Q8NGE3|Q8NGE5|Q8NGE7|Q8NGE8|Q8NGE9|Q8NGF0|Q8NGF1|Q8NGF3|Q8NGF4|Q8NGF6|Q8NGF7|Q8NGF8|Q8NGF9|Q8NGG0|Q8NGG2|Q8NGG3|Q8NGG4|Q8NGG5|Q8NGG6|Q8NGG7|Q8NGG8|Q8NGH3|Q8NGH5|Q8NGH7|Q8NGH8|Q8NGH9|Q8NGI0|Q8NGI2|Q8NGI3|Q8NGI4|Q8NGI6|Q8NGI7|Q8NGI8|Q8NGI9|Q8NGJ0|Q8NGJ1|Q8NGJ2|Q8NGJ3|Q8NGJ4|Q8NGJ5|Q8NGJ6|Q8NGJ7|Q8NGJ8|Q8NGJ9|Q8NGK0|Q8NGK1|Q8NGK2|Q8NGK3|Q8NGK4|Q8NGK5|Q8NGK6|Q8NGK9|Q8NGL0|Q8NGL1|Q8NGL2|Q8NGL3|Q8NGL4|Q8NGL6|Q8NGL7|Q8NGL9|Q8NGM1|Q8NGM8|Q8NGM9|Q8NGN0|Q8NGN1|Q8NGN2|Q8NGN3|Q8NGN4|Q8NGN5|Q8NGN6|Q8NGP0|Q8NGP2|Q8NGP3|Q8NGP4|Q8NGP6|Q8NGP8|Q8NGP9|Q8NGQ1|Q8NGQ2|Q8NGQ3|Q8NGQ4|Q8NGQ5|Q8NGQ6|Q8NGR1|Q8NGR2|Q8NGR3|Q8NGR4|Q8NGR5|Q8NGR6|Q8NGR8|Q8NGR9|Q8NGS0|Q8NGS1|Q8NGS2|Q8NGS3|Q8NGS4|Q8NGS5|Q8NGS6|Q8NGS7|Q8NGS8|Q8NGS9|Q8NGT0|Q8NGT1|Q8NGT2|Q8NGT5|Q8NGT7|Q8NGT9|Q8NGU2|Q8NGV0|Q8NGV5|Q8NGV6|Q8NGV7|Q8NGW1|Q8NGW6|Q8NGX0|Q8NGX1|Q8NGX2|Q8NGX3|Q8NGX5|Q8NGX6|Q8NGX8|Q8NGX9|Q8NGY0|Q8NGY1|Q8NGY2|Q8NGY3|Q8NGY5|Q8NGY6|Q8NGY9|Q8NGZ3|Q8NGZ4|Q8NGZ5|Q8NGZ6|Q8NGZ9|Q8NH00|Q8NH01|Q8NH02|Q8NH03|Q8NH04|Q8NH05|Q8NH07|Q8NH09|Q8NH10|Q8NH16|Q8NH18|Q8NH19|Q8NH21|Q8NH37|Q8NH40|Q8NH41|Q8NH42|Q8NH43|Q8NH48|Q8NH49|Q8NH50|Q8NH51|Q8NH53|Q8NH54|Q8NH56|Q8NH59|Q8NH60|Q8NH61|Q8NH63|Q8NH64|Q8NH67|Q8NH69|Q8NH70|Q8NH72|Q8NH73|Q8NH74|Q8NH76|Q8NH79|Q8NH83|Q8NH85|Q8NH87|Q8NH90|Q8NH92|Q8NH93|Q8NH94|Q8NHA4|Q8NHB1|Q8NHB7|Q8NHB8|Q8NHC4|Q8NHC5|Q8NHC7|Q8NHC8|Q8TCB6|Q8WZ84|Q8WZ92|Q8WZ94|Q96KK4|Q96R08|Q96R09|Q96R27|Q96R28|Q96R30|Q96R45|Q96R47|Q96R48|Q96R67|Q96R69|Q96RA2|Q96RB7|Q96RC9|Q96RD0|Q96RD1|Q96RD2|Q96RD3|Q9GZK3|Q9GZK4|Q9GZK6|Q9GZK7|Q9GZM6|Q9H205|Q9H207|Q9H208|Q9H209|Q9H210|Q9H255|Q9H2C5|Q9H2C8|Q9H339|Q9H340|Q9H341|Q9H342|Q9H343|Q9H344|Q9H346|Q9NQN1|Q9NZP0|Q9NZP2|Q9NZP5|Q9P1Q5|Q9UGF5|Q9UGF6|Q9UGF7|Q9UKL2|Q9Y3N9|Q9Y4A9|Q9Y585|Q9Y5P0|Q9Y5P1	gene	gene	inhibition|phosphorylation
P17612|P22612|P22694	A3KFT3|A4D2G3|A6NCV1|A6ND48|A6NDH6|A6NDL8|A6NET4|A6NF89|A6NFC9|A6NH00|A6NHA9|A6NHG9|A6NIJ9|A6NJZ3|A6NKK0|A6NL08|A6NL26|A6NM03|A6NM76|A6NMS3|A6NND4|B2RN74|O14581|O43749|O43869|O60403|O60404|O60412|O60431|O76000|O76001|O76002|O76099|O76100|O95006|O95007|O95013|O95047|O95221|O95222|O95371|O95918|P0C617|P0C645|P0C646|P0C7N5|P0C7T3|P30953|P30954|P34982|P47881|P47887|P47888|P47890|P47893|P58170|P58173|P58180|P58181|P58182|Q13606|Q13607|Q15612|Q15615|Q15617|Q15619|Q15620|Q15622|Q5JQS5|Q5JRS4|Q5TZ20|Q6IEU7|Q6IEV9|Q6IEY1|Q6IEZ7|Q6IF00|Q6IF36|Q6IF42|Q6IF63|Q6IF82|Q6IF99|Q6IFG1|Q6IFH4|Q6IFN5|Q7Z3T1|Q8IXE1|Q8N0Y3|Q8N0Y5|Q8N127|Q8N146|Q8N148|Q8N162|Q8N349|Q8N628|Q8NG75|Q8NG76|Q8NG77|Q8NG78|Q8NG80|Q8NG81|Q8NG83|Q8NG84|Q8NG85|Q8NG92|Q8NG94|Q8NG95|Q8NG97|Q8NG98|Q8NG99|Q8NGA0|Q8NGA1|Q8NGA5|Q8NGA6|Q8NGA8|Q8NGB2|Q8NGB4|Q8NGB6|Q8NGB8|Q8NGB9|Q8NGC0|Q8NGC1|Q8NGC4|Q8NGC6|Q8NGC7|Q8NGC8|Q8NGC9|Q8NGD0|Q8NGD1|Q8NGD2|Q8NGD3|Q8NGD4|Q8NGD5|Q8NGE0|Q8NGE1|Q8NGE2|Q8NGE3|Q8NGE5|Q8NGE7|Q8NGE8|Q8NGE9|Q8NGF0|Q8NGF1|Q8NGF3|Q8NGF4|Q8NGF6|Q8NGF7|Q8NGF8|Q8NGF9|Q8NGG0|Q8NGG2|Q8NGG3|Q8NGG4|Q8NGG5|Q8NGG6|Q8NGG7|Q8NGG8|Q8NGH3|Q8NGH5|Q8NGH7|Q8NGH8|Q8NGH9|Q8NGI0|Q8NGI2|Q8NGI3|Q8NGI4|Q8NGI6|Q8NGI7|Q8NGI8|Q8NGI9|Q8NGJ0|Q8NGJ1|Q8NGJ2|Q8NGJ3|Q8NGJ4|Q8NGJ5|Q8NGJ6|Q8NGJ7|Q8NGJ8|Q8NGJ9|Q8NGK0|Q8NGK1|Q8NGK2|Q8NGK3|Q8NGK4|Q8NGK5|Q8NGK6|Q8NGK9|Q8NGL0|Q8NGL1|Q8NGL2|Q8NGL3|Q8NGL4|Q8NGL6|Q8NGL7|Q8NGL9|Q8NGM1|Q8NGM8|Q8NGM9|Q8NGN0|Q8NGN1|Q8NGN2|Q8NGN3|Q8NGN4|Q8NGN5|Q8NGN6|Q8NGP0|Q8NGP2|Q8NGP3|Q8NGP4|Q8NGP6|Q8NGP8|Q8NGP9|Q8NGQ1|Q8NGQ2|Q8NGQ3|Q8NGQ4|Q8NGQ5|Q8NGQ6|Q8NGR1|Q8NGR2|Q8NGR3|Q8NGR4|Q8NGR5|Q8NGR6|Q8NGR8|Q8NGR9|Q8NGS0|Q8NGS1|Q8NGS2|Q8NGS3|Q8NGS4|Q8NGS5|Q8NGS6|Q8NGS7|Q8NGS8|Q8NGS9|Q8NGT0|Q8NGT1|Q8NGT2|Q8NGT5|Q8NGT7|Q8NGT9|Q8NGU2|Q8NGV0|Q8NGV5|Q8NGV6|Q8NGV7|Q8NGW1|Q8NGW6|Q8NGX0|Q8NGX1|Q8NGX2|Q8NGX3|Q8NGX5|Q8NGX6|Q8NGX8|Q8NGX9|Q8NGY0|Q8NGY1|Q8NGY2|Q8NGY3|Q8NGY5|Q8NGY6|Q8NGY9|Q8NGZ3|Q8NGZ4|Q8NGZ5|Q8NGZ6|Q8NGZ9|Q8NH00|Q8NH01|Q8NH02|Q8NH03|Q8NH04|Q8NH05|Q8NH07|Q8NH09|Q8NH10|Q8NH16|Q8NH18|Q8NH19|Q8NH21|Q8NH37|Q8NH40|Q8NH41|Q8NH42|Q8NH43|Q8NH48|Q8NH49|Q8NH50|Q8NH51|Q8NH53|Q8NH54|Q8NH56|Q8NH59|Q8NH60|Q8NH61|Q8NH63|Q8NH64|Q8NH67|Q8NH69|Q8NH70|Q8NH72|Q8NH73|Q8NH74|Q8NH76|Q8NH79|Q8NH83|Q8NH85|Q8NH87|Q8NH90|Q8NH92|Q8NH93|Q8NH94|Q8NHA4|Q8NHB1|Q8NHB7|Q8NHB8|Q8NHC4|Q8NHC5|Q8NHC7|Q8NHC8|Q8TCB6|Q8WZ84|Q8WZ92|Q8WZ94|Q96KK4|Q96R08|Q96R09|Q96R27|Q96R28|Q96R30|Q96R45|Q96R47|Q96R48|Q96R67|Q96R69|Q96RA2|Q96RB7|Q96RC9|Q96RD0|Q96RD1|Q96RD2|Q96RD3|Q9GZK3|Q9GZK4|Q9GZK6|Q9GZK7|Q9GZM6|Q9H205|Q9H207|Q9H208|Q9H209|Q9H210|Q9H255|Q9H2C5|Q9H2C8|Q9H339|Q9H340|Q9H341|Q9H342|Q9H343|Q9H344|Q9H346|Q9NQN1|Q9NZP0|Q9NZP2|Q9NZP5|Q9P1Q5|Q9UGF5|Q9UGF6|Q9UGF7|Q9UKL2|Q9Y3N9|Q9Y4A9|Q9Y585|Q9Y5P0|Q9Y5P1	gene	gene	inhibition|phosphorylation
Q13554|Q13555|Q13557|Q9UQM7	O60266	gene	gene	inhibition|phosphorylation
P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	Q13554|Q13555|Q13557|Q9UQM7	gene	gene	activation
P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	Q14028|Q16280|Q8IV77	gene	gene	inhibition
P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	P54750|Q01064|Q14123	gene	gene	activation
