#node1	node2	edge_expansion:relation_type
O00175	P51677	mult_mapping_expansion:activation
O00585	P32248	mult_mapping_expansion:activation
O00585	Q9NPB9	mult_mapping_expansion:activation
O00626	P51679	mult_mapping_expansion:activation
O14625	P49682	mult_mapping_expansion:activation
O15444	P51686	mult_mapping_expansion:activation
O15444	Q9NPB9	mult_mapping_expansion:activation
O15467	P32246	mult_mapping_expansion:activation
O43557	Q92956	one_to_one_mapping:activation
O43927	P32302	one_to_one_mapping:activation
O43927	P49682	mult_mapping_expansion:activation
O95256	Q13478	group_expansion
P01374	P36941	one_to_one_mapping:activation
P01375	P19438	one_to_one_mapping:activation
P01589	P14784	group_expansion
P01589	P31785	group_expansion
P02775	P25025	mult_mapping_expansion:activation
P02776	P49682	mult_mapping_expansion:activation
P02778	P49682	mult_mapping_expansion:activation
P05231	P08887	one_to_one_mapping:activation
P09341	P25024	mult_mapping_expansion:activation
P09341	P25025	mult_mapping_expansion:activation
P10145	P25024	mult_mapping_expansion:activation
P10145	P25025	mult_mapping_expansion:activation
P10147	P32246	mult_mapping_expansion:activation
P10147	P51681	mult_mapping_expansion:activation
P10720	P49682	mult_mapping_expansion:activation
P13236	P51681	mult_mapping_expansion:activation
P13500	P41597	mult_mapping_expansion:activation
P13501	P32246	mult_mapping_expansion:activation
P13501	P51677	mult_mapping_expansion:activation
P13501	P51679	mult_mapping_expansion:activation
P13501	P51681	mult_mapping_expansion:activation
P14784	P01589	group_expansion
P14784	P31785	group_expansion
P16619	P32246	mult_mapping_expansion:activation
P16619	P51681	mult_mapping_expansion:activation
P19875	P25024	mult_mapping_expansion:activation
P19875	P25025	mult_mapping_expansion:activation
P19876	P25024	mult_mapping_expansion:activation
P19876	P25025	mult_mapping_expansion:activation
P22301	Q08334	mult_mapping_expansion:activation
P22301	Q13651	mult_mapping_expansion:activation
P22362	P51685	one_to_one_mapping:activation
P31785	P01589	group_expansion
P31785	P14784	group_expansion
P42830	P25024	mult_mapping_expansion:activation
P42830	P25025	mult_mapping_expansion:activation
P47992	P46094	mult_mapping_expansion:activation
P48061	P25106	mult_mapping_expansion:activation
P48061	P61073	mult_mapping_expansion:activation
P50591	O00220	mult_mapping_expansion:activation
P50591	O14763	mult_mapping_expansion:activation
P50591	O14798	mult_mapping_expansion:activation
P50591	Q9UBN6	mult_mapping_expansion:activation
P51671	P51677	mult_mapping_expansion:activation
P55773	P32246	mult_mapping_expansion:activation
P55773	P51677	mult_mapping_expansion:activation
P60568	P01589	mult_mapping_expansion:activation
P60568	P14784	mult_mapping_expansion:activation
P60568	P31785	mult_mapping_expansion:activation
P78423	P49238	one_to_one_mapping:activation
P78556	P51684	one_to_one_mapping:activation
P80075	P32246	mult_mapping_expansion:activation
P80075	P41597	mult_mapping_expansion:activation
P80075	P51681	mult_mapping_expansion:activation
P80098	P32246	mult_mapping_expansion:activation
P80098	P41597	mult_mapping_expansion:activation
P80098	P51677	mult_mapping_expansion:activation
P80162	P25024	mult_mapping_expansion:activation
P80162	P25025	mult_mapping_expansion:activation
Q07325	P49682	mult_mapping_expansion:activation
Q08334	Q13651	group_expansion
Q13007	Q6UXL0	mult_mapping_expansion:activation
Q13007	Q8N6P7	mult_mapping_expansion:activation
Q13007	Q9UHF4	mult_mapping_expansion:activation
Q13478	O95256	group_expansion
Q13651	Q08334	group_expansion
Q14116	O95256	mult_mapping_expansion:activation
Q14116	Q13478	mult_mapping_expansion:activation
Q16627	P32246	mult_mapping_expansion:activation
Q16663	P32246	mult_mapping_expansion:activation
Q16663	P51677	mult_mapping_expansion:activation
Q6UXL0	Q8N6P7	group_expansion
Q6UXL0	Q9UHF4	group_expansion
Q6ZMJ4	P07333	one_to_one_mapping:activation
Q8N6P7	Q6UXL0	group_expansion
Q8NHW4	P51681	mult_mapping_expansion:activation
Q92583	P51679	mult_mapping_expansion:activation
Q99616	P32246	mult_mapping_expansion:activation
Q99616	P41597	mult_mapping_expansion:activation
Q99616	P51677	mult_mapping_expansion:activation
Q99731	P32248	mult_mapping_expansion:activation
Q99731	Q9NPB9	mult_mapping_expansion:activation
Q9NRJ3	P46092	mult_mapping_expansion:activation
Q9NRJ3	P51677	mult_mapping_expansion:activation
Q9NYY1	Q6UXL0	mult_mapping_expansion:activation
Q9NYY1	Q8N6P7	mult_mapping_expansion:activation
Q9NYY1	Q9UHF4	mult_mapping_expansion:activation
Q9NZH6	O95256	mult_mapping_expansion:activation
Q9NZH6	Q13478	mult_mapping_expansion:activation
Q9UBD3	P46094	mult_mapping_expansion:activation
Q9UHD0	Q6UXL0	mult_mapping_expansion:activation
Q9UHD0	Q9UHF4	mult_mapping_expansion:activation
Q9UHF4	Q6UXL0	group_expansion
Q9Y258	P51677	mult_mapping_expansion:activation
Q9Y4X3	P41597	mult_mapping_expansion:activation
Q9Y4X3	P46092	mult_mapping_expansion:activation
Q9Y4X3	P51677	mult_mapping_expansion:activation
